0 0 359189 359600 333587 333986 298427 298858 48210 48638 293927 294335 265152 265630 154841 155291 0 504 156913 157344 156080 156543 158391 158877 2934 3340 153795 154236 164697 165114 164969 165376 27927 28347 159750 160182 177207 177657 187885 188378 92731 93148 171611 172063 206667 207094 243946 244411 139890 140352 227674 228115 266541 267104 302455 302856 175814 176210 282281 282712 308528 309085 329409 329830 
1 32 359612 360032 333998 334404 298871 299332 48650 49084 294347 294838 265650 266263 155305 155781 517 948 157357 157764 156557 157086 158889 159358 3352 3774 154249 154693 165127 165570 165388 165809 28359 28801 160194 160616 177669 178176 188390 188817 93160 93597 172075 172577 207106 207537 244423 244848 140364 140974 228127 228569 267116 267560 302869 303387 176222 176638 282724 283370 309097 309538 329842 330273 
2 64 360044 360656 334416 334974 299346 299784 49103 49525 294858 295286 266277 266832 155793 156224 960 1633 157776 158318 157098 157592 159370 159797 3786 4193 154705 155343 165584 166007 165822 166273 28813 29243 160628 161111 178189 178729 188830 189436 93609 94022 172589 173070 207549 207974 244860 245326 140986 141414 228582 229234 267572 268026 303399 303803 176650 177112 283384 283822 309550 309960 330285 330709 
3 96 360668 361085 334986 335386 299797 300414 49548 50107 295299 295711 266846 267306 156239 156740 1645 2080 158331 158777 157604 158238 159809 160244 4206 4675 155355 155786 166020 166545 166286 166782 29256 29754 161123 161571 178741 179187 189448 189862 94034 94456 173088 173514 207993 208418 245338 245777 141426 141852 229246 229666 268041 268508 303815 304234 177124 177531 283834 284252 309972 310373 330721 331145 
4 128 361128 361536 335429 335827 300457 300914 50209 50674 295769 296222 267356 267819 156896 157449 2180 2600 158928 159326 158287 158728 160292 160961 4773 5195 155833 156268 166592 167031 166930 167417 29841 30306 161637 162054 179246 179673 189905 190344 94502 94928 173558 173998 208464 208946 245821 246379 141900 142320 229713 230162 268579 269147 304285 304702 177574 178129 284297 284783 310416 310816 331188 331608 
5 160 361548 361970 335839 336247 300926 301346 50701 51376 296238 296683 267831 268258 157462 158061 2612 3053 159338 159785 158741 159219 160975 161457 5207 5661 156280 156730 167043 167519 167430 167896 30321 30845 162066 162503 179688 180182 190356 190776 94940 95556 174011 174456 208959 209403 246393 246855 142332 142769 230174 230614 269159 269616 304714 305121 178141 178561 284796 285250 310828 311237 331620 332138 
6 192 361982 362396 336259 336661 301359 301782 51389 51816 296695 297124 268271 268745 158075 158504 3065 3504 159797 160207 159231 159685 161469 161895 5674 6110 156743 157159 167531 167976 167908 168339 30857 31324 162516 162942 180194 180615 190788 191211 95568 96033 174468 174893 209415 209860 246867 247301 142781 143206 230627 231101 269628 270082 305133 305544 178573 179011 285262 285702 311249 311656 332150 332572 
7 224 362408 362834 336673 337074 301794 302247 51828 52276 297149 297685 268761 269206 158516 158948 3522 3966 160220 160623 159697 160147 161907 162360 6123 6540 157172 157578 167988 168403 168352 168807 31339 31805 162955 163374 180629 181071 191223 191666 96046 96518 174905 175356 209872 210302 247320 247798 143219 143844 231121 231611 270094 270538 305556 306140 179023 179439 285714 286228 311668 312077 332586 333009 
8 256 362877 363457 337121 337779 302291 302780 52365 52939 297757 298165 269265 269800 158995 159416 4031 4609 160669 161139 160210 160627 162462 162900 6588 7007 157703 158251 168454 168877 168850 169492 31868 32326 163421 163882 181127 181546 191721 192251 96572 97015 175465 175954 210345 210755 247855 248275 143888 144295 231663 232231 270585 271043 306183 306579 179483 179897 286276 286705 312122 312530 333058 333510 
9 288 363469 363898 337791 338198 302792 303323 52953 53394 298179 298603 269815 270321 159429 159860 4622 5081 161151 161630 160639 161138 162912 163359 7020 7469 158264 158715 168889 169502 169504 169923 32338 32980 163895 164355 181559 182024 192263 192717 97027 97524 175966 176409 210767 211200 248287 248727 144307 144729 232243 232732 271055 271510 306591 307042 179909 180334 286717 287157 312543 312968 333522 333951 
