0 0 22758 23171 10251 10645 15523 15942 21236 21639 19630 20044 16751 17167 10001 10420 18571 19002 20037 20444 0 478 5118 5537 15824 16232 
1 32 23183 23602 10658 11058 15954 16375 21651 22065 20056 20462 17179 17599 10432 10840 19015 19507 20456 20871 491 981 5549 5984 16244 16652 
2 64 23614 24030 11070 11556 16388 17046 22077 22674 20474 20897 17624 18041 10852 11262 19519 19976 20883 21295 993 1446 5996 6480 16664 17127 
3 96 24042 24457 11571 12062 17058 17469 22686 23091 20909 21329 18053 18473 11274 11705 19988 20420 21307 21711 1458 1918 6493 6934 17140 17557 
4 128 24500 24910 12121 12512 17512 17918 23139 23548 21380 21785 18516 18929 11751 12174 20468 20895 21754 22150 1976 2401 6986 7420 17623 17992 
5 160 24922 25478 12524 12936 17930 18347 23560 23973 21798 22220 18941 19364 12186 12612 20907 21332 22162 22684 2414 2837 7433 7933 18004 18429 
6 192 25490 25899 12948 13360 18359 18770 23985 24398 22232 22689 19376 19858 12625 13052 21345 21772 22696 23093 2849 3297 7945 8391 18441 18700 
7 224 25911 26328 13372 13790 18782 19203 24411 24825 22704 23111 19870 20276 13065 13482 21784 22194 23105 23502 3309 3763 8403 8794 18712 19113 
8 256 26371 26786 13839 14304 19246 19833 24869 25461 23154 23550 20319 20722 13525 13924 22238 22683 23545 23946 3810 4231 8851 9302 19158 19561 
9 288 26798 27220 14316 14721 19845 20276 25473 25891 23562 23959 20734 21151 13936 14509 22696 23111 23958 24362 4243 4671 9314 9686 19573 19984 
10 320 27232 27650 14733 15146 20288 20715 25903 26316 23971 24368 21163 21565 14521 14925 23124 23527 24375 24768 4683 5109 9698 10103 19996 20428 
11 352 27662 28183 15159 15570 20727 21145 26328 26744 24382 24776 21577 21986 14937 15342 23539 23944 24781 25176 5121 5538 10115 10423 20440 20697 
12 384 28226 28644 15617 16016 21192 21612 26787 27195 24820 25217 22029 22434 15386 15813 23988 24395 25219 25614 5581 6010 10467 10839 20743 20996 
13 416 28656 29079 16028 16448 21624 22048 27207 27625 25229 25630 22446 22853 15825 16227 24408 24822 25626 26032 6023 6479 10851 11130 21008 21344 
14 448 29091 29513 16460 17048 22060 22592 27637 28049 25642 26038 22865 23274 16239 16642 24838 25248 26045 26438 6491 6914 11142 11558 21356 21776 
15 480 29525 29938 17060 17471 22604 23020 28061 28464 26050 26451 23286 23704 16654 17110 25260 25680 26450 26850 6926 7356 11570 12057 21789 22197 
16 512 29981 30388 17516 17921 23063 23472 28507 28911 26494 26886 23747 24157 17153 17553 25723 26139 26893 27288 7399 7825 12109 12491 22246 22691 
17 544 30400 31009 17933 18350 23484 23904 28923 29332 26898 27300 24169 24591 17565 17976 26151 26575 27301 27707 7837 8263 12503 12917 22703 23116 
18 576 31022 31436 18362 18772 23916 24328 29344 29750 27312 27708 24603 25019 17988 18392 26587 27002 27719 28345 8275 8786 12929 13334 23129 23530 
19 608 31448 31855 18784 19205 24340 24752 29762 30169 27722 28348 25031 25508 18404 18804 27014 27431 28357 28757 8798 9216 13346 13617 23542 23948 
20 640 31898 32307 19248 19641 24795 25207 30212 30613 28392 28790 25551 25966 18850 19257 27474 27893 28801 29219 9260 9674 13673 14049 23996 24401 
21 672 32319 32736 19654 20065 25219 25638 30625 31179 28802 29228 25978 26397 19269 19841 27905 28353 29231 29635 9686 10105 14061 14582 24414 24835 
22 704 32748 33160 20077 20506 25650 26063 31191 31597 29240 29640 26409 26827 19853 20275 28365 28786 29647 30043 10117 10534 14594 14997 24847 25251 
23 736 33172 33588 20518 20916 26075 26496 31610 32022 29654 30050 26839 27276 20287 20692 28798 29221 30055 30452 10546 10952 15010 15445 25263 25683 
24 768 33631 34051 20959 21360 26539 26959 32065 32474 30093 30490 27319 27725 20739 21149 29264 29669 30495 31008 10995 11537 15488 15909 25731 26142 
25 800 34063 34484 21372 21788 26971 27397 32486 32909 30502 31021 27737 28299 21161 21571 29681 30092 31020 31419 11549 12046 15921 16349 26154 26579 
26 832 34496 34917 21800 22212 27409 27827 32921 33334 31033 31439 28311 28720 21583 21992 30104 30513 31431 31833 12058 12476 16361 16779 26592 27005 
27 864 34929 35347 22224 22690 27839 28296 33346 33878 31451 31858 28738 29151 22004 22409 30525 31053 31845 32247 12488 12903 16791 17170 27017 27434 
28 896 35390 35805 22733 23130 28339 28758 33924 34337 31906 32311 29196 29597 22454 22851 31096 31499 32290 32684 12947 13357 17213 17597 27483 27896 
29 928 35817 36244 23142 23551 28770 29197 34349 34768 32324 32740 29609 30022 22863 23271 31511 31927 32696 33095 13369 13791 17621 17980 27908 28357 
30 960 36256 36770 23563 23997 29209 29630 34780 35196 32753 33163 30035 30442 23283 23682 31939 32348 33107 33503 13806 14256 17993 18395 28370 28789 
31 992 36782 37203 24009 24412 29642 30068 35208 35617 33175 33591 30454 30865 23694 24095 32360 32773 33515 33924 14268 14682 18407 18815 28801 29225 
32 1024 37248 37670 24455 24859 30111 30527 35660 36072 33639 34054 30910 31329 24138 24536 32816 33225 33967 34376 14729 15142 18862 19260 29272 29672 
33 1056 37682 38104 24871 25286 30539 30971 36084 36500 34066 34488 31341 31755 24548 24954 33237 33831 34388 34802 15154 15568 19272 19858 29684 30096 
34 1088 38117 38537 25298 25702 30983 31404 36512 36920 34501 34920 31767 32184 24966 25506 33843 34257 34814 35225 15580 15993 19870 20279 30109 30552 
35 1120 38549 38965 25714 26120 31416 31837 36932 37341 34932 35350 32196 32606 25519 25917 34269 34682 35237 35654 16006 16423 20300 20718 30564 31170 
36 1152 39008 39536 26166 26562 31880 32300 37384 37790 35398 35808 32652 33059 25960 26358 34726 35136 35697 36157 16467 17051 20766 21166 31213 31605 
37 1184 39548 39970 26574 26983 32312 32738 37802 38216 35820 36248 33071 33491 26370 26774 35148 35562 36169 36772 17063 17485 21178 21589 31617 32031 
38 1216 39982 40399 26995 27403 32750 33172 38228 38639 36261 36773 33503 33916 26786 27189 35574 35983 36785 37209 17497 17908 21601 22005 32043 32441 
39 1248 40411 40835 27415 27829 33184 33607 38651 39062 36792 37206 33928 34340 27201 27598 35995 36393 37225 37643 17920 18331 22017 22432 32453 32853 
40 1280 40881 41300 27872 28298 33650 34072 39105 39544 37257 37673 34384 34791 27645 28037 36436 36835 37690 38105 18375 18781 22475 22886 32896 33293 
41 1312 41312 41739 28310 28716 34084 34514 39556 39973 37685 38116 34803 35222 28049 28452 36847 37248 38118 38578 18793 19213 22898 23320 33305 33879 
42 1344 41751 42424 28728 29136 34526 34951 39985 40416 38128 38540 35234 35647 28464 28862 37261 37674 38590 39001 19225 19637 23332 23748 33893 34292 
43 1376 42436 42865 29148 29558 34963 35389 40428 40837 38554 38968 35659 36076 28874 29281 37686 38102 39015 39540 19649 20057 23760 24175 34305 34703 
44 1408 42909 43377 29601 29998 35432 35853 40880 41284 39020 39543 36119 36774 29324 29720 38145 38573 39593 39999 20100 20509 24218 24632 34747 35140 
45 1440 43389 43823 30010 30421 35865 36297 41296 41713 39555 39978 36786 37194 29732 30135 38585 38987 40015 40434 20521 20939 24644 25063 35153 35566 
46 1472 43835 44259 30435 30843 36309 36776 41725 42422 39990 40418 37206 37617 30147 30546 38999 39411 40447 40859 20951 21357 25075 25510 35579 35986 
47 1504 44271 44695 30855 31263 36788 37210 42434 42835 40430 40839 37629 38043 30558 31196 39423 39838 40871 41279 21369 21780 25524 25932 35998 36396 
48 1536 44740 45161 31306 31709 37258 37675 42878 43286 40885 41303 38086 38492 31244 31640 39881 40291 41324 41740 21823 22230 25976 26371 36444 36838 
49 1568 45173 45596 31721 32132 37687 38109 43298 43708 41315 41743 38504 38921 31652 32055 40303 40721 41754 42432 22242 22698 26383 26789 36850 37260 
50 1600 45608 46026 32144 32555 38123 38548 43720 44128 41757 42431 38933 39471 32067 32465 40733 41146 42444 42871 22710 23122 26801 27202 37272 37677 
51 1632 46038 46462 32567 32969 38561 38983 44140 44548 42451 42868 39483 39897 32477 32877 41158 41570 42887 43371 23135 23542 27214 27616 37689 38106 
52 1664 46507 46922 33012 33412 39030 39597 44591 45059 42917 43380 39942 40349 32920 33316 41613 42023 43421 43824 23586 24000 27662 28229 38153 38576 
53 1696 46934 47361 33424 33882 39609 40034 45071 45488 43394 43827 40361 40776 33328 33877 42035 42454 43838 44268 24012 24432 28241 28650 38588 38991 
54 1728 47373 47962 33896 34301 40046 40469 45500 45907 43841 44266 40788 41198 33889 34287 42466 42882 44280 44701 24444 24856 28662 29064 39004 39538 
55 1760 47974 48401 34313 34718 40481 40910 45919 46329 44287 44698 41210 41628 34299 34693 42894 43373 44717 45148 24868 25274 29076 29491 39551 39942 
56 1792 48446 48865 34761 35184 40953 41374 46373 46772 44749 45164 41671 42074 34737 35121 43416 43822 45194 45599 25318 25728 29534 29944 39988 40375 
57 1824 48877 49303 35196 35610 41386 41819 46784 47200 45176 45600 42086 42506 35133 35531 43834 44236 45611 46034 25741 26155 29956 30376 40387 40791 
58 1856 49315 49737 35622 36028 41831 42368 47212 47621 45614 46033 42518 42926 35543 35939 44248 44656 46046 46468 26167 26577 30388 30804 40803 41201 
59 1888 49749 50172 36041 36446 42380 42803 47633 48042 46053 46465 42938 43442 35951 36343 44668 45076 46484 46903 26589 27002 30816 31231 41213 41611 
60 1920 50215 50720 36489 36894 42846 43269 48085 48494 46516 46925 43485 43897 36386 36780 45120 45525 46947 47376 27045 27448 31274 31686 41654 42046 
61 1952 50732 51157 36907 37318 43281 43711 48506 48933 46937 47365 43909 44327 36793 37218 45537 45946 47388 47979 27460 27877 31698 32118 42058 42467 
62 1984 51169 51593 37330 37736 43723 44151 48945 49360 47379 47965 44339 44748 37230 37631 45958 46362 47991 48407 27889 28302 32130 32545 42479 42885 
