0 0 195469 195881 178780 179244 154111 154530 8786 9250 150294 150692 130002 130416 103898 104376 0 421 95527 95954 104700 105179 105491 105911 5292 5864 94398 94839 104036 104462 120685 121110 48346 48759 105999 106525 129167 129590 168916 169331 
1 32 195893 196328 179256 179682 154542 155016 9262 9696 150704 151246 130428 130857 104389 104863 434 867 95966 96417 105191 105639 105924 106527 5877 6289 94854 95438 104475 104898 121122 121620 48771 49197 106537 106958 129602 130030 169343 169757 
2 64 196348 196763 179694 180155 155028 155442 9709 10116 151261 151667 130869 131287 104875 105304 879 1304 96429 96850 105651 106088 106539 106970 6301 6721 95452 95951 104910 105341 121633 122092 49209 49630 106970 107374 130042 130466 169769 170182 
3 96 196775 197192 180167 180561 155454 155867 10131 10624 151679 152086 131299 131744 105316 105720 1317 1739 96862 97311 106101 106543 106982 107398 6733 7155 95963 96404 105353 105780 122104 122549 49642 50063 107386 107815 130478 130905 170194 170772 
4 128 197251 197670 180611 181000 155912 156315 10669 11092 152130 152584 131789 132218 105767 106167 1807 2232 97363 97758 106587 106997 107441 107852 7205 7616 96455 96865 105845 106505 122595 123264 50106 50621 107863 108277 130954 131388 170815 171264 
5 160 197683 198118 181012 181421 156329 156776 11104 11604 152598 153027 132230 132697 106179 106618 2244 2673 97770 98343 107009 107475 107864 108287 7628 8038 96878 97389 106517 106939 123276 123698 50634 51063 108289 108690 131400 131938 171276 171687 
6 192 198130 198674 181433 181942 156788 157196 11616 12029 153039 153447 132709 133200 106630 107045 2686 3151 98355 98799 107488 107932 108299 108714 8050 8672 97402 97805 106952 107373 123710 124197 51075 51511 108703 109288 131951 132377 171699 172149 
7 224 198686 199104 181954 182363 157208 157638 12044 12494 153459 154030 133212 133641 107064 107509 3163 3623 98811 99269 107944 108420 108726 109285 8684 9095 97819 98346 107385 107813 124209 124626 51527 51941 109306 109719 132390 132814 172161 172583 
8 256 199147 199563 182412 182831 157685 158113 12547 12963 154078 154477 133686 134123 107580 108005 3674 4089 99321 99738 108471 108916 109332 109749 9139 9541 98416 98854 107857 108276 124679 125137 51987 52395 109769 110185 132857 133276 172627 173048 
9 288 199575 200000 182845 183280 158130 158567 12977 13440 154489 154906 134136 134625 108017 108460 4101 4530 99750 100182 108930 109366 109761 110191 9553 9961 98866 99295 108288 108701 125151 125607 52407 52823 110199 110625 133289 133712 173060 173548 
