0 0 303856 304269 116009 116464 61817 62251 6981 7389 229589 230038 0 515 4706 5153 15288 15718 138241 138649 10994 11422 11399 11898 19809 20467 140216 140659 25589 26090 35691 36207 48413 48865 156229 156719 68045 68630 90892 91429 109275 109707 202558 202980 123560 123985 137843 138261 147362 147781 248108 248542 
1 32 304281 304701 116476 117069 62266 62893 7402 7888 230050 230460 527 1071 5166 5591 15730 16173 138661 140697 11434 11905 11910 12350 20479 20912 140672 141105 26102 26585 36219 36643 48877 49353 156731 157286 68643 69162 91442 91896 109720 110166 202996 203498 123997 124426 138273 138715 147793 148222 248554 249013 
2 64 304713 305128 117081 117480 62905 63329 7921 9014 230472 230900 1085 1552 5603 6111 16185 16609 140716 142463 11918 12420 12363 12784 20924 21341 141118 141573 26597 27022 36655 37301 49365 49822 157299 157754 69174 69610 91916 92345 110179 110627 203510 203970 124438 124859 138728 139145 148234 148662 249025 249542 
3 96 305140 305557 117492 117896 63343 63774 9028 9490 230916 231447 1572 2072 6123 6543 16622 17062 142494 143111 12433 12858 12796 13220 21353 21794 141586 142049 27034 27456 37313 37735 49836 50274 157766 158207 69623 70066 92365 92795 110639 111120 203984 204444 124871 125326 139157 139582 148674 149100 249555 250063 
4 128 305600 306009 117940 118338 63841 64299 9907 10692 231517 232027 2120 2550 6599 7003 17113 17569 143410 144930 12904 13316 13265 13732 21843 22272 142133 142567 27522 27940 37781 38183 50318 50756 158254 158658 70114 70539 92848 93303 111251 111672 204521 205001 125369 125810 139626 140079 149143 149563 250126 250556 
5 160 306021 306444 118350 118755 64321 64811 10714 11441 232040 232525 2562 3253 7016 7440 17581 18019 144960 146096 13329 13770 13744 14176 22284 22742 142580 143021 27952 28394 38195 38611 50768 51239 158671 159085 70551 70978 93317 93760 111684 112205 205013 205447 125822 126296 140091 140515 149575 150001 250569 250999 
6 192 306456 306870 118767 119168 64831 65304 11464 12266 232537 232953 3266 3724 7453 7886 18031 18516 146134 146667 13784 14250 14189 14703 22754 23197 143033 143440 28406 28944 38623 39072 51252 51736 159097 159511 70991 71540 93774 94413 112222 112748 205459 205892 126308 126781 140527 140941 150013 150435 251012 251446 
7 224 306882 307307 119180 119584 65316 65806 12280 12812 232977 233404 3736 4146 7901 8375 18529 18950 146690 147350 14263 14730 14717 15152 23209 23672 143460 143872 28961 29441 39084 39491 51749 52218 159524 160154 71553 72004 94427 94891 112760 113210 205904 206363 126797 127281 140953 141367 150447 150860 251459 251885 
8 256 307350 307767 119628 120032 65856 66341 12880 13419 233512 233935 4194 4603 8421 8931 19048 19454 147492 149293 14822 15269 15197 15649 23720 24125 143940 144342 29491 29967 39548 40262 52267 52685 160282 160709 72053 72489 94941 95403 113273 113717 206442 206875 127327 127766 141410 141818 150903 151465 251931 252361 
9 288 307779 308238 120050 120480 66356 66850 13435 14242 233951 234402 4615 5032 8944 9375 19467 19957 149309 150840 15281 15721 15661 16105 24137 24576 144354 144783 29979 30416 40278 40769 52697 53129 160721 161286 72501 72987 95416 95847 113729 114257 206887 207337 127778 128192 141830 142259 151477 151887 252373 252816 
10 320 308250 308674 120492 120969 66862 67295 14254 14890 234425 234956 5045 5459 9387 9858 19969 20524 150878 151919 15733 16185 16117 16563 24588 24991 144795 145201 30428 30876 40781 41208 53141 53565 161298 161753 73000 73429 95859 96334 114269 114729 207350 207856 128206 128615 142271 142911 151899 152311 252828 253265 
11 352 308686 309110 120982 121477 67308 67732 14931 15477 234970 235498 5475 6034 9870 10296 20536 21000 151934 153837 16198 16698 16575 17009 25004 25413 145213 145818 30890 31307 41221 41706 53577 54001 161765 162206 73442 73877 96346 96784 114742 115211 207868 208473 128627 129075 142923 143331 152323 152735 253277 253759 
12 384 309157 309578 121534 121951 67780 68207 15561 16718 235576 236086 6148 6574 10351 10793 21045 21466 153902 155987 16742 17367 17056 17512 25479 26091 145864 146312 31357 32039 41750 42232 54047 54564 162254 162683 73927 74460 96827 97304 115323 115767 208518 208941 129123 129530 143374 143792 152778 153194 253805 254242 
13 416 309590 310023 121963 122425 68223 68678 16730 17526 236098 236509 6586 7038 10805 11309 21479 21925 156011 156867 17379 17813 17524 18064 26103 26546 146325 146780 32051 32518 42245 42676 54576 55010 162695 163193 74472 74953 97321 97809 115779 116239 208953 209391 129542 129951 143804 144228 153206 153620 254255 254693 
14 448 310035 310463 122437 122957 68691 69160 17733 18312 236521 237101 7050 7520 11321 11783 21938 22370 156881 157425 17826 18246 18077 18543 26558 27023 146792 147230 32530 32943 42688 43169 55022 55437 163205 163634 74965 75403 97822 98259 116251 116689 209403 209832 129963 130369 144240 144648 153632 154048 254705 255134 
15 480 310475 311128 122975 123450 69180 69629 18328 18838 237117 237569 7545 8297 11796 12221 22384 22830 157443 157926 18258 18704 18556 18995 27035 27447 147242 147673 32958 33434 43189 43617 55451 55892 163646 164064 75415 75838 98271 98692 116701 117184 209845 210269 130381 130842 144660 145082 154060 154486 255146 255572 
16 512 311171 311580 123516 123946 69685 70100 18907 19369 237629 238055 8492 9294 12279 12688 22892 23354 158117 158799 18771 19187 19087 19506 27494 27911 147746 148149 33507 33999 43670 44108 55937 56374 164110 164546 75881 76301 98740 99177 117232 117736 210313 210747 130885 131477 145125 145791 154529 154949 255622 256045 
17 544 311592 312012 123958 124388 70114 70596 19381 19811 238067 238551 9306 11143 12700 13129 23367 23844 158811 159328 19199 19636 19518 20200 27923 28354 148161 148637 34011 34659 44120 44535 56386 56828 164558 165016 76313 76742 99189 99619 117748 118188 210759 211192 131489 131920 145803 146229 154961 155391 256057 256542 
18 576 312024 312437 124400 124810 70610 71043 19826 20484 238564 239062 11166 11894 13141 13559 23856 24322 159342 159779 19649 20210 20212 20636 28366 28985 148651 149071 34673 35127 44548 44968 56840 57419 165028 165468 76754 77228 99631 100097 118201 118614 211204 211704 131932 132351 146241 146662 155403 155825 256555 257022 
