0 0 134703 134964 149040 149293 0 416 1115 1503 134740 135012 149072 149476 
1 32 135008 135434 149337 149759 460 872 1547 1938 135057 135466 149521 149765 
2 64 135478 135734 149803 150051 916 1322 1982 2370 135510 135780 149809 150066 
3 96 135778 136201 150095 150517 1366 1780 2414 2802 135827 136236 150111 150521 
4 128 136277 136670 150590 150978 1853 2264 2875 3268 136309 136674 150598 151006 
5 160 136714 137128 151022 151444 2308 2724 3312 3701 136718 137132 151050 151448 
6 192 137172 137425 151488 151737 2768 3183 3745 4140 137176 137448 151494 151904 
7 224 137469 137889 151781 152198 3227 3638 4184 4579 137492 137896 151949 152202 
8 256 137963 138220 152271 152660 3711 4124 4652 5040 137971 138235 152279 152664 
9 288 138264 138689 152705 153116 4168 4575 5084 5484 138279 138693 152709 153120 
10 320 138733 139135 153160 153544 4619 5028 5529 5921 138737 139139 153166 153574 
11 352 139179 139595 153588 154004 5072 5483 5965 6356 139183 139599 153619 154008 
12 384 139668 139924 154080 154462 5556 5969 6429 6820 139676 139934 154085 154466 
13 416 139968 140383 154508 154920 6013 6426 6864 7259 139979 140388 154514 154928 
14 448 140428 140748 154964 155219 6470 6882 7303 7697 140432 140752 154975 155229 
15 480 140792 141212 155263 155920 6926 7341 7741 8133 140796 141216 155274 155924 
16 512 141286 141655 155994 156384 7415 7831 8206 8598 141294 141659 156002 156388 
17 544 141700 142113 156429 157077 7875 8286 8642 9031 141704 142117 156435 157081 
18 576 142157 142411 157121 157372 8330 8744 9075 9467 142161 142444 157127 157383 
19 608 142455 142871 157416 158069 8788 9199 9511 9902 142488 142899 157429 158073 
20 640 142946 143200 158143 158540 9272 9683 9975 10363 142972 143288 158151 158544 
21 672 143244 143658 158585 159247 9727 10141 10407 10797 143332 143746 158594 159251 
22 704 143702 143956 159291 159540 10185 10597 10841 11231 143790 144178 159300 159560 
23 736 144000 144416 159584 159996 10641 11052 11275 11668 144222 144625 159605 160016 
24 768 144491 144750 160071 160477 11125 11535 11741 12131 144698 144966 160090 160481 
25 800 144794 145211 160522 160936 11579 11991 12175 12569 145010 145417 160531 160944 
26 832 145255 145505 160980 161229 12035 12447 12613 13003 145461 145727 160991 161250 
27 864 145549 145971 161273 161689 12491 12902 13047 13443 145771 146173 161295 161696 
28 896 146044 146296 161763 162013 12975 13394 13523 13915 146246 146650 161771 162022 
29 928 146340 146764 162057 162471 13438 13846 13959 14350 146694 147098 162068 162475 
30 960 146808 147102 162515 162767 13890 14301 14394 14789 147142 147485 162524 163142 
31 992 147146 147559 162811 163225 14345 14744 14833 15245 147529 147935 163187 163577 
32 1024 147632 147994 163299 163703 14818 15216 15318 15727 148010 148268 163651 164043 
33 1056 148038 148456 163747 164150 15260 15658 15771 16182 148312 148726 164088 164477 
34 1088 148500 148759 164194 164598 15702 16101 16226 16637 148770 149023 164522 164910 
35 1120 148803 149222 164642 165046 16145 16541 16681 17085 149067 149475 164955 165342 
36 1152 149295 149559 165120 165535 16614 17010 17159 17568 149548 149801 165419 165807 
37 1184 149603 150023 165579 165988 17054 17449 17612 18024 149845 150256 165852 166097 
38 1216 150067 150333 166032 166439 17493 17891 18068 18479 150300 150553 166141 166443 
39 1248 150377 150793 166483 166891 17935 18326 18523 18932 150597 151003 166487 166895 
40 1280 150866 151132 166964 167374 18404 18796 19005 19419 151077 151447 166972 167378 
41 1312 151176 151593 167418 167824 18840 19233 19463 19875 151492 151903 167422 167828 
42 1344 151637 152000 167868 168274 19277 19668 19919 20322 151947 152200 167872 168278 
43 1376 152045 152464 168318 168728 19712 20103 20366 20771 152246 152659 168322 168732 
44 1408 152537 152796 168802 169208 20176 20571 20845 21259 152732 153119 168810 169212 
45 1440 152840 153251 169252 169660 20615 21008 21303 21715 153164 153573 169256 169664 
46 1472 153295 153577 169704 170113 21052 21441 21759 22170 153617 154007 169708 170117 
47 1504 153621 154046 170157 170566 21485 21884 22214 22627 154052 154460 170161 170570 
48 1536 154119 154465 170640 171051 21957 22352 22700 23110 154537 154931 170648 171055 
49 1568 154512 154927 171095 171504 22396 22793 23154 23564 154975 155396 171099 171508 
50 1600 154971 155228 171548 171961 22837 23237 23608 24012 155440 155926 171552 171965 
51 1632 155272 155922 172005 172414 23281 23678 24056 24466 155974 156383 172009 172418 
52 1664 155999 156387 172487 172897 23751 24150 24539 24951 156458 157083 172495 172901 
53 1696 156433 157079 172941 173353 24194 24589 24995 25406 157131 157545 172945 173357 
54 1728 157125 157381 173397 173808 24633 25030 25450 25862 157589 158075 173401 173812 
55 1760 157425 158071 173852 174260 25074 25466 25906 26316 158123 158539 173856 174264 
56 1792 158147 158543 174333 174744 25539 25933 26389 26807 158614 159254 174341 174748 
57 1824 158591 159250 174788 175194 25977 26368 26851 27261 159301 159719 174792 175198 
58 1856 159297 159559 175238 175642 26412 26808 27305 27710 159763 160019 175242 175646 
59 1888 159603 160015 175686 176090 26853 27262 27754 28166 160064 160476 175690 176094 
60 1920 160089 160480 176164 176566 27336 27727 28239 28653 160551 160947 176172 176570 
61 1952 160528 160943 176610 177015 27771 28167 28697 29109 160991 161464 176614 177019 
62 1984 160987 161249 177059 177461 28212 28605 29153 29567 161508 161759 177063 177465 
63 2016 161293 161695 177505 177903 28649 29049 29611 30006 161803 162211 177509 177909 
64 2048 161768 162021 177977 178378 29122 29526 30080 30474 162284 162534 177985 178382 
65 2080 162066 162474 178423 178821 29570 29975 30518 30912 162578 163145 178427 178828 
66 2112 162521 163141 178865 179265 30019 30416 30956 31349 163189 163588 178874 179270 
67 2144 163185 163576 179309 179708 30460 30862 31393 31790 163632 164026 179315 179712 
68 2176 163651 164042 179782 180178 30935 31341 31864 32253 164099 164491 179790 180183 
