0 0 15869 16549 0 631 1503 2214 5683 6545 60658 61244 39055 39780 48814 49527 48067 48773 117821 118599 96040 96695 86111 86819 86379 87071 169917 170742 143865 144659 144658 145386 145388 146084 242992 243647 208786 209449 201949 202629 210698 211387 433459 434010 333932 334594 337552 338403 329571 330226 797394 798064 624647 625253 625815 626410 633702 634296 1045556 1046041 
1 32 16600 17354 678 1414 2259 2966 6593 7308 61314 62008 39832 40530 49584 50303 48838 49525 118652 119373 96742 97422 86864 87527 87117 87828 170810 171652 144729 145445 145444 146143 146132 146862 243699 244380 209504 210198 202676 203389 211431 212082 434056 434729 334638 335479 338448 339117 330274 330950 798120 798652 625297 625944 626454 627195 634340 634991 1046085 1046845 
2 64 17404 18097 1467 2205 3032 3813 7354 8021 62053 63077 40576 41271 50356 51063 49582 50231 119426 120131 97480 98174 87571 87968 87889 88585 171726 172448 145503 146207 146192 146892 146907 147617 244429 245138 210242 210916 203440 204224 212126 212792 434774 435647 335523 336255 339163 339705 330996 331635 798696 799065 625988 626623 627239 627863 635036 635665 1046889 1047541 
3 96 18152 18848 2271 2969 3861 4634 8072 8839 63136 63892 41322 42042 51114 51958 50283 50965 120186 121042 98231 98969 88025 88711 88638 89314 172495 173480 146252 146933 146949 147665 147663 148338 245184 246045 210983 211713 204279 204965 212837 213525 435693 436353 336301 337000 339749 340341 331680 332338 799111 799636 626667 627302 627907 628562 635710 636223 1047589 1048247 
4 128 18932 19643 3067 3825 4729 5527 8952 9812 64017 64762 42147 42927 52065 52903 51058 51729 121132 121944 99052 99719 88802 89513 89402 90093 173580 174446 147027 147861 147760 148436 148441 149199 246120 246790 211790 212468 205039 205840 213631 214415 436428 437131 337095 337775 340414 340993 332412 333046 799717 800255 627375 628010 628635 629243 636296 636547 1048323 1048993 
5 160 19691 20405 3872 4647 5573 6522 9861 10545 64814 65503 42987 43678 52954 53656 51781 52472 121998 122857 99764 100672 89565 90371 90138 90681 174500 175201 147917 148665 148490 149401 149250 149944 246836 247523 212512 213195 205890 206580 214464 215119 437175 437848 337820 338487 341042 341712 333092 333891 800299 800967 628054 628689 629287 629801 636591 637099 1049037 1049707 
6 192 20463 21155 4691 5371 6571 7296 10594 11387 65568 66263 43742 44435 53702 54522 52540 53221 122916 123622 100735 101432 90418 91133 90733 91437 175249 175977 148716 149572 149455 150168 149991 150690 247568 248294 213242 214098 206630 207311 215164 215814 437900 438816 338572 339307 341763 342610 333937 334594 801014 801267 628733 629368 629845 630285 637143 637776 1049751 1050418 
7 224 21207 21913 5425 6131 7343 8150 11435 12085 66319 67027 44484 45155 54571 55253 53282 53996 123674 124368 101486 102167 91199 91907 91502 92362 176032 176667 149626 150334 150225 150948 150743 151431 248348 249018 214156 214855 207361 208060 215859 216579 438881 439586 339358 340130 342662 343391 334642 335476 801311 801871 629412 630054 630329 630842 637822 638710 1050465 1051128 
8 256 22034 22793 6222 6911 8253 8957 12190 12866 67133 67736 45234 45902 55380 56076 54095 54778 124466 125115 102262 103150 91988 92611 92447 93182 176752 177271 150433 151379 151052 151678 151539 152321 249096 249767 214962 215586 208150 208888 216667 217344 439678 440389 340229 340916 343507 344135 335562 336264 801952 802575 630127 630788 630915 631485 638786 639412 1051209 1051879 
9 288 22851 23577 6970 7736 9007 9841 12920 13571 67795 68650 45951 46893 56146 56850 54836 55559 125172 125837 103196 103928 92656 93338 93232 93897 177321 177992 151427 152261 151730 152428 152397 153127 249816 250509 215641 216371 208934 209656 217388 218088 440450 441136 340985 341709 344207 344932 336311 336998 802635 803292 630832 631483 631529 632186 639458 640085 1051923 1052591 
10 320 23632 24369 7792 8758 9901 10595 13625 14343 68720 69423 46951 47636 56908 57773 55606 56286 125892 126735 103972 104635 93393 94067 93943 94629 178047 178848 152305 152984 152480 153163 153182 153878 250560 251235 216419 217139 209700 210458 218133 218760 441180 441898 341764 342601 345006 345704 337044 337566 803339 804009 631527 632185 632231 632877 640131 640761 1052639 1053309 
11 352 24419 25356 8807 9526 10653 11517 14400 15063 69478 70192 47687 48386 57822 58554 56343 57074 126786 127670 104679 105339 94117 95018 94673 95366 178897 179599 153038 153720 153220 153895 153925 154658 251300 251984 217190 217841 210508 211227 218806 219431 441964 442649 342665 343623 345754 346410 337613 338406 804058 804621 632229 632876 632922 633435 640807 641449 1053353 1054031 
