0 0 3354 3975 2639 3307 0 688 655 1322 44910 45754 47696 48419 47714 48530 57853 58571 99473 100358 103012 103682 99313 100058 98945 99801 155259 155829 150649 150929 148464 149175 150647 150931 224553 225147 223010 223615 223335 224057 227739 228293 406608 407280 411470 412336 408650 409153 409457 409997 806696 807271 809313 809910 807319 807926 799422 800040 1166128 1166382 1162615 1162877 1157958 1158601 1160303 1160926 
1 32 4029 5100 3359 4076 739 1489 1375 2067 45802 46603 48472 49176 48581 49318 58638 59357 100405 101037 103731 104423 100115 100999 99845 100473 155874 156582 150981 151824 149226 149923 150989 151827 225195 225806 223674 224393 224111 224781 228345 228995 407344 408080 412380 412976 409210 409958 410054 410738 807322 807949 809956 810604 807977 808581 800086 800845 1166426 1167259 1162921 1163601 1158645 1159581 1160970 1161648 
2 64 5152 5882 4141 5132 1547 2497 2123 2812 46647 47319 49221 49982 49374 50082 59409 60046 101085 101748 104474 105303 101061 101745 100520 101167 156631 157374 151883 152934 149972 150703 151876 152930 225856 226552 224457 225133 224832 225558 229053 229783 408124 408818 413034 413662 410003 410654 410789 411478 807994 808622 810648 811289 808632 809259 800896 801354 1167304 1167553 1163645 1164149 1159625 1160259 1161692 1161936 
3 96 5945 6664 5191 5906 2543 3294 2866 3605 47368 48077 50048 50815 50132 50896 60094 60775 101799 102486 105349 105977 101795 102483 101223 101917 157433 158157 152981 153784 150749 151467 152977 153667 226606 227249 225193 225883 225608 226385 229837 230483 408862 409557 413719 414434 410703 411352 411522 412400 808667 809295 811336 811979 809310 809910 801399 802057 1167597 1168103 1164195 1165022 1160303 1160999 1161980 1162662 
4 128 6756 7457 6017 6730 3383 4137 3712 4701 48172 48863 50916 51656 51005 51666 60899 61783 102570 103235 106068 106744 102568 103238 102026 102780 158261 159141 153884 154640 151545 152243 153765 154597 227360 227990 225977 226664 226503 227133 230589 231377 409634 410339 414508 415367 411426 412330 412478 413140 809377 810008 812061 812698 809991 810606 802148 802673 1168176 1168431 1165096 1165356 1161072 1161649 1162735 1163425 
5 160 7516 8242 6774 7519 4191 5139 4761 5469 48914 49621 51726 52601 51719 52401 61834 62539 103291 103962 106806 107575 103290 103955 102824 103503 159190 159892 154688 155402 152289 153043 154644 155377 228043 228856 226718 227399 227213 227968 231438 232130 410384 411092 415411 416077 412375 412969 413184 413862 810054 810685 812748 813385 810650 811288 802719 803384 1168475 1169012 1165400 1166079 1161694 1162387 1163470 1164147 
6 192 8297 9027 7568 8307 5194 5898 5523 6279 49670 50389 52666 53498 52457 53143 62588 63339 104012 104686 107621 108275 104005 104686 103547 104217 159942 160618 155447 156390 153095 153801 155428 156375 228906 229604 227453 228133 228016 228852 232189 232871 411137 411935 416121 416790 413013 413658 413908 414615 810735 811357 813440 814090 811332 811884 803436 803990 1169058 1169728 1166123 1166378 1162431 1162690 1164191 1164437 
7 224 9079 9796 8360 9050 5959 6677 6332 7042 50440 51175 53546 54246 53191 54001 63399 64181 104736 105623 108321 109121 104742 105620 104269 104990 160671 161487 156439 157303 153852 154620 156430 157246 229673 230405 228188 228876 228907 229608 232943 233636 411988 412674 416834 417489 413707 414358 414665 415387 811408 812044 814134 814785 811930 812572 804037 804694 1169773 1170445 1166422 1167258 1162734 1163424 1164481 1165153 
8 256 9899 10632 9131 9865 6768 7507 7167 7932 51259 52019 54331 55190 54104 54776 64278 64996 105733 106523 109216 110142 105726 106389 105089 105771 161575 162268 157444 158164 154727 155424 157351 158114 230500 231352 228978 229670 229709 230411 233751 234491 412760 413516 417564 418232 414440 415114 415495 416186 812117 812754 814858 815545 812658 813238 804777 805305 1170519 1171162 1167331 1167591 1163498 1164148 1165226 1165477 
9 288 10678 11383 9919 10629 7555 8297 7993 8686 52073 52743 55243 55926 54824 55523 65054 65726 106575 107260 110208 110969 106433 107112 105821 106560 162314 163051 158231 159140 155486 156393 158169 159104 231404 232121 229720 230430 230462 231337 234544 235174 413561 414244 418277 418949 415158 415756 416241 416922 812798 813434 815589 816457 813284 813850 805352 806007 1171208 1172042 1167635 1168311 1164193 1165021 1165521 1166204 
10 320 11434 12148 10695 11391 8359 9083 8739 9422 52795 53586 55980 56659 55585 56348 65787 66480 107311 107987 111021 111828 107156 107806 106638 107415 163102 163800 159186 159885 156438 157303 159152 159887 232174 232868 230492 231330 231388 232081 235229 235867 414297 415015 419000 419650 415800 416433 416978 417836 813478 814117 816501 817153 813895 814521 806057 806653 1172087 1172737 1168355 1168754 1165065 1165327 1166248 1166498 
11 352 12198 12932 11441 12153 9130 9858 9493 10185 53632 54347 56710 57402 56417 57075 66550 67217 108041 108683 111875 112772 107852 108515 107472 108218 163853 164555 159931 160611 157356 158076 159934 160613 232919 233639 231379 232079 232126 232824 235928 236710 415059 415743 419705 420431 416479 417222 417880 418557 814161 814800 817198 817858 814565 815128 806697 807270 1172782 1173284 1168798 1169465 1165371 1166067 1166542 1167261 
12 384 13048 13810 12240 12949 9977 10702 10267 10926 54455 55217 57498 58216 57189 57924 67305 68098 108770 109479 112859 113530 108604 109275 108306 109123 164672 165313 160694 161488 158157 159096 160694 161492 233733 234479 232166 232835 232935 233637 236850 237616 415822 416511 420543 421282 417305 417990 418630 419497 814873 815552 817936 818584 815209 815787 807355 807951 1173357 1173760 1169538 1170204 1166140 1166400 1167337 1167593 
13 416 13868 14565 12996 13734 10766 11527 10982 11628 55273 55981 58268 58967 57987 58852 68153 68824 109527 110230 113582 114352 109319 110170 109169 110123 165361 166079 161547 162259 159142 159680 161554 162246 234541 235169 232886 233597 233688 234472 237680 238457 416560 417261 421342 421993 418039 418708 419543 420235 815597 816458 818628 819273 815834 816475 807996 808625 1173805 1174463 1170248 1170914 1166444 1167260 1167637 1168312 
14 448 14616 15649 13796 14523 11583 12311 11679 12383 56036 56714 59018 59929 58908 59772 68878 69531 110281 110998 114413 115200 110227 110967 110177 110938 166140 166941 162318 163055 159726 160560 162291 163037 235228 235863 233641 234326 234520 235162 238520 239087 417307 418048 422056 422834 418768 419519 420292 420970 816503 817134 819317 819963 816521 817155 808670 809301 1174508 1175383 1170958 1171622 1167306 1167565 1168357 1169010 
15 480 15697 16421 14584 15640 12372 13354 12434 13360 56770 57458 59991 60721 59825 60355 69577 70277 111046 111859 115255 115945 111020 111836 110996 111670 166992 167850 163104 163799 160606 161311 163085 163794 235911 236694 234374 235074 235211 235851 239151 239977 418102 418806 422896 423599 419570 420240 421014 421681 817178 817797 820007 820636 817204 817859 809345 809911 1175428 1175940 1171666 1172324 1167609 1168304 1169054 1169706 
16 512 16531 17248 15745 16474 13460 14218 13453 14226 57542 58229 60832 61768 60445 61034 70386 71159 111958 112797 116039 116813 111953 112791 111744 112382 167981 168731 163887 164560 161395 162050 163896 164565 236781 237545 235149 235843 235946 236700 240069 240760 418886 419584 423683 424441 420313 420971 421755 422648 817870 818530 820710 821340 817938 818585 810002 810609 1176013 1176595 1172397 1173057 1168377 1169011 1169779 1170446 
17 544 17304 18002 16536 17254 14269 14995 14290 14994 58285 59016 61814 62529 61100 61855 71215 71914 112852 113528 116878 117553 112838 113534 112430 113054 168789 169653 164613 165316 162096 162768 164622 165314 237605 238240 235891 236691 236766 237537 240837 241529 419635 420415 424490 425295 421017 421684 422694 423369 818576 819206 821384 822012 818630 819274 810656 811289 1176640 1177312 1173101 1173759 1169056 1169727 1170492 1171161 
18 576 18063 18835 17299 18002 15042 15764 15047 15766 59071 59940 62582 63331 61915 62595 71972 72684 113581 114335 117598 118179 113581 114336 113099 113943 169714 170526 165374 166070 162822 163498 165373 166076 238294 238961 236743 237494 237581 238234 241587 242424 420459 421158 425345 426227 421729 422179 423413 424074 819257 819876 822056 822685 819319 819964 811344 811977 1177357 1177748 1173803 1174462 1169771 1170444 1171206 1172041 
19 608 18889 19622 18056 18832 15814 16541 15822 16542 59988 60745 63397 64180 62646 63353 72740 73560 114396 115079 118229 118939 114385 115193 113992 114788 170591 171424 166132 166944 163548 164241 166138 166942 239017 239927 237542 238223 238290 239000 242490 243170 421208 421911 426279 426952 422239 422918 424118 424780 819920 820538 822729 823358 820009 820637 812030 812572 1177793 1178438 1174506 1175382 1170488 1171160 1172085 1172736 
20 640 19728 20450 18928 19637 16657 17392 16645 17326 60879 61778 64291 65014 63444 64198 73664 74272 115184 115825 119024 119698 115285 115975 114886 115650 171533 172363 167089 167885 164344 165119 167033 167881 240025 240744 238343 239035 239120 239960 243251 243910 422005 422822 427052 427751 423007 423657 424853 425539 820611 821235 823432 824062 820712 821341 812662 813236 1178512 1179157 1175455 1176113 1171233 1172043 1172809 1173483 
21 672 20496 21327 19686 20391 17444 18301 17378 18285 61840 62533 65069 66068 64253 64994 74322 75000 115877 116650 119756 120647 116026 116807 115695 116449 172413 173093 167935 168717 165178 166008 167931 168703 240801 241464 239094 239956 240015 240749 243959 244758 422875 423605 427804 428489 423704 424444 425584 426275 821279 821896 824106 824736 821386 822013 813280 813849 1179202 1179847 1176157 1176816 1172089 1172765 1173528 1174202 
22 704 21373 22090 20442 21139 18360 19068 18344 19067 62587 63335 66119 66814 65045 65728 75051 75993 116694 117511 120691 121298 116859 117569 116513 117214 173147 173796 168776 169643 166069 166878 168749 169644 241510 242145 240015 240756 240809 241529 244813 245599 423658 424408 428536 429130 424490 425165 426324 427011 821940 822560 824780 825409 822058 822686 813894 814519 1179892 1180545 1176860 1177530 1172809 1173482 1174247 1174907 
23 736 22139 22841 21199 21895 19132 19851 19117 19824 63405 64184 66861 67569 65786 66478 76038 76920 117571 118173 121347 121879 117629 118368 117264 118141 173841 174521 169693 170517 166934 167840 169698 170511 242200 242886 240807 241512 241577 242419 245645 246364 424452 425135 429183 429837 425209 425878 427057 427754 822604 823238 825453 826099 822731 823359 814563 815125 1180590 1181257 1177574 1178241 1173526 1174201 1174951 1175604 
24 768 22948 23649 21985 22679 19976 20713 19910 20596 64280 64999 67677 68399 66589 67512 77043 77999 118281 118938 121979 122500 118484 119186 118236 118938 174649 175430 170609 171429 167962 168731 170614 171425 242967 243737 241609 242417 242506 243173 246471 247104 425223 425904 429957 430578 425952 426598 427873 428698 823311 823951 826173 826817 823434 824063 815198 815785 1181331 1182000 1178314 1178979 1174274 1174955 1175677 1176328 
25 800 23696 24446 22730 23432 20771 21564 20641 21533 65061 65732 68452 69245 67577 68324 78046 78799 118998 119619 122565 123371 119237 120011 119009 119697 175478 176184 171484 172355 168789 169666 171481 172174 243783 244469 242474 243170 243222 243894 247162 248108 425958 426923 430626 431327 426642 427334 428742 429451 823995 824643 826861 827506 824108 824737 815829 816473 1182045 1182966 1179023 1179690 1174999 1175872 1176372 1177050 
26 832 24513 25216 23493 24243 21613 22350 21588 22347 65784 66479 69294 70037 68382 69095 78844 79550 119682 120640 123417 124023 120063 120759 119750 120645 176242 177153 172402 173349 169729 170524 172226 172930 244521 245209 243224 243907 243950 244749 248168 248872 426968 427726 431373 432060 427379 428245 429496 430330 824687 825325 827550 828197 824782 825410 816517 817154 1183011 1183678 1179734 1180410 1175916 1176594 1177094 1177747 
27 864 25267 26018 24299 25043 22409 23140 22399 23087 66547 67224 70093 70849 69148 69902 79599 80270 120686 121289 124078 124664 120805 121511 120691 121371 177199 177979 173396 174115 170585 171422 172991 173645 245256 245919 243958 244737 244809 245589 248929 249565 427777 428488 432108 432806 428290 428795 430375 431063 825369 826004 828241 828883 825455 826100 817199 817859 1183723 1184389 1180454 1181120 1176638 1177311 1177791 1178437 
28 896 26118 26854 25140 25984 23250 24204 23169 23949 67319 68091 70949 71647 70010 70713 80364 80999 121374 121885 124763 125423 121609 122398 121451 122152 178072 178682 174219 175068 171517 172364 173742 174414 246007 246645 244817 245584 245670 246354 249666 250293 428569 429274 432898 433716 428868 429456 431139 431825 826077 826717 828957 829612 826175 826818 817947 818585 1184463 1185131 1181193 1181856 1177384 1178062 1178511 1179156 
29 928 26911 27671 26039 26825 24253 25027 24007 24679 68147 68816 71694 72516 70772 71444 81072 81914 121943 122492 125475 126378 122452 123330 122196 122851 178743 179571 175131 175769 172424 173353 174460 175390 246707 247242 245631 246351 246411 247075 250353 251015 429320 430023 433760 434451 429503 430333 431870 432553 826761 827396 829656 830301 826863 827507 818632 819275 1185176 1185841 1181900 1182570 1178106 1178788 1179200 1179846 
