0 0 0 8 14947 3.290180
0 0 1 3 14948 3.288859
0 0 2 1 14949 3.288199
0 0 3 2 14947 3.288859
0 0 4 6 14945 3.290180
0 0 5 5 14946 3.289740
0 0 6 3 14951 3.288199
0 0 7 0 14945 3.288859
0 1 0 9 16437 2.991965
0 1 1 7 16434 2.992147
0 1 2 8 16434 2.992329
0 1 3 12 16437 2.992511
0 1 4 7 16439 2.991237
0 1 5 5 16436 2.991419
0 1 6 6 16432 2.992329
0 1 7 10 16435 2.992511
0 2 0 23 20345 2.418660
0 2 1 18 20331 2.419731
0 2 2 24 20330 2.420565
0 2 3 17 20344 2.418065
0 2 4 21 20328 2.420446
0 2 5 16 20329 2.419731
0 2 6 22 20328 2.420565
0 2 7 15 20327 2.419850
0 3 0 37 25897 1.900696
0 3 1 36 25894 1.900843
0 3 2 39 25896 1.900917
0 3 3 37 25900 1.900476
0 3 4 35 25895 1.900696
0 3 5 34 25892 1.900843
0 3 6 37 25894 1.900917
0 3 7 35 25898 1.900476
0 4 0 182 31258 1.581671
0 4 1 193 31258 1.582231
0 4 2 170 31257 1.581111
0 4 3 194 31258 1.582282
0 4 4 180 31256 1.581671
0 4 5 185 31256 1.581925
0 4 6 158 31255 1.580603
0 4 7 192 31256 1.582282
0 5 0 17074 36497 2.530608
0 5 1 17079 36497 2.531260
0 5 2 17087 36495 2.532564
0 5 3 17074 36511 2.528785
0 5 4 17072 36495 2.530608
0 5 5 17077 36495 2.531260
0 5 6 17078 36493 2.531651
0 5 7 17072 36494 2.530738
0 6 0 20602 39996 2.534392
0 6 1 20608 39996 2.535176
0 6 2 20605 39996 2.534784
0 6 3 20602 39996 2.534392
0 6 4 20600 39994 2.534392
0 6 5 20605 39994 2.535046
0 6 6 20603 39994 2.534784
0 6 7 20600 39994 2.534392
0 7 0 26878 44147 2.846256
0 7 1 26855 44147 2.842471
0 7 2 26864 44147 2.843951
0 7 3 26861 44147 2.843457
0 7 4 26874 44133 2.847905
0 7 5 26857 44133 2.845103
0 7 6 26862 44133 2.845927
0 7 7 26854 44133 2.844609
