0 0 32974 33388 34663 34958 36635 37080 0 351 61023 61529 62720 63037 61457 61768 15421 15697 105802 106245 105610 105877 104850 105292 
1 32 33440 33921 35007 35476 37132 37597 397 845 61576 62021 63087 63527 61814 62267 15743 16182 106292 106744 105923 106379 105339 105816 
2 64 33977 34436 35528 35994 37645 38134 898 1325 62067 62516 63573 63839 62315 62712 16228 16632 106790 107055 106425 106809 105862 106246 
3 96 34487 34954 36048 36496 38191 38652 1371 1832 62562 63035 63892 64343 62759 63203 16678 17152 107101 107556 106859 107314 106294 106745 
4 128 35037 35479 36571 37007 38741 39200 1906 2299 63116 63529 64419 64879 63279 63732 17222 17493 107625 107985 107383 107824 106817 107244 
5 160 35528 35992 37053 37524 39251 39710 2345 2850 63575 64021 64926 65376 63780 64223 17539 18000 108032 108499 107871 108328 107291 107725 
6 192 36052 36498 37570 38001 39757 40053 2896 3338 64067 64346 65423 65852 64278 64793 18046 18480 108546 108842 108374 108740 107772 108040 
7 224 36544 37005 38047 38479 40099 40614 3384 3837 64395 64878 65898 66343 64841 65282 18526 18958 108889 109342 108789 109260 108086 108523 
8 256 37078 37532 38578 39026 40710 41082 3914 4249 64951 65379 66423 66778 65357 65834 19034 19300 109411 109902 109331 109783 108593 108867 
9 288 37578 38097 39072 39522 41135 41599 4295 4747 65426 65898 66828 67271 65882 66346 19348 19826 109949 110402 109830 110301 108913 109366 
10 320 38146 38500 39577 40036 41652 42095 4798 5286 65948 66383 67317 67589 66394 66775 19872 20301 110450 110818 110347 110817 109414 109905 
11 352 38546 39005 40090 40535 42142 42599 5332 5781 66435 66900 67635 68072 66828 67327 20347 20787 110865 111343 110863 111340 109953 110402 
12 384 39094 39522 40623 41075 42682 43008 5880 6142 66975 67408 68145 68417 67404 67832 20859 21265 111416 111854 111411 111853 110471 110900 
13 416 39576 40031 41127 41601 43055 43508 6189 6647 67458 67900 68479 68921 67878 68378 21311 21753 111903 112386 111901 112517 110947 111429 
14 448 40086 40531 41655 42096 43554 43816 6693 7106 67946 68417 68967 69316 68427 68795 21799 22061 112432 112704 112563 112833 111475 111855 
15 480 40585 41064 42143 42600 43881 44346 7152 7615 68476 68919 69363 69805 68843 69309 22107 22567 112750 113210 112879 113343 111905 112518 
16 512 41157 41604 42681 43007 44437 44809 7688 7968 68992 69422 69882 70340 69384 69807 22642 23047 113279 113624 113412 113845 112589 113021 
17 544 41669 42133 43057 43510 44855 45316 8014 8467 69468 69908 70386 70826 69857 70337 23093 23656 113672 114141 113892 114354 113068 113509 
18 576 42181 42669 43556 43832 45369 45824 8513 8785 69954 70355 70877 71343 70384 70828 23702 24029 114193 114644 114400 114852 113555 113843 
19 608 42717 43180 43897 44343 45876 46352 8831 9281 70402 70848 71392 71827 70875 71342 24075 24519 114692 115153 114900 115397 113889 114335 
20 640 43276 43741 44450 44812 46463 46895 9354 9622 70929 71350 71902 72369 71430 71895 24596 25058 115224 115681 115468 115829 114404 114853 
21 672 43790 44270 44864 45358 46943 47408 9673 10154 71406 71891 72415 72856 71944 72390 25105 25541 115729 116183 115877 116335 114901 115338 
22 704 44337 44795 45404 45830 47463 47886 10201 10502 71942 72391 72902 73217 72445 72891 25587 26035 116229 116514 116382 116678 115384 115826 
23 736 44851 45314 45884 46352 47941 48488 10548 11001 72448 72892 73263 73702 72945 73398 26082 26578 116561 117048 116726 117179 115873 116306 
24 768 45417 45829 46451 46901 48583 49059 11092 11373 72975 73400 73775 74047 73471 73999 26648 27073 117120 117545 117248 117678 116375 116677 
25 800 45879 46341 46952 47416 49110 49587 11435 11902 73450 73994 74094 74547 74050 74499 27119 27547 117593 118045 117725 118179 116724 117180 
26 832 46392 46848 47467 47883 49638 50092 11948 12355 74046 74437 74602 75069 74546 74990 27593 27893 118091 118402 118225 118541 117227 117547 
27 864 46897 47399 47929 48403 50138 50593 12401 12855 74486 74932 75115 75583 75040 75484 27939 28373 118448 118917 118589 119042 117595 118046 
28 896 47497 47889 48479 48966 50675 50955 12930 13387 75014 75295 75666 76078 75557 76057 28442 28876 118988 119420 119111 119423 118116 118540 
29 928 47935 48482 49012 49471 51005 51496 13433 13896 75341 75784 76127 76598 76103 76561 28922 29363 119469 119923 119473 119953 118587 119078 
30 960 48532 49058 49518 49953 51549 51949 13943 14232 75830 76101 76650 77091 76610 77004 29409 29783 119969 120337 120000 120442 119124 119422 
31 992 49111 49593 50015 50483 52004 52469 14279 14731 76155 76625 77141 77692 77050 77525 29829 30284 120384 120851 120488 120930 119471 119948 
