0 0 1976 2346 2236 2666 0 443 3016 3440 28691 29157 26852 27300 28029 28624 25441 25922 68583 69002 70187 70647 68890 69294 75626 76091 126358 126805 128973 129427 132094 132604 129433 129907 
1 32 2410 3037 2716 3182 490 996 3487 3984 29205 29676 27362 27820 28680 29152 25974 26482 69069 69515 70694 71137 69340 69807 76138 76603 126852 127294 129475 129916 132695 133156 129953 130444 
2 64 3083 3464 3233 3697 1051 1383 4046 4555 29725 30162 27866 28153 29198 29615 26539 26962 69563 69934 71183 71478 69853 70145 76649 77048 127342 127806 129963 130445 133225 133622 130490 130783 
3 96 3516 3999 3749 4301 1434 1910 4603 5084 30212 30710 28212 28786 29667 30126 27008 27453 69982 70438 71524 72014 70191 70641 77094 77579 127852 128296 130493 130976 133672 134318 130829 131283 
4 128 4105 4562 4386 4673 2007 2354 5157 5658 30798 31285 28875 29354 30216 30711 27547 27962 70520 70948 72098 72552 70727 71170 77655 78084 128366 128652 131049 131506 134437 135043 131354 131829 
5 160 4623 5148 4726 5206 2400 3034 5709 6289 31333 31790 29400 29846 30764 31284 28017 28623 70996 71472 72605 73103 71216 71649 78139 78594 128699 129159 131552 131992 135126 135594 131875 132319 
6 192 5196 5668 5255 5703 3082 3473 6345 6801 31861 32319 29894 30327 31330 31792 28676 29122 71520 72016 73150 73600 71695 72151 78640 78951 129205 129602 132038 132367 135766 136362 132367 132703 
7 224 5715 6289 5750 6306 3526 4019 6852 7309 32369 32910 30387 30853 31845 32338 29171 29611 72068 72553 73651 74119 72199 72644 79005 79471 129651 130103 132414 132889 136410 136907 132749 133292 
8 256 6385 6867 6401 6887 4133 4575 7391 7674 32993 33471 30949 31396 32410 32915 29691 30160 72632 73098 74204 74627 72733 73217 79556 80214 130173 130618 132961 133420 137009 137540 133366 133842 
9 288 6925 7429 6942 7464 4621 5153 7730 8236 33517 34000 31445 31915 32977 33476 30211 30707 73146 73607 74675 75136 73263 73781 80262 80712 130667 131216 133470 133976 137614 138181 133888 134357 
10 320 7475 7950 7519 7954 5200 5685 8294 8735 34047 34500 31967 32460 33535 34010 30755 31176 73653 74110 75184 75661 73837 74297 80761 81201 131262 131560 134030 134475 138235 138724 134409 134783 
11 352 7996 8475 8013 8525 5739 6299 8795 9294 34546 34998 32521 32994 34056 34517 31222 31664 74157 74621 75710 76171 74346 74807 81248 81702 131606 132085 134538 135045 138770 139227 134829 135406 
12 384 8549 9051 8599 9061 6413 6875 9422 9817 35082 35536 33083 33498 34590 35014 31740 32181 74703 75136 76262 76711 74919 75365 81778 82067 132161 132579 135176 135656 139304 139776 135505 135867 
13 416 9106 9579 9108 9581 6926 7465 9884 10383 35584 36059 33549 34021 35061 35528 32227 32676 75190 75655 76758 77214 75411 75855 82114 82624 132626 133088 135702 136312 139822 140283 135917 136382 
14 448 9657 10076 9635 10071 7528 8031 10433 10809 36129 36470 34067 34570 35574 35917 32722 33196 75707 76168 77260 77756 75903 76339 82674 83127 133136 133426 136364 136875 140331 140804 136428 136905 
15 480 10129 10592 10118 10564 8083 8664 10863 11400 36521 36984 34622 35071 35967 36444 33243 33707 76215 76667 77808 78255 76387 76842 83180 83654 133475 133993 136941 137535 140850 141296 136952 137505 
16 512 10669 10976 10645 10973 8759 9168 11516 11949 37057 37335 35196 35635 36523 36797 33793 34226 76747 77210 78339 78842 76930 77419 83728 84249 134127 134536 137744 138191 141365 141635 137600 138151 
17 544 11030 11503 11029 11495 9219 9700 12000 12492 37390 37859 35689 36134 36853 37314 34273 34725 77271 77752 78891 79455 77466 77910 84295 84752 134594 135081 138239 138860 141681 142128 138199 138750 
18 576 11562 11957 11557 11953 9757 10182 12539 13101 37906 38358 36185 36627 37360 37827 34783 35102 77799 78252 79509 79949 77956 78305 84802 85292 135128 135601 138908 139365 142174 142590 138876 139240 
19 608 12006 12473 11999 12464 10234 10794 13153 13637 38406 38938 36686 37212 37875 38356 35156 35636 78304 78831 79995 80502 78352 78840 85341 85812 135784 136323 139412 140013 142636 143097 139289 139861 
20 640 12559 13116 12569 13118 10869 11402 13714 14213 39019 39498 37295 37812 38455 38961 35754 36166 78911 79449 80581 81044 78939 79455 85896 86339 136430 136903 140083 140566 143167 143590 139960 140401 
21 672 13163 13639 13169 13647 11451 11928 14266 14767 39544 40031 37867 38355 39024 39511 36213 36659 79496 79947 81093 81567 79508 79949 86387 86832 136957 137574 140613 141056 143638 144099 140518 141036 
22 704 13694 14203 13693 14202 11980 12452 14813 15284 40090 40642 38406 38875 39568 40045 36708 37217 79996 80499 81614 82049 79997 80500 86878 87321 137646 138171 141102 141542 144146 144703 141084 141541 
23 736 14250 14754 14248 14707 12521 13099 15331 15940 40692 41188 38921 39355 40109 40636 37276 37743 80549 80995 82099 82582 80549 80996 87367 87814 138230 138731 141590 142049 144750 145187 141588 142037 
24 768 14836 15294 14784 15110 13196 13653 16035 16509 41285 41729 39435 39889 40738 41186 37823 38163 81082 81536 82677 83132 81073 81535 87887 88160 138812 139238 142118 142561 145257 145729 142106 142560 
25 800 15348 15942 15176 15790 13703 14204 16559 17017 41787 42248 39935 40376 41241 41704 38218 38666 81584 82038 83181 83648 81582 82019 88216 88724 139284 139841 142609 143056 145777 146223 142607 143055 
26 832 15990 16502 15841 16115 14253 14753 17074 17513 42294 42818 40431 40792 41753 42206 38713 39166 82086 82566 83700 84167 82066 82519 88772 89216 139922 140461 143103 143372 146271 146545 143101 143371 
27 864 16566 17091 16170 16649 14799 15283 17559 18032 42875 43382 40839 41294 42253 42808 39214 39717 82615 83070 84215 84689 82565 83033 89270 89766 140510 140957 143420 143868 146591 147036 143418 143860 
28 896 17242 17670 16750 17124 15369 15943 18117 18563 43479 43946 41387 41774 42917 43397 39803 40217 83144 83594 84764 85156 83115 83395 89841 90300 141032 141392 143938 144375 147105 147549 143929 144362 
29 928 17721 18239 17176 17650 15996 16500 18619 19097 44005 44487 41827 42299 43447 43941 40273 40776 83643 84115 85202 85671 83443 83898 90347 90800 141439 141883 144421 144874 147596 148043 144409 144864 
30 960 18297 18777 17712 18241 16550 16998 19164 19602 44545 44986 42352 42835 43995 44411 40837 41256 84163 84443 85718 85999 83949 84261 90851 91273 141931 142202 144920 145362 148089 148354 144910 145230 
31 992 18831 19308 18290 18772 17047 17499 19649 20105 45048 45509 42881 43374 44465 44932 41323 41772 84490 84962 86048 86511 84308 84796 91319 91833 142248 142727 145409 145864 148400 148928 145278 145755 
32 1024 19418 19961 18875 19329 17580 18040 20182 20638 45587 46089 43485 43945 45017 45470 41871 42297 85040 85471 86598 87061 84881 85308 91920 92369 142796 143232 145933 146389 148997 149435 145825 146274 
33 1056 20007 20472 19381 19948 18100 18563 20699 21161 46140 46669 43998 44491 45523 46011 42343 42832 85527 85981 87113 87577 85374 85853 92417 92900 143280 143759 146436 146892 149483 149938 146320 146796 
34 1088 20525 20905 19994 20356 18609 19070 21207 21628 46719 47234 44545 44988 46061 46353 42884 43392 86037 86509 87634 88105 85900 86343 92949 93394 143805 144104 146938 147315 149984 150363 146843 147252 
35 1120 20956 21437 20412 20897 19116 19586 21681 22234 47287 47774 45044 45542 46417 46910 43461 43920 86558 87051 88152 88718 86392 86878 93440 93910 144155 144723 147363 147830 150410 150874 147298 147774 
36 1152 21541 21993 20994 21438 19677 20113 22335 22797 47890 48306 45644 46101 46992 47406 44002 44488 87134 87604 88800 89256 86962 87399 93983 94474 144797 145232 147907 148321 150943 151384 147845 148293 
37 1184 22051 22558 21491 21991 20165 20627 22854 23409 48355 48909 46152 46646 47457 47948 44537 44988 87651 88124 89302 89799 87446 88062 94522 94977 145282 145763 148368 148844 151431 151892 148340 148838 
38 1216 22614 23099 22040 22367 20674 21088 23457 23743 48967 49432 46692 47221 48009 48444 45041 45470 88177 88722 89851 90334 88108 88572 95023 95286 145812 146274 148892 149165 151939 152402 148884 149152 
39 1248 23153 23645 22417 22916 21136 21608 23789 24285 49480 49976 47277 47776 48496 48972 45522 46003 88773 89249 90398 90838 88618 89094 95332 95790 146322 146798 149211 149681 152451 152908 149198 149680 
40 1280 23757 24281 22994 23427 21688 22236 24378 24865 50077 50545 47874 48301 49044 49473 46082 46581 89344 89795 90928 91378 89167 89624 95859 96250 146874 147314 149752 150110 152977 153429 149750 150109 
41 1312 24345 24864 23473 23992 22298 22783 24913 25388 50598 51093 48348 48835 49525 50018 46628 47193 89853 90332 91429 91866 89671 90173 96296 96753 147362 147830 150158 150626 153476 153934 150156 150625 
42 1344 24910 25386 24042 24483 22832 23127 25436 25713 51143 51598 48897 49176 50072 50544 47249 47678 90388 90841 91915 92366 90219 90628 96801 97149 147881 148319 150673 151094 153980 154247 150671 151092 
43 1376 25432 25889 24549 25062 23197 23673 25759 26218 51644 52102 49224 49714 50593 51088 47727 48185 90890 91375 92414 92903 90674 91148 97195 97722 148365 148843 151142 151588 154294 154754 151138 151616 
44 1408 25964 26371 25193 25640 23771 24294 26304 26596 52178 52555 49791 50175 51185 51664 48259 48648 91458 91905 92984 93405 91221 91507 97810 98247 148915 149346 151657 151933 154824 155270 151685 152135 
45 1440 26418 26887 25704 26191 24341 24852 26644 27121 52603 53080 50221 50698 51710 52169 48697 49141 91953 92427 93454 93907 91553 92043 98293 98822 149394 149865 151979 152429 155318 155776 152182 152657 
46 1472 26940 27399 26254 26539 24900 25387 27171 27585 53127 53609 50756 51129 52215 52655 49187 49518 92477 93124 93954 94229 92094 92501 98874 99325 149911 150171 152475 152913 155822 156270 152703 152975 
47 1504 27448 27932 26611 27110 25440 25913 27634 28115 53655 54116 51176 51660 52705 53171 49580 50043 93170 93627 94275 94721 92549 93203 99373 99901 150217 150693 152963 153428 156318 156779 153021 153498 
