0 0 0 271 
1 32 317 587 
2 64 633 903 
3 96 949 1220 
4 128 1289 1559 
5 160 1605 1876 
6 192 1922 2193 
7 224 2239 2511 
8 256 2580 2853 
9 288 2899 3172 
10 320 3218 3491 
11 352 3537 3809 
12 384 3878 4150 
13 416 4196 4468 
14 448 4514 4787 
15 480 4833 5104 
16 512 5173 5444 
17 544 5490 5761 
18 576 5807 6077 
19 608 6123 6393 
20 640 6462 6733 
21 672 6779 7049 
22 704 7095 7365 
23 736 7411 7684 
24 768 7753 8025 
25 800 8071 8343 
26 832 8389 8661 
27 864 8707 8979 
28 896 9048 9320 
29 928 9366 9639 
30 960 9685 9959 
31 992 10005 10284 
32 1024 10353 10633 
33 1056 10679 10958 
34 1088 11004 11283 
35 1120 11329 11609 
36 1152 11678 11956 
37 1184 12002 12281 
38 1216 12327 12606 
39 1248 12652 12921 
40 1280 12990 13259 
41 1312 13305 13575 
42 1344 13621 13890 
43 1376 13936 14206 
44 1408 14275 14545 
45 1440 14591 14861 
46 1472 14907 15176 
47 1504 15222 15502 
48 1536 15571 15849 
49 1568 15895 16173 
50 1600 16219 16499 
51 1632 16545 16823 
52 1664 16892 17171 
53 1696 17217 17496 
54 1728 17542 17820 
55 1760 17866 18136 
56 1792 18205 18473 
57 1824 18519 18789 
58 1856 18835 19104 
59 1888 19150 19418 
60 1920 19487 19757 
61 1952 19803 20071 
62 1984 20117 20386 
63 2016 20432 20705 
64 2048 20774 21046 
65 2080 21092 21364 
66 2112 21410 21682 
67 2144 21728 22000 
68 2176 22069 22341 
69 2208 22387 22660 
70 2240 22706 22978 
71 2272 23024 23298 
72 2304 23367 23641 
73 2336 23687 23961 
74 2368 24007 24281 
75 2400 24327 24600 
76 2432 24669 24942 
77 2464 24988 25262 
78 2496 25308 25581 
79 2528 25627 25900 
80 2560 25969 26241 
81 2592 26287 26560 
82 2624 26606 26878 
83 2656 26924 27197 
84 2688 27266 27538 
85 2720 27584 27857 
86 2752 27903 28176 
87 2784 28222 28494 
88 2816 28563 28837 
89 2848 28883 29156 
90 2880 29202 29474 
91 2912 29520 29794 
92 2944 29863 30136 
93 2976 30182 30455 
94 3008 30501 30774 
95 3040 30820 31093 
96 3072 31162 31436 
97 3104 31482 31755 
98 3136 31801 32074 
99 3168 32120 32394 
100 3200 32463 32735 
101 3232 32781 33055 
102 3264 33101 33374 
103 3296 33420 33693 
104 3328 33762 34035 
105 3360 34081 34354 
106 3392 34400 34673 
107 3424 34719 34992 
108 3456 35061 35333 
109 3488 35379 35652 
110 3520 35698 35970 
111 3552 36016 36289 
112 3584 36358 36632 
113 3616 36678 36951 
114 3648 36997 37270 
115 3680 37316 37589 
116 3712 37658 37932 
117 3744 37978 38251 
118 3776 38297 38571 
119 3808 38617 38889 
120 3840 38958 39230 
121 3872 39276 39548 
122 3904 39594 39866 
123 3936 39912 40184 
124 3968 40253 40527 
125 4000 40573 40845 
126 4032 40891 41163 
127 4064 41209 41475 
128 4096 41544 41807 
129 4128 41853 42119 
130 4160 42165 42430 
131 4192 42476 42741 
132 4224 42810 43076 
133 4256 43122 43386 
134 4288 43432 43697 
135 4320 43743 44008 
136 4352 44077 44343 
137 4384 44389 44654 
138 4416 44700 44965 
139 4448 45011 45277 
140 4480 45346 45610 
141 4512 45656 45922 
142 4544 45968 46234 
143 4576 46280 46544 
144 4608 46613 46878 
145 4640 46924 47188 
146 4672 47234 47499 
147 4704 47545 47811 
148 4736 47880 48145 
149 4768 48191 48456 
150 4800 48502 48767 
151 4832 48813 49078 
152 4864 49147 49412 
153 4896 49458 49723 
154 4928 49769 50034 
155 4960 50080 50344 
156 4992 50413 50678 
157 5024 50724 50989 
158 5056 51035 51299 
159 5088 51345 51620 
160 5120 51689 51963 
161 5152 52009 52283 
162 5184 52329 52603 
163 5216 52649 52925 
164 5248 52994 53268 
165 5280 53314 53589 
166 5312 53635 53909 
167 5344 53955 54230 
168 5376 54299 54573 
169 5408 54619 54894 
170 5440 54940 55215 
171 5472 55261 55535 
172 5504 55604 55879 
173 5536 55925 56199 
174 5568 56245 56519 
175 5600 56565 56839 
176 5632 56908 57182 
177 5664 57228 57502 
178 5696 57548 57822 
179 5728 57868 58143 
180 5760 58212 58487 
181 5792 58533 58807 
182 5824 58853 59128 
183 5856 59174 59448 
184 5888 59517 59791 
185 5920 59837 60111 
186 5952 60157 60432 
187 5984 60478 60753 
188 6016 60822 61097 
189 6048 61143 61418 
190 6080 61464 61739 
191 6112 61785 62046 
192 6144 62115 62376 
193 6176 62422 62682 
194 6208 62728 62989 
195 6240 63035 63296 
196 6272 63365 63626 
197 6304 63672 63933 
198 6336 63979 64241 
199 6368 64287 64556 
200 6400 64625 64894 
201 6432 64940 65209 
202 6464 65255 65524 
203 6496 65570 65840 
204 6528 65909 66178 
205 6560 66224 66494 
206 6592 66540 66810 
207 6624 66856 67117 
208 6656 67186 67446 
209 6688 67492 67752 
210 6720 67798 68059 
211 6752 68105 68366 
212 6784 68435 68696 
213 6816 68742 69003 
214 6848 69049 69310 
215 6880 69356 69626 
216 6912 69695 69964 
217 6944 70010 70279 
218 6976 70325 70594 
219 7008 70640 70909 
220 7040 70978 71247 
221 7072 71293 71562 
222 7104 71608 71877 
223 7136 71923 72192 
224 7168 72261 72531 
225 7200 72577 72846 
226 7232 72892 73161 
227 7264 73207 73477 
228 7296 73546 73815 
229 7328 73861 74131 
230 7360 74177 74446 
231 7392 74492 74760 
232 7424 74829 75097 
233 7456 75143 75411 
234 7488 75457 75725 
235 7520 75771 76039 
236 7552 76108 76376 
237 7584 76422 76690 
238 7616 76736 77004 
239 7648 77050 77320 
240 7680 77389 77659 
241 7712 77705 77974 
242 7744 78020 78290 
243 7776 78336 78605 
244 7808 78674 78943 
245 7840 78989 79258 
246 7872 79304 79573 
247 7904 79619 79887 
248 7936 79956 80224 
249 7968 80270 80538 
250 8000 80584 80852 
251 8032 80898 81166 
252 8064 81235 81503 
253 8096 81549 81818 
254 8128 81864 82132 
255 8160 82178 82444 
