0 0 79805 80240 89880 90273 110 568 0 326 96071 96330 102212 102485 
1 32 80286 80760 90320 90772 614 1068 372 828 96376 96825 102531 102989 
2 64 80806 81071 90818 91096 1114 1501 874 1142 96872 97140 103035 103307 
3 96 81117 81579 91148 91602 1547 2009 1188 1643 97186 97635 103353 103820 
4 128 81661 82071 91679 91965 2078 2526 1712 2023 97709 98152 103889 104161 
5 160 82118 82578 92013 92472 2573 3072 2069 2525 98199 98651 104207 104675 
6 192 82625 83094 92525 92811 3118 3553 2571 3013 98699 98959 104721 104993 
7 224 83141 83603 92857 93305 3599 4062 3059 3514 99005 99455 105039 105504 
8 256 83685 84102 93387 93811 4131 4568 3584 3844 99525 99794 105577 105975 
9 288 84151 84619 93864 94306 4614 5077 3890 4353 99840 100288 106022 106497 
10 320 84665 85135 94352 94619 5123 5402 4399 4765 100334 100606 106543 106817 
11 352 85183 85648 94676 95112 5448 5960 4811 5389 100652 101101 106864 107326 
12 384 85725 86188 95185 95453 6030 6484 5458 5961 101174 101440 107399 107840 
13 416 86240 86716 95502 95947 6530 6995 6008 6477 101486 101939 107887 108358 
14 448 86762 87133 95993 96265 7041 7489 6523 6987 101985 102258 108404 108854 
15 480 87180 87641 96312 96760 7536 7996 7033 7488 102304 102754 108901 109359 
16 512 87727 88187 96838 97142 8065 8529 7557 7997 102823 103082 109428 109862 
17 544 88234 88697 97189 97637 8575 9031 8044 8495 103128 103578 109909 110382 
18 576 88743 89012 97684 98151 9077 9489 8541 8806 103624 104086 110428 110722 
19 608 89063 89523 98198 98650 9535 9995 8852 9309 104133 104571 110769 111232 
20 640 89606 90004 98726 99000 10064 10334 9378 9649 104645 104914 111301 111739 
21 672 90059 90521 99047 99509 10380 10840 9695 10151 104962 105411 111785 112244 
22 704 90568 91002 99556 99835 10886 11156 10197 10610 105460 105723 112290 112588 
23 736 91049 91516 99886 100330 11202 11666 10656 11138 105769 106216 112635 113096 
24 768 91589 91862 100403 100682 11736 12175 11207 11670 106285 106551 113165 113606 
25 800 91911 92376 100728 101172 12221 12694 11716 12173 106598 107045 113653 114116 
26 832 92422 92695 101218 101490 12740 13007 12219 12482 107091 107363 114162 114451 
27 864 92741 93218 101537 101983 13053 13517 12528 12984 107409 107861 114498 114960 
28 896 93295 93794 102056 102323 13586 14045 13053 13354 107931 108360 115029 115463 
29 928 93840 94300 102369 102813 14091 14597 13400 13991 108408 108861 115510 115970 
30 960 94346 94618 102860 103132 14643 15013 14037 14304 108907 109360 116016 116353 
31 992 94672 95138 103178 103650 15059 15505 14350 14810 109407 109859 116400 116984 
32 1024 95211 95488 103719 104088 15574 15845 14879 15149 109928 110383 117056 117538 
33 1056 95534 95998 104137 104615 15891 16339 15195 15648 110430 110885 117586 118041 
