0 0 5 218 22 235 10 226 114 223 126 234 118 232 132 246 122 251 136 254 45 244 140 291 75 287 0 258 61 295 14 286 170 311 172 362 86 315 44 304 178 319 60 314 182 331 68 318 58 359 71 334 126 255 75 382 82 387 
1 32 230 363 247 393 238 395 237 368 249 404 246 401 261 409 263 410 270 435 256 431 303 451 300 447 271 455 308 471 305 475 323 477 374 589 330 497 317 496 334 502 326 503 343 521 331 516 375 593 347 546 268 539 394 695 400 682 
2 64 380 561 405 575 407 568 384 567 416 601 413 606 423 617 423 622 447 641 443 635 463 660 459 659 468 664 484 671 487 684 489 710 602 821 509 726 508 712 514 734 515 732 533 754 528 753 605 794 558 824 551 830 707 928 694 922 
3 96 576 752 588 766 581 774 579 775 613 786 618 818 629 805 634 845 654 846 647 844 673 876 672 883 676 895 683 887 698 908 722 896 833 1034 738 919 728 911 746 923 745 914 767 948 769 975 806 1026 836 1071 842 1056 940 1115 935 1124 
4 128 859 984 861 1002 935 1073 965 1090 869 1004 969 1098 963 1084 993 1126 993 1136 1013 1142 1011 1152 1017 1166 1031 1168 1021 1170 1035 1176 1025 1190 1099 1232 1073 1198 1063 1228 1081 1230 1091 1252 1089 1263 1119 1260 1109 1274 1211 1376 1217 1390 1287 1446 1305 1582 
5 160 1000 1144 1014 1145 1086 1213 1102 1229 1016 1147 1112 1248 1096 1242 1144 1262 1155 1288 1154 1303 1165 1326 1179 1340 1180 1332 1184 1343 1188 1342 1203 1351 1245 1405 1211 1359 1241 1436 1247 1424 1264 1457 1281 1455 1272 1557 1287 1485 1389 1661 1403 1681 1461 1687 1595 1821 
6 192 1160 1308 1160 1322 1226 1392 1243 1402 1164 1328 1261 1441 1256 1429 1277 1453 1302 1474 1316 1513 1339 1524 1354 1533 1349 1544 1358 1550 1356 1560 1366 1558 1418 1648 1374 1570 1449 1656 1438 1667 1469 1668 1469 1678 1573 1808 1498 1686 1676 1856 1693 1882 1699 1928 1833 2027 
7 224 1321 1483 1335 1491 1404 1565 1414 1615 1346 1527 1457 1646 1443 1607 1465 1650 1486 1649 1525 1717 1536 1752 1545 1769 1556 1758 1562 1772 1572 1765 1571 1776 1669 1807 1584 1806 1673 1824 1680 1843 1680 1878 1690 1854 1825 2000 1698 1942 1869 2005 1894 2063 1940 2113 2040 2328 
8 256 1604 1732 1609 1766 1723 1884 1721 1874 1639 1800 1761 1907 1747 1880 1773 1920 1755 1896 1837 1967 1819 1972 1857 1995 1827 1984 1906 2043 1879 2057 1974 2120 1955 2100 1994 2123 1999 2184 2006 2191 2048 2189 1918 2055 2075 2316 2062 2211 2143 2332 2138 2283 2215 2465 2590 2751 
9 288 1745 1918 1789 1953 1898 2055 1886 2046 1812 1952 1919 2105 1895 2040 1932 2084 1909 2058 1979 2153 1986 2150 2007 2183 1996 2174 2060 2212 2071 2250 2133 2307 2112 2284 2137 2313 2196 2378 2205 2411 2201 2399 2070 2233 2328 2547 2224 2483 2345 2583 2295 2489 2477 2711 2763 2932 
10 320 1932 2116 1969 2132 2076 2236 2058 2215 1964 2149 2121 2306 2052 2232 2097 2271 2080 2276 2165 2366 2164 2365 2196 2402 2188 2373 2227 2410 2262 2453 2321 2539 2297 2521 2327 2563 2390 2561 2425 2643 2411 2593 2246 2434 2565 2725 2497 2703 2596 2777 2503 2719 2723 2945 2947 3124 
11 352 2130 2290 2145 2353 2251 2415 2228 2404 2161 2333 2320 2520 2244 2403 2285 2462 2294 2490 2378 2566 2377 2541 2414 2574 2385 2544 2424 2628 2466 2678 2552 2716 2535 2686 2575 2733 2573 2726 2658 2805 2605 2870 2446 2642 2741 2903 2720 2859 2790 2935 2732 2922 2957 3175 3138 3371 
12 384 2476 2613 2519 2651 2546 2689 2526 2675 2496 2645 2627 2779 2504 2653 2594 2735 2600 2742 2650 2787 2644 2794 2694 2847 2665 2825 2806 2955 2748 2885 2874 3053 2812 2953 2910 3056 2892 3063 2919 3064 3106 3254 2867 3072 3133 3270 2990 3200 3153 3362 3019 3292 3373 3549 3609 3778 
13 416 2625 2783 2665 2821 2703 2857 2687 2845 2659 2791 2791 2951 2666 2853 2749 2915 2755 2932 2800 2962 2806 2970 2860 3031 2837 3015 2970 3167 2897 3064 3065 3227 2965 3168 3068 3253 3079 3244 3076 3256 3269 3454 3084 3262 3283 3460 3213 3388 3376 3639 3304 3504 3562 3793 3791 3959 
14 448 2798 2973 2833 2995 2871 3047 2861 3036 2805 3014 2963 3149 2865 3043 2931 3112 2949 3114 2975 3161 2982 3162 3043 3236 3027 3202 3182 3373 3078 3290 3240 3429 3180 3358 3265 3476 3263 3456 3271 3490 3474 3627 3274 3499 3483 3659 3401 3578 3652 3855 3517 3730 3808 4063 3972 4190 
15 480 2985 3147 3008 3156 3059 3240 3048 3198 3026 3181 3166 3353 3058 3197 3127 3359 3126 3326 3176 3364 3185 3345 3248 3402 3214 3399 3386 3561 3302 3457 3441 3591 3370 3603 3488 3651 3475 3631 3503 3698 3646 3831 3512 3702 3671 3863 3590 3747 3872 4021 3742 3918 4075 4262 4202 4398 
16 512 3245 3378 3319 3462 3346 3535 3328 3478 3301 3451 3453 3599 3305 3459 3533 3682 3398 3555 3440 3583 3426 3563 3562 3706 3530 3691 3657 3814 3579 3719 3673 3818 3782 3979 3746 3910 3826 3995 3861 4010 3930 4135 3921 4110 4022 4199 3941 4122 4142 4319 4001 4170 4459 4717 4482 4695 
17 544 3390 3540 3474 3615 3547 3697 3491 3655 3467 3613 3612 3783 3476 3626 3696 3871 3567 3744 3598 3764 3575 3752 3718 3907 3706 3881 3829 4037 3731 3896 3832 4044 3992 4169 3928 4090 4009 4226 4022 4213 4147 4305 4123 4322 4214 4437 4134 4326 4331 4502 4182 4392 4732 4946 4708 4939 
18 576 3557 3711 3627 3810 3710 3895 3668 3870 3625 3803 3795 3986 3638 3811 3886 4082 3758 3947 3777 3954 3765 3967 3922 4087 3897 4099 4055 4210 3911 4124 4060 4250 4183 4348 4103 4323 4239 4424 4226 4451 4317 4504 4334 4507 4450 4684 4340 4583 4516 4704 4407 4603 4958 5117 4952 5191 
19 608 3723 3893 3822 3985 3908 4066 3882 4041 3815 3963 4002 4201 3823 3996 4100 4267 3959 4119 3967 4158 3980 4166 4099 4285 4113 4277 4225 4425 4136 4296 4262 4428 4361 4513 4339 4532 4436 4603 4465 4663 4523 4695 4519 4701 4699 4907 4595 4772 4716 4918 4615 4792 5129 5344 5203 5401 
20 640 4070 4203 4057 4194 4146 4292 4145 4286 4079 4215 4355 4500 4083 4211 4335 4475 4222 4368 4378 4523 4327 4493 4427 4559 4403 4524 4614 4759 4479 4629 4626 4783 4647 4828 4658 4831 4839 4981 4888 5021 4904 5065 4891 5033 5004 5145 4919 5095 5072 5313 4967 5167 5424 5593 5582 5797 
21 672 4216 4369 4214 4376 4304 4471 4304 4466 4231 4401 4512 4666 4223 4374 4489 4644 4382 4544 4535 4711 4505 4676 4571 4740 4536 4725 4771 4936 4641 4811 4795 4963 4844 5013 4844 5008 4995 5131 5034 5271 5077 5228 5046 5277 5160 5322 5110 5294 5325 5554 5180 5376 5606 5873 5809 5965 
