0 0 20 249 15 240 24 257 19 292 124 229 123 232 127 263 127 248 131 277 131 256 0 241 181 336 29 289 135 264 179 325 139 272 55 305 10 304 181 337 38 312 70 318 54 328 80 349 66 349 83 361 70 364 87 377 
1 32 261 399 252 386 271 412 306 458 242 394 244 379 275 425 261 405 291 445 273 411 253 455 348 507 301 471 276 428 338 497 286 436 319 476 316 465 351 519 324 495 332 543 341 522 362 547 361 528 376 618 376 555 389 642 
2 64 411 584 398 567 424 600 470 664 413 576 393 590 437 654 418 602 458 674 423 618 467 682 519 700 485 702 443 630 509 718 449 656 488 740 477 688 531 752 508 720 558 764 535 728 559 776 543 749 630 888 571 786 655 900 
3 96 596 785 579 748 612 807 676 854 589 832 603 789 667 852 614 805 687 857 634 810 694 862 712 884 714 874 642 815 731 949 668 847 753 962 702 891 765 973 732 945 777 983 740 950 788 990 766 971 901 1072 798 974 912 1106 
4 128 927 1056 878 1015 936 1081 986 1111 948 1112 906 1051 1004 1124 927 1059 1007 1121 930 1079 1028 1164 998 1127 1031 1184 934 1093 1051 1200 951 1087 1055 1208 1006 1147 1063 1212 1027 1163 1132 1268 1030 1175 1155 1300 1100 1295 1235 1396 1034 1195 1315 1476 
5 160 1068 1193 1028 1159 1096 1247 1124 1272 1128 1271 1063 1194 1136 1280 1074 1219 1133 1284 1091 1233 1176 1339 1141 1278 1196 1353 1108 1254 1213 1367 1101 1240 1220 1372 1166 1311 1228 1437 1176 1335 1286 1461 1187 1358 1312 1599 1307 1507 1408 1693 1209 1399 1488 1724 
6 192 1205 1356 1172 1327 1259 1416 1287 1467 1283 1460 1206 1383 1295 1496 1232 1391 1296 1516 1256 1423 1354 1533 1293 1485 1366 1557 1266 1435 1379 1585 1252 1447 1384 1581 1323 1493 1449 1641 1348 1538 1475 1673 1370 1554 1611 1818 1519 1700 1708 1915 1412 1603 1736 1930 
7 224 1371 1558 1341 1528 1428 1621 1480 1647 1472 1648 1396 1576 1508 1687 1404 1585 1528 1690 1437 1604 1545 1737 1497 1678 1571 1799 1448 1639 1600 1802 1460 1653 1593 1805 1505 1693 1653 1844 1550 1767 1686 1883 1567 1772 1830 2041 1712 1844 1928 2087 1615 1801 1943 2131 
8 256 1764 1890 1651 1825 1773 1898 1739 1889 1784 1926 1708 1837 1825 1978 1711 1841 1837 1998 1732 1893 1861 1994 1764 1897 1869 2002 1759 1905 1873 2010 1768 1910 1942 2086 1787 1957 1953 2094 1832 1973 2009 2198 1836 1977 2233 2385 1988 2137 2300 2453 1916 2073 2320 2552 
9 288 1905 2055 1840 1958 1911 2061 1902 2032 1940 2064 1851 1969 1991 2136 1857 2028 2017 2173 1906 2039 2006 2170 1909 2046 2014 2151 1917 2069 2022 2181 1924 2093 2098 2271 1971 2117 2108 2284 1986 2181 2210 2386 1989 2159 2397 2641 2150 2385 2465 2648 2086 2272 2565 2734 
10 320 2075 2238 1972 2129 2073 2270 2047 2224 2078 2273 1981 2158 2148 2341 2040 2208 2190 2374 2054 2236 2182 2361 2059 2252 2164 2353 2081 2264 2193 2413 2105 2299 2289 2496 2133 2315 2296 2539 2193 2375 2398 2640 2171 2363 2662 2811 2399 2638 2667 2855 2284 2510 2761 2923 
11 352 2253 2429 2141 2319 2288 2471 2238 2411 2287 2477 2170 2340 2357 2497 2221 2389 2389 2585 2249 2454 2373 2536 2266 2457 2365 2542 2277 2464 2426 2619 2311 2476 2508 2675 2327 2511 2557 2731 2388 2568 2655 2837 2377 2561 2823 3059 2650 2813 2868 3074 2522 2691 2936 3207 
12 384 2507 2647 2419 2550 2578 2727 2526 2678 2614 2775 2469 2606 2626 2779 2481 2626 2683 2804 2533 2674 2726 2859 2541 2702 2735 2875 2589 2718 2739 2887 2597 2747 2786 2944 2621 2758 2795 2996 2649 2798 3015 3147 2645 2814 3287 3472 3008 3156 3339 3485 2757 2891 3407 3560 
13 416 2663 2838 2567 2696 2744 2904 2692 2844 2787 2945 2619 2769 2794 2959 2640 2788 2816 2970 2686 2828 2871 3040 2715 2875 2888 3048 2730 2911 2899 3118 2761 2915 2956 3131 2774 2933 3009 3198 2810 2979 3160 3375 2831 3044 3484 3662 3168 3376 3497 3690 2903 3075 3578 3748 
14 448 2852 3036 2710 2878 2916 3100 2856 3033 2958 3132 2782 2963 2971 3151 2802 2980 2983 3187 2840 3017 3053 3256 2887 3057 3060 3260 2924 3109 3130 3296 2927 3123 3143 3309 2945 3136 3210 3400 2992 3181 3390 3545 3059 3278 3677 3877 3390 3567 3702 3949 3087 3282 3760 3973 
15 480 3052 3236 2893 3071 3112 3282 3046 3223 3148 3342 2975 3145 3163 3350 2995 3199 3199 3389 3032 3229 3271 3435 3070 3255 3272 3448 3121 3299 3308 3521 3137 3315 3322 3481 3148 3363 3415 3565 3193 3368 3557 3704 3290 3432 3889 4104 3580 3815 3961 4175 3295 3444 3985 4185 
16 512 3349 3496 3224 3366 3416 3552 3329 3474 3419 3556 3298 3434 3439 3584 3273 3426 3480 3632 3349 3494 3508 3652 3357 3510 3627 3761 3405 3554 3647 3797 3414 3570 3651 3817 3473 3606 3707 3865 3493 3650 3776 3929 3517 3654 4319 4480 4037 4174 4331 4488 3549 3710 4379 4564 
17 544 3509 3670 3385 3513 3564 3714 3486 3621 3572 3735 3453 3586 3596 3759 3447 3571 3648 3810 3507 3658 3665 3842 3522 3665 3775 3987 3566 3736 3809 4031 3583 3760 3829 4061 3618 3778 3880 4074 3668 3845 3941 4164 3666 3892 4497 4690 4187 4348 4501 4730 3722 3925 4581 4736 
18 576 3684 3857 3527 3690 3728 3901 3634 3808 3747 3909 3598 3764 3772 3966 3587 3752 3822 4013 3673 3862 3855 4025 3679 3878 3999 4168 3748 3910 4043 4248 3772 3958 4073 4296 3791 4022 4086 4312 3857 4030 4176 4364 3904 4134 4705 4925 4361 4510 4747 4957 3937 4138 4748 4981 
19 608 3870 4046 3702 3866 3913 4111 3820 3997 3924 4116 3780 3992 3978 4153 3765 3946 4027 4196 3874 4057 4038 4214 3891 4064 4184 4362 3922 4117 4260 4408 3971 4149 4309 4458 4034 4200 4324 4462 4042 4203 4377 4525 4146 4317 4943 5145 4527 4722 4969 5150 4154 4329 4993 5159 
20 640 4127 4256 3981 4118 4263 4396 4109 4254 4267 4404 4081 4242 4279 4409 4061 4202 4339 4484 4145 4278 4343 4502 4197 4330 4427 4592 4225 4366 4519 4657 4273 4398 4643 4809 4289 4462 4684 4850 4322 4470 4696 4857 4382 4530 5228 5365 4923 5076 5340 5523 4405 4606 5360 5583 
21 672 4268 4426 4133 4271 4412 4560 4267 4428 4416 4567 4255 4424 4423 4573 4214 4365 4496 4662 4290 4447 4514 4683 4345 4484 4605 4808 4381 4550 4674 4828 4410 4557 4823 5002 4474 4659 4862 5054 4483 4692 4870 5097 4544 4700 5378 5550 5093 5269 5536 5718 4619 4801 5596 5789 
22 704 4448 4588 4283 4454 4572 4745 4441 4622 4585 4749 4437 4574 4586 4757 4377 4551 4675 4841 4466 4644 4697 4897 4496 4672 4822 4997 4565 4756 4840 5005 4570 4797 5018 5209 4671 4904 5066 5245 4706 4908 5117 5334 4713 4917 5562 5750 5288 5448 5731 5993 4814 4996 5801 5997 
23 736 4600 4758 4469 4643 4761 4928 4634 4798 4762 4932 4586 4754 4769 4939 4564 4765 4853 5039 4658 4826 4912 5078 4684 4881 5009 5160 4775 4971 5017 5188 4809 4980 5221 5381 4916 5081 5261 5409 4922 5087 5347 5524 4930 5090 5762 5953 5460 5637 6005 6177 5008 5166 6011 6194 
24 768 4889 5021 4712 4844 5108 5233 4935 5072 5112 5253 4863 4993 5116 5273 4875 5004 5153 5289 4943 5080 5189 5325 4976 5140 5284 5417 5031 5164 5324 5510 5043 5244 5476 5610 5227 5360 5529 5714 5268 5392 5609 5774 5271 5424 6008 6154 5760 5918 6392 6530 5320 5468 6429 6562 
25 800 5033 5195 4856 5015 5249 5391 5084 5247 5266 5422 5005 5155 5285 5439 5016 5161 5303 5443 5101 5250 5338 5471 5160 5321 5429 5590 5179 5335 5525 5697 5257 5410 5622 5830 5374 5549 5726 5922 5405 5560 5786 5974 5437 5632 6168 6324 5933 6115 6543 6730 5482 5678 6574 6799 
26 832 5212 5369 5032 5172 5406 5578 5260 5409 5435 5642 5175 5336 5451 5654 5177 5332 5456 5662 5263 5416 5484 5694 5337 5493 5604 5822 5356 5537 5709 5907 5426 5589 5843 6058 5561 5737 5934 6126 5572 5753 5986 6142 5645 5829 6336 6514 6137 6341 6742 6954 5690 5845 6815 6998 
27 864 5384 5528 5186 5358 5593 5753 5423 5573 5655 5813 5349 5510 5667 5859 5344 5519 5674 5872 5429 5624 5706 5889 5505 5698 5835 6040 5552 5720 5919 6071 5602 5778 6073 6251 5750 5934 6138 6302 5768 5932 6155 6311 5843 6016 6528 6715 6354 6536 6969 7191 5858 6065 7010 7251 
28 896 5673 5814 5509 5652 5936 6070 5697 5826 5940 6074 5604 5749 5944 6090 5656 5805 6013 6186 5717 5881 6081 6238 5769 5930 6141 6286 5821 5950 6225 6378 5872 6017 6353 6503 6120 6257 6485 6658 6060 6189 6509 6694 6128 6269 6825 6978 6668 6817 7334 7494 6172 6353 7421 7618 
29 928 5827 5983 5664 5830 6082 6236 5842 6005 6089 6255 5761 5915 6103 6271 5817 5993 6199 6367 5893 6094 6260 6421 5942 6100 6299 6463 5962 6175 6390 6549 6033 6211 6517 6677 6277 6443 6670 6872 6201 6378 6706 6899 6289 6466 6990 7180 6829 7003 7506 7736 6368 6547 7631 7805 
30 960 5996 6171 5850 6013 6250 6402 6020 6197 6267 6438 5935 6097 6283 6470 6006 6177 6381 6546 6109 6266 6433 6642 6112 6286 6477 6646 6193 6369 6563 6798 6226 6414 6689 6871 6457 6625 6888 7106 6391 6597 6912 7122 6479 6669 7192 7383 7021 7193 7748 7947 6560 6733 7818 8055 
31 992 6190 6364 6032 6210 6414 6573 6209 6401 6451 6614 6111 6272 6484 6643 6191 6352 6558 6773 6288 6462 6654 6819 6298 6469 6661 6826 6384 6542 6810 6989 6426 6615 6885 7063 6639 6769 7119 7301 6612 6755 7136 7311 6682 6846 7395 7568 7207 7412 7959 8171 6745 6953 8067 8309 
32 1024 6453 6598 6316 6453 6753 6886 6508 6650 6761 6895 6364 6525 6777 6966 6428 6561 6861 7034 6580 6713 6913 7050 6604 6754 7057 7194 6664 6786 7142 7275 6693 6830 7185 7323 6912 7053 7397 7550 6840 6965 7489 7626 6980 7145 7717 7915 7504 7665 8382 8640 7024 7181 8427 8604 
33 1056 6611 6776 6474 6648 6900 7064 6663 6877 6907 7092 6539 6704 6979 7143 6573 6737 7047 7211 6725 6893 7062 7230 6768 6908 7207 7376 6798 6976 7288 7474 6843 7012 7335 7533 7068 7271 7562 7725 6979 7167 7638 7824 7159 7335 7928 8140 7677 7887 8652 8817 7196 7368 8616 8837 
34 1088 6790 6962 6660 6825 7078 7242 6889 7061 7104 7298 6716 6885 7155 7362 6752 6917 7223 7390 6905 7093 7246 7470 6920 7101 7391 7575 6989 7161 7488 7691 7028 7205 7545 7707 7284 7497 7737 7935 7182 7361 7843 8039 7349 7545 8153 8375 7899 8058 8834 9072 7380 7569 8849 9100 
35 1120 6976 7120 6837 7009 7256 7433 7075 7239 7310 7471 6898 7060 7375 7530 6929 7132 7402 7589 7105 7292 7482 7637 7116 7296 7590 7758 7174 7348 7705 7876 7217 7416 7720 7905 7509 7678 7948 8124 7373 7546 8051 8248 7560 7715 8387 8593 8073 8242 9085 9266 7581 7760 9112 9316 
36 1152 7266 7438 7108 7257 7513 7662 7312 7465 7563 7702 7156 7281 7633 7777 7232 7377 7685 7830 7388 7533 7789 7932 7456 7577 7870 8019 7488 7609 7960 8115 7520 7673 8126 8264 7850 7998 8210 8371 7624 7757 8362 8504 7858 7990 8823 9008 8345 8523 9348 9525 7931 8070 9456 9657 
37 1184 7455 7608 7270 7423 7674 7821 7477 7630 7715 7869 7293 7468 7791 7958 7389 7548 7842 8020 7550 7697 7944 8100 7589 7755 8031 8188 7621 7792 8127 8319 7685 7859 8276 8481 8010 8162 8388 8568 7772 7952 8516 8727 8003 8176 9020 9210 8535 8718 9537 9779 8085 8260 9669 9906 
38 1216 7621 7790 7437 7601 7833 8008 7644 7838 7881 8103 7481 7658 7970 8172 7561 7749 8034 8239 7709 7898 8113 8275 7769 7951 8202 8436 7805 7974 8331 8496 7874 8031 8508 8692 8177 8362 8585 8776 7966 8163 8739 8945 8188 8376 9232 9445 8730 8891 9793 9990 8278 8463 9918 10117 
39 1248 7802 7994 7613 7784 8023 8187 7854 8013 8116 8291 7670 7837 8191 8356 7768 7932 8256 8415 7913 8069 8288 8476 7963 8135 8450 8577 7988 8143 8511 8655 8043 8203 8706 8867 8374 8536 8788 8944 8175 8358 8959 9206 8389 8548 9462 9637 8903 9076 10004 10169 8476 8610 10129 10413 
40 1280 8066 8235 7905 8044 8326 8480 8117 8266 8425 8556 7909 8054 8487 8628 7989 8130 8543 8704 8198 8322 8547 8712 8253 8382 8651 8816 8301 8419 8799 8924 8321 8512 9047 9212 8670 8799 9155 9325 8450 8595 9288 9449 8719 8851 9868 10001 9163 9323 10372 10573 8738 8885 10620 10806 
41 1312 8247 8412 8057 8206 8497 8643 8279 8466 8572 8713 8066 8239 8642 8794 8144 8295 8716 8889 8334 8494 8724 8915 8396 8601 8831 8991 8435 8582 8936 9109 8524 8700 9227 9404 8811 8976 9338 9514 8609 8776 9463 9626 8870 9010 10013 10195 9335 9566 10591 10773 8898 9101 10818 11032 
42 1344 8424 8569 8224 8395 8656 8864 8487 8631 8728 8904 8251 8420 8808 8984 8309 8495 8901 9091 8507 8696 8928 9104 8617 8792 9003 9200 8594 8779 9123 9317 8712 8871 9421 9577 8988 9207 9526 9721 8788 8991 9638 9843 9022 9223 10213 10381 9578 9768 10798 11033 9113 9343 11044 11210 
43 1376 8584 8740 8428 8567 8877 9027 8643 8812 8920 9088 8436 8598 8998 9171 8508 8678 9103 9271 8709 8859 9120 9291 8804 8959 9217 9387 8791 8952 9331 9494 8883 9068 9589 9800 9219 9396 9734 9974 9003 9199 9855 10099 9235 9470 10394 10576 9781 9939 11053 11288 9355 9586 11223 11461 
44 1408 8880 9024 8679 8803 9151 9309 8930 9063 9224 9377 8734 8860 9272 9409 8762 8935 9352 9495 9014 9144 9403 9529 9062 9203 9477 9629 9026 9195 9617 9749 9150 9303 9944 10085 9491 9648 10092 10257 9282 9428 10184 10345 9631 9784 10777 10958 10119 10256 11586 11778 9691 9840 11685 11870 
45 1440 9037 9198 8819 8965 9328 9476 9086 9261 9390 9549 8876 9060 9422 9616 8947 9106 9508 9705 9158 9304 9542 9709 9218 9388 9645 9811 9212 9358 9761 9928 9320 9486 10098 10224 9660 9810 10272 10435 9441 9598 10358 10533 9798 9943 10972 11145 10268 10430 11790 11999 9853 10013 11883 12105 
46 1472 9215 9393 8983 9155 9491 9701 9273 9448 9563 9725 9075 9227 9630 9795 9118 9291 9723 9893 9318 9520 9724 9921 9404 9585 9823 10025 9370 9536 9945 10145 9500 9673 10238 10431 9824 10000 10453 10665 9611 9812 10549 10770 9955 10164 11157 11436 10449 10618 12011 12190 10026 10224 12117 12402 
47 1504 9407 9553 9167 9311 9720 9880 9460 9627 9737 9913 9240 9425 9816 9978 9305 9451 9908 10074 9533 9688 9935 10103 9597 9751 10037 10214 9548 9744 10157 10322 9685 9860 10445 10628 10012 10175 10677 10892 9830 10009 10782 10959 10179 10358 11448 11655 10632 10825 12202 12381 10241 10392 12415 12603 
48 1536 9676 9815 9411 9552 10040 10177 9739 9908 10060 10209 9531 9664 10128 10277 9543 9676 10160 10293 9791 9932 10300 10425 9823 9984 10324 10481 9891 10068 10380 10529 9959 10088 10765 10891 10263 10429 11025 11162 10192 10340 11069 11234 10447 10613 11733 11918 10931 11081 12607 12744 10499 10628 12676 12888 
49 1568 9828 10028 9565 9733 10189 10340 9920 10082 10221 10371 9677 9851 10289 10454 9689 9857 10305 10484 9946 10140 10438 10619 9997 10163 10493 10694 10080 10242 10547 10750 10100 10296 10903 11140 10441 10597 11175 11343 10353 10517 11248 11417 10627 10816 11931 12094 11093 11246 12756 13016 10640 10859 12900 13055 
50 1600 10041 10231 9747 9928 10353 10525 10095 10292 10389 10577 9868 10036 10466 10669 9869 10053 10496 10678 10153 10308 10631 10830 10178 10361 10706 10878 10255 10432 10767 10906 10312 10528 11152 11344 10611 10774 11355 11532 10532 10732 11433 11630 10828 11012 12109 12334 11261 11446 13033 13296 10871 11065 13070 13308 
51 1632 10243 10416 9942 10126 10540 10707 10304 10450 10595 10753 10048 10238 10685 10850 10066 10239 10691 10864 10320 10500 10842 10997 10374 10552 10893 11074 10445 10614 10918 11116 10541 10704 11359 11518 10787 10968 11547 11729 10745 10899 11643 11791 11024 11195 12347 12536 11459 11686 13311 13498 11077 11259 13323 13504 
52 1664 10524 10687 10199 10352 10829 10971 10560 10700 10837 10990 10315 10460 10933 11075 10387 10516 10977 11118 10603 10760 11105 11254 10659 10780 11161 11326 10711 10852 11229 11375 10792 10969 11617 11786 11148 11297 11797 11950 11007 11157 11861 12090 11256 11390 12667 12872 11786 11937 13570 13723 11381 11498 13658 13883 
