0 0 11 295 10 304 7 294 0 282 5 289 4 283 1 288 
1 32 343 617 351 630 341 616 329 603 337 611 331 604 335 610 
2 64 664 938 676 957 662 937 649 925 658 933 653 926 656 932 
3 96 984 1259 1002 1285 982 1258 970 1244 979 1254 972 1245 977 1253 
4 128 1321 1613 1345 1633 1319 1605 1304 1586 1318 1602 1308 1587 1313 1601 
5 160 1660 1939 1682 1961 1652 1928 1633 1915 1651 1927 1637 1922 1648 1923 
6 192 1987 2267 2009 2289 1975 2256 1961 2243 1973 2246 1968 2244 1970 2245 
7 224 2312 2592 2337 2616 2302 2577 2288 2568 2294 2570 2291 2576 2293 2569 
8 256 2652 2930 2676 2961 2638 2922 2628 2903 2632 2904 2636 2910 2632 2911 
9 288 2977 3244 3011 3285 2969 3243 2950 3220 2954 3221 2957 3222 2960 3223 
10 320 3291 3557 3331 3604 3289 3556 3266 3533 3268 3534 3270 3535 3272 3536 
11 352 3603 3869 3650 3924 3601 3868 3578 3845 3580 3846 3582 3848 3584 3849 
12 384 3931 4206 3986 4266 3929 4208 3905 4180 3908 4181 3909 4183 3911 4182 
13 416 4253 4520 4313 4589 4255 4522 4227 4496 4230 4497 4234 4499 4232 4498 
14 448 4566 4833 4635 4909 4568 4834 4542 4812 4544 4813 4548 4815 4546 4814 
15 480 4878 5145 4954 5228 4880 5146 4857 5124 4859 5125 4863 5134 4861 5133 
16 512 5205 5485 5288 5575 5207 5486 5184 5465 5186 5466 5195 5475 5194 5474 
17 544 5532 5808 5622 5903 5536 5809 5512 5786 5514 5787 5523 5796 5521 5795 
18 576 5854 6127 5949 6229 5856 6128 5832 6106 5834 6107 5843 6116 5841 6115 
19 608 6172 6445 6274 6555 6174 6446 6151 6425 6153 6426 6162 6435 6160 6434 
20 640 6505 6786 6615 6902 6507 6787 6485 6765 6487 6766 6496 6775 6494 6774 
21 672 6833 7107 6949 7229 6836 7108 6812 7086 6814 7087 6823 7096 6821 7095 
22 704 7153 7427 7275 7556 7155 7428 7132 7407 7134 7408 7143 7415 7141 7414 
23 736 7472 7746 7601 7882 7474 7747 7452 7727 7454 7728 7461 7734 7459 7733 
24 768 7807 8080 7942 8222 7808 8081 7787 8061 7789 8062 7795 8068 7795 8069 
25 800 8127 8395 8269 8542 8130 8396 8108 8375 8110 8376 8115 8383 8118 8384 
26 832 8441 8710 8588 8861 8445 8711 8421 8689 8423 8690 8429 8696 8431 8697 
27 864 8755 9021 8906 9180 8757 9022 8734 9001 8736 9002 8741 9008 8743 9009 
28 896 9081 9354 9240 9519 9083 9355 9061 9334 9063 9335 9068 9341 9070 9342 
29 928 9401 9670 9566 9839 9405 9671 9381 9649 9383 9650 9388 9654 9390 9655 
30 960 9716 9984 9885 10158 9718 9985 9695 9963 9697 9964 9700 9965 9702 9966 
31 992 10029 10297 10203 10476 10031 10298 10008 10276 10010 10277 10012 10278 10014 10279 
32 1024 10357 10630 10536 10814 10360 10631 10336 10608 10338 10609 10340 10610 10342 10611 
33 1056 10677 10943 10861 11133 10679 10944 10655 10921 10657 10922 10659 10923 10661 10924 
34 1088 10989 11255 11179 11449 10991 11256 10967 11232 10969 11233 10971 11234 10973 11235 
35 1120 11300 11564 11494 11766 11302 11565 11277 11541 11279 11542 11281 11543 11283 11544 
36 1152 11624 11896 11826 12108 11626 11899 11601 11873 11604 11875 11605 11876 11607 11877 
37 1184 11943 12209 12155 12428 11946 12210 11920 12186 11922 12187 11924 12188 11926 12189 
38 1216 12255 12521 12474 12745 12257 12522 12232 12498 12234 12499 12236 12501 12238 12502 
39 1248 12566 12832 12790 13062 12568 12833 12543 12809 12545 12810 12547 12811 12549 12812 
40 1280 12892 13179 13122 13414 12894 13180 12869 13156 12872 13157 12873 13158 12875 13159 
41 1312 13226 13504 13461 13748 13228 13505 13203 13482 13205 13483 13207 13484 13209 13485 
42 1344 13550 13830 13794 14080 13552 13831 13528 13808 13530 13809 13532 13810 13534 13811 
43 1376 13875 14156 14125 14411 13877 14157 13853 14134 13855 14135 13857 14136 13859 14137 
44 1408 14216 14502 14471 14764 14218 14503 14194 14479 14196 14480 14198 14481 14200 14482 
45 1440 14549 14830 14813 15107 14551 14831 14526 14807 14528 14808 14531 14809 14532 14810 
46 1472 14876 15156 15153 15439 14878 15157 14853 15133 14855 15134 14859 15138 14859 15139 
47 1504 15201 15481 15484 15771 15203 15482 15178 15458 15180 15459 15183 15460 15185 15461 
48 1536 15541 15814 15832 16104 15543 15816 15518 15790 15521 15791 15524 15792 15524 15793 
49 1568 15861 16125 16153 16416 15863 16126 15837 16102 15839 16103 15841 16116 15843 16105 
50 1600 16171 16433 16464 16726 16173 16434 16148 16414 16150 16415 16162 16432 16154 16417 
51 1632 16479 16743 16773 17044 16481 16751 16459 16724 16461 16725 16477 16742 16465 16727 
52 1664 16804 17074 17104 17380 16811 17088 16784 17055 16786 17056 16802 17073 16791 17068 
53 1696 17122 17386 17427 17692 17135 17406 17102 17367 17104 17368 17120 17385 17115 17381 
54 1728 17433 17694 17738 18005 17452 17721 17413 17678 17415 17679 17431 17696 17429 17693 
55 1760 17741 18006 18051 18318 17766 18037 17723 17988 17725 17989 17743 18009 17739 18007 
56 1792 18068 18354 18379 18664 18097 18388 18048 18331 18050 18341 18071 18364 18069 18355 
57 1824 18403 18681 18712 18991 18435 18719 18378 18663 18388 18665 18411 18694 18403 18680 
58 1856 18728 19007 19040 19319 18767 19053 18709 18990 18713 18999 18740 19026 18726 19008 
59 1888 19052 19333 19366 19651 19101 19388 19035 19318 19045 19329 19071 19357 19055 19348 
60 1920 19396 19683 19711 20001 19448 19743 19378 19669 19398 19687 19419 19709 19408 19697 
61 1952 19730 20013 20049 20328 19792 20078 19716 20000 19734 20017 19760 20040 19745 20037 
62 1984 20059 20342 20375 20657 20126 20413 20046 20327 20063 20346 20088 20368 20083 20366 
63 2016 20387 20670 20703 20990 20460 20746 20372 20656 20391 20674 20415 20694 20411 20692 
64 2048 20739 21027 21051 21338 20811 21098 20716 21003 20737 21023 20756 21036 20752 21035 
65 2080 21074 21353 21385 21658 21145 21427 21050 21332 21070 21349 21084 21359 21082 21358 
66 2112 21399 21677 21705 21980 21473 21755 21378 21657 21395 21673 21406 21679 21404 21678 
67 2144 21722 22002 22026 22308 21800 22081 21702 21979 21718 21998 21726 22000 21724 21999 
68 2176 22064 22348 22368 22649 22141 22431 22039 22327 22058 22342 22062 22348 22060 22341 
69 2208 22397 22669 22697 22972 22478 22758 22374 22648 22390 22664 22395 22668 22388 22663 
70 2240 22716 22993 23019 23294 22804 23086 22694 22971 22711 22987 22714 22992 22709 22985 
71 2272 23039 23313 23340 23622 23131 23416 23016 23293 23032 23308 23037 23312 23030 23307 
72 2304 23375 23655 23682 23955 23476 23756 23353 23633 23369 23651 23372 23645 23367 23644 
73 2336 23702 23977 24004 24278 23803 24078 23680 23954 23698 23966 23694 23965 23691 23956 
74 2368 24025 24299 24324 24596 24124 24399 24000 24273 24013 24287 24011 24282 24004 24274 
75 2400 24345 24619 24642 24917 24444 24719 24318 24586 24332 24605 24328 24600 24320 24587 
76 2432 24679 24959 24978 25254 24779 25060 24646 24918 24666 24940 24660 24939 24648 24919 
