0 0 0 288 
1 32 335 617 
2 64 663 943 
3 96 988 1268 
4 128 1328 1615 
5 160 1662 1942 
6 192 1988 2269 
7 224 2314 2596 
8 256 2656 2936 
9 288 2983 3257 
10 320 3303 3576 
11 352 3621 3895 
12 384 3955 4236 
13 416 4283 4557 
14 448 4603 4877 
15 480 4922 5196 
16 512 5256 5546 
17 544 5593 5874 
18 576 5920 6203 
19 608 6248 6529 
20 640 6589 6876 
21 672 6923 7204 
22 704 7250 7531 
23 736 7576 7857 
24 768 7917 8197 
25 800 8244 8519 
26 832 8565 8838 
27 864 8883 9157 
28 896 9217 9496 
29 928 9543 9816 
30 960 9862 10136 
31 992 10181 10456 
32 1024 10516 10795 
33 1056 10842 11115 
34 1088 11161 11432 
35 1120 11477 11749 
36 1152 11809 12088 
37 1184 12135 12406 
38 1216 12452 12724 
39 1248 12769 13041 
40 1280 13101 13393 
41 1312 13440 13726 
42 1344 13772 14059 
43 1376 14104 14390 
44 1408 14450 14744 
45 1440 14791 15077 
46 1472 15123 15409 
47 1504 15454 15740 
48 1536 15800 16079 
49 1568 16126 16401 
50 1600 16447 16719 
51 1632 16764 17035 
52 1664 17095 17373 
53 1696 17420 17692 
54 1728 17738 18010 
55 1760 18055 18327 
56 1792 18387 18679 
57 1824 18726 19012 
58 1856 19058 19344 
59 1888 19389 19675 
60 1920 19735 20028 
61 1952 20075 20364 
62 1984 20410 20696 
63 2016 20741 21027 
64 2048 21087 21375 
65 2080 21422 21705 
66 2112 21751 22034 
67 2144 22079 22361 
68 2176 22421 22709 
69 2208 22756 23038 
70 2240 23084 23368 
71 2272 23413 23695 
72 2304 23755 24036 
73 2336 24083 24357 
74 2368 24403 24677 
75 2400 24722 24998 
76 2432 25058 25338 
77 2464 25385 25659 
78 2496 25705 25980 
79 2528 26025 26300 
80 2560 26360 26648 
81 2592 26695 26977 
82 2624 27023 27306 
83 2656 27351 27633 
84 2688 27693 27980 
85 2720 28027 28308 
86 2752 28354 28635 
87 2784 28680 28964 
88 2816 29024 29305 
89 2848 29352 29627 
90 2880 29673 29948 
91 2912 29993 30267 
92 2944 30327 30609 
93 2976 30656 30932 
94 3008 30978 31253 
95 3040 31298 31573 
96 3072 31633 31912 
97 3104 31959 32232 
98 3136 32278 32551 
99 3168 32596 32871 
100 3200 32931 33210 
101 3232 33257 33529 
102 3264 33575 33848 
103 3296 33893 34165 
104 3328 34225 34520 
105 3360 34567 34856 
106 3392 34902 35191 
107 3424 35236 35523 
108 3456 35583 35876 
109 3488 35923 36212 
110 3520 36258 36546 
111 3552 36591 36878 
112 3584 36938 37216 
113 3616 37263 37535 
114 3648 37581 37854 
115 3680 37899 38173 
116 3712 38233 38512 
117 3744 38559 38831 
118 3776 38877 39152 
119 3808 39197 39470 
120 3840 39530 39823 
121 3872 39870 40157 
122 3904 40203 40491 
123 3936 40536 40825 
124 3968 40885 41178 
125 4000 41225 41512 
126 4032 41558 41846 
127 4064 41891 42179 
128 4096 42239 42524 
129 4128 42571 42849 
130 4160 42895 43173 
131 4192 43218 43495 
132 4224 43555 43839 
133 4256 43886 44165 
134 4288 44211 44490 
135 4320 44535 44815 
136 4352 44875 45151 
137 4384 45198 45467 
138 4416 45513 45782 
139 4448 45827 46096 
140 4480 46156 46431 
141 4512 46478 46749 
142 4544 46795 47064 
143 4576 47109 47378 
144 4608 47438 47722 
145 4640 47769 48046 
146 4672 48092 48370 
147 4704 48415 48694 
148 4736 48754 49038 
149 4768 49085 49363 
150 4800 49409 49687 
151 4832 49732 50010 
152 4864 50070 50348 
153 4896 50395 50667 
154 4928 50713 50983 
155 4960 51028 51297 
156 4992 51357 51633 
157 5024 51680 51949 
158 5056 51995 52265 
159 5088 52310 52579 
160 5120 52639 52911 
161 5152 52958 53223 
162 5184 53269 53533 
163 5216 53578 53842 
164 5248 53902 54172 
165 5280 54219 54484 
166 5312 54530 54794 
167 5344 54839 55103 
168 5376 55163 55448 
169 5408 55495 55774 
170 5440 55820 56099 
171 5472 56144 56427 
172 5504 56487 56772 
173 5536 56819 57098 
174 5568 57144 57423 
175 5600 57468 57747 
176 5632 57807 58077 
177 5664 58124 58389 
178 5696 58435 58700 
179 5728 58745 59009 
180 5760 59069 59339 
181 5792 59386 59650 
182 5824 59696 59961 
183 5856 60006 60273 
184 5888 60333 60618 
185 5920 60665 60944 
186 5952 60990 61269 
187 5984 61314 61593 
188 6016 61653 61938 
189 6048 61985 62266 
190 6080 62312 62591 
191 6112 62636 62915 
