0 0 11 312 14 314 15 309 10 300 6 301 9 303 10 316 5 304 1 284 4 285 5 286 0 283 
1 32 359 632 361 636 356 630 347 626 350 627 352 628 363 639 353 630 332 607 334 608 336 609 330 606 
2 64 682 962 684 963 679 956 673 952 675 953 677 954 686 964 680 960 655 931 660 933 658 932 652 930 
3 96 1007 1286 1009 1287 1004 1282 998 1276 1000 1278 1002 1280 1011 1288 1005 1285 977 1253 981 1255 979 1254 975 1252 
4 128 1347 1640 1349 1642 1345 1635 1339 1630 1341 1631 1343 1634 1351 1649 1345 1635 1316 1598 1318 1599 1320 1600 1314 1597 
5 160 1689 1966 1691 1973 1683 1958 1678 1955 1680 1956 1682 1957 1701 1983 1687 1964 1646 1926 1649 1937 1651 1938 1647 1925 
6 192 2014 2289 2021 2303 2007 2282 2001 2278 2003 2280 2005 2281 2031 2313 2012 2288 1973 2252 1985 2266 1987 2267 1971 2251 
7 224 2338 2620 2351 2634 2329 2604 2324 2602 2326 2603 2327 2607 2361 2645 2333 2608 2298 2575 2312 2594 2315 2600 2297 2574 
8 256 2685 2968 2700 2980 2668 2951 2664 2943 2667 2944 2668 2945 2709 2993 2670 2952 2638 2915 2655 2935 2664 2941 2636 2914 
9 288 3017 3291 3029 3302 2998 3281 2991 3260 2992 3262 2997 3268 3045 3319 3002 3269 2963 3233 2985 3261 2989 3258 2961 3232 
10 320 3337 3611 3350 3624 3328 3603 3307 3574 3310 3579 3316 3586 3368 3642 3318 3585 3280 3548 3309 3580 3304 3572 3278 3549 
11 352 3656 3925 3675 3951 3648 3925 3619 3888 3624 3898 3633 3913 3689 3965 3632 3899 3593 3867 3628 3900 3617 3887 3598 3868 
12 384 3992 4274 4017 4300 3985 4256 3949 4224 3958 4236 3974 4258 4032 4315 3961 4237 3928 4208 3970 4254 3948 4223 3929 4207 
13 416 4324 4593 4351 4628 4307 4581 4272 4542 4283 4554 4309 4591 4362 4637 4287 4556 4256 4528 4304 4583 4271 4543 4254 4527 
14 448 4642 4911 4676 4950 4629 4906 4588 4860 4600 4876 4640 4919 4683 4953 4602 4875 4577 4846 4633 4910 4590 4861 4573 4845 
15 480 4958 5231 4997 5269 4955 5232 4905 5182 4924 5202 4964 5233 5000 5272 4920 5190 4892 5161 4957 5229 4908 5191 4890 5160 
16 512 5296 5579 5329 5613 5299 5584 5244 5533 5262 5554 5297 5585 5332 5615 5250 5543 5222 5506 5291 5581 5252 5534 5220 5505 
17 544 5626 5903 5660 5936 5636 5912 5581 5863 5605 5887 5637 5914 5662 5939 5592 5875 5556 5848 5628 5904 5582 5862 5552 5836 
18 576 5949 6227 5983 6258 5960 6235 5910 6185 5935 6216 5960 6236 5985 6260 5924 6206 5894 6178 5951 6226 5908 6184 5882 6168 
19 608 6276 6559 6303 6580 6284 6561 6231 6514 6263 6545 6284 6559 6305 6582 6253 6537 6223 6505 6271 6545 6229 6506 6213 6497 
20 640 6624 6904 6640 6920 6629 6915 6575 6863 6610 6896 6621 6903 6642 6922 6602 6887 6565 6851 6608 6889 6567 6852 6557 6845 
21 672 6955 7236 6967 7242 6962 7240 6911 7185 6946 7224 6951 7225 6969 7251 6936 7214 6900 7184 6936 7213 6900 7176 6892 7175 
22 704 7283 7560 7288 7569 7286 7560 7233 7509 7274 7552 7273 7551 7298 7579 7263 7539 7230 7510 7259 7537 7223 7501 7221 7502 
23 736 7610 7885 7614 7899 7605 7883 7554 7838 7601 7876 7596 7875 7624 7906 7587 7864 7556 7845 7582 7860 7546 7824 7548 7825 
24 768 7945 8223 7961 8240 7948 8220 7898 8179 7939 8219 7938 8217 7967 8242 7926 8202 7905 8180 7922 8199 7885 8165 7887 8164 
25 800 8272 8545 8289 8556 8268 8536 8226 8500 8268 8541 8264 8534 8289 8558 8251 8519 8228 8509 8246 8517 8213 8481 8211 8480 
26 832 8591 8863 8604 8872 8582 8849 8546 8821 8587 8859 8580 8848 8606 8874 8567 8842 8557 8832 8563 8833 8528 8798 8526 8797 
27 864 8908 9179 8919 9188 8898 9171 8866 9140 8904 9175 8894 9161 8919 9189 8889 9162 8877 9146 8879 9148 8845 9120 8844 9121 
28 896 9242 9521 9249 9527 9235 9515 9201 9479 9244 9523 9221 9500 9255 9529 9224 9501 9207 9480 9208 9489 9182 9459 9182 9460 
29 928 9577 9847 9577 9844 9562 9836 9526 9799 9572 9843 9549 9820 9579 9847 9551 9826 9528 9800 9537 9816 9506 9782 9508 9789 
30 960 9899 10172 9891 10160 9884 10157 9847 10122 9890 10159 9867 10139 9893 10161 9874 10140 9849 10130 9862 10131 9828 10103 9835 10109 
31 992 10219 10494 10206 10477 10202 10473 10167 10442 10204 10475 10184 10452 10208 10479 10186 10452 10176 10450 10177 10448 10148 10421 10154 10422 
32 1024 10558 10838 10538 10816 10533 10806 10503 10780 10536 10808 10515 10797 10546 10824 10516 10788 10513 10787 10508 10781 10484 10758 10483 10757 
33 1056 10887 11160 10863 11136 10855 11121 10827 11095 10855 11123 10846 11119 10871 11143 10836 11101 10834 11100 10831 11096 10808 11088 10804 11078 
34 1088 11208 11482 11185 11454 11167 11434 11141 11408 11169 11442 11165 11432 11191 11456 11148 11415 11146 11409 11143 11414 11135 11407 11124 11397 
35 1120 11529 11805 11501 11770 11479 11744 11455 11724 11489 11766 11477 11743 11505 11772 11461 11737 11456 11725 11459 11726 11452 11722 11442 11715 
36 1152 11866 12145 11835 12107 11806 12085 11784 12072 11832 12105 11803 12074 11838 12115 11797 12076 11786 12060 11790 12061 11783 12055 11778 12054 
37 1184 12194 12469 12156 12423 12132 12397 12119 12389 12154 12421 12124 12390 12162 12435 12123 12396 12109 12381 12112 12382 12103 12368 12101 12367 
