0 0 93475 94132 94687 95339 87617 88129 0 422 120080 120664 119972 120428 110403 110892 463 979 170796 171688 161749 162274 152026 152494 
1 32 94179 94958 95388 96093 88182 88893 467 1122 120709 121380 120474 121177 110936 111582 1023 1721 171735 172418 162319 162969 152538 153234 
2 64 95002 95638 96137 96715 88945 89665 1166 1725 121424 122042 121221 121769 111626 112168 1765 2186 172462 173109 163013 163351 153281 154131 
3 96 95689 96397 96759 97452 89713 90433 1769 2425 122086 122772 121816 122513 112223 112871 2230 2931 173154 173669 163395 164079 154178 154987 
4 128 96476 97013 97544 98162 90509 91215 2499 3120 122845 123530 122586 123244 112957 113606 3006 3502 173742 174161 164153 164826 155060 155692 
5 160 97062 97766 98212 98912 91261 92058 3164 3807 123589 124253 123290 124172 113655 114302 3546 4335 174207 174869 164873 165523 155737 156424 
6 192 97815 98574 98962 99669 92103 92786 3851 4369 124303 124995 124217 124906 114346 114914 4380 5030 174915 175446 165567 166112 156468 156911 
7 224 98636 99372 99713 100408 92838 93557 4413 5066 125040 125786 124951 125782 114958 115608 5075 5777 175492 176155 166158 166831 156955 157699 
8 256 99453 100213 100496 101294 93642 94307 5139 5781 125876 126519 125862 126521 115681 116328 5850 6486 176231 176904 166908 167574 157772 158391 
9 288 100258 100955 101341 102036 94352 95101 5826 6482 126567 127253 126570 127257 116372 117030 6530 7238 176951 177613 167622 168416 158437 159128 
10 320 100999 101413 102080 102619 95145 95864 6526 6949 127298 127814 127301 127830 117074 117327 7282 7701 177660 178133 168464 169276 159172 159672 
11 352 101465 102183 102674 103391 95908 96606 6993 7645 127865 128518 127874 128559 117375 118036 7745 8450 178180 178855 169321 169986 159718 160414 
12 384 102271 102959 103478 104176 96684 97390 7720 8155 128606 129138 128635 129273 118117 118780 8523 8913 178930 179585 170060 170741 160488 161137 
13 416 103010 103717 104234 105159 97434 98159 8199 8852 129184 129850 129321 130016 118824 119535 8957 9847 179631 180301 170785 171685 161183 161877 
14 448 103765 104337 105204 105474 98210 98889 8896 9234 129894 130450 130061 130720 119581 120313 9891 10219 180346 180847 171729 172413 161921 162598 
15 480 104389 105178 105518 106219 98940 99665 9278 10047 130494 131168 130764 131448 120360 121054 10263 10972 180892 181562 172458 173108 162643 163340 
16 512 105267 105940 106304 107056 99748 100409 10122 10626 131247 131906 131521 132183 121128 121764 11047 11628 181638 182298 173183 173847 163414 164096 
17 544 105985 106731 107100 107879 100463 101282 10670 11324 131955 132645 132228 132918 121808 122460 11672 12481 182343 183018 173893 174545 164141 164823 
18 576 106777 107458 107933 108547 101327 101852 11368 11869 132695 133318 132968 133659 122504 123162 12525 12916 183063 183319 174589 175415 164867 165385 
19 608 107517 108229 108604 109300 101903 102612 11913 12759 133364 134085 133703 134394 123206 123847 12960 13657 183364 184041 175464 176116 165430 166108 
20 640 108311 109045 109391 109916 102702 103389 12834 13416 134166 134871 134478 134886 123928 124494 13730 14129 184115 184719 176189 176843 166183 166832 
21 672 109090 109791 109965 110660 103448 104177 13460 14108 134919 135589 134930 135626 124545 125203 14173 14868 184763 185278 176887 177544 166878 167555 
22 704 109847 110359 110704 111144 104232 104590 14152 14590 135633 136305 135671 136306 125248 125954 14912 15590 185322 185994 177588 178132 167600 168415 
23 736 110409 111126 111189 111906 104634 105331 14634 15548 136349 137001 136351 137037 126011 126667 15634 16338 186041 186726 178184 178857 168465 169277 
24 768 111213 111905 111988 112653 105419 105952 15623 15984 137074 137741 137111 137796 126749 127420 16411 17066 186802 187053 178933 179587 169352 170005 
25 800 111949 112643 112697 113396 105998 106732 16028 16682 137786 138434 137841 138516 127465 128148 17110 17917 187097 187859 179636 180303 170050 170737 
26 832 112698 113393 113449 114157 106778 107468 16726 17419 138488 138924 138560 139320 128194 128875 17961 18459 187910 188679 180350 180963 170784 171691 
27 864 113443 114157 114206 114910 107522 108351 17463 18189 138975 139623 139366 140065 128920 129580 18503 19206 188729 189408 181007 181677 171739 172691 
28 896 114238 114915 115003 115673 108436 109084 18263 18715 139708 140081 140156 140795 129653 130309 19280 19822 189483 189777 181750 182415 172767 173419 
29 928 114960 115669 115719 116412 109138 109841 18759 19412 140126 140794 140841 141522 130358 131090 19866 20633 189825 190578 182461 183141 173465 174139 
30 960 115719 116411 116460 117162 109885 110362 19456 20107 140838 141513 141567 142245 131138 131606 20677 21186 190631 191396 183186 183770 174185 174680 
31 992 116457 117159 117207 117958 110413 111085 20151 20840 141560 142268 142291 142922 131650 132563 21230 21897 191445 192101 183817 184519 174725 175440 
32 1024 117247 117955 118038 118719 111158 111586 20914 21566 142344 142974 142995 143565 132654 133317 21970 22433 192178 192860 184595 185240 175513 176158 
