0 0 46502 47159 43654 44397 46472 47154 0 698 124620 125109 120433 121039 125152 125796 75298 75824 209672 210264 215920 216395 204671 205404 141340 141900 345925 346613 337635 338364 344109 344903 237550 238146 569038 569733 569102 569736 568319 569006 404733 405419 843967 844768 838414 838682 841346 841593 
1 32 47209 47944 44466 45216 47217 47967 763 1419 125157 125886 121093 121820 125841 126539 75878 76535 210320 211032 216449 217067 205448 206276 141950 142582 346661 347352 338450 339123 344961 345472 238202 238940 569780 570723 569782 570722 569056 569738 405463 406085 844813 845322 838726 839395 841637 842149 
2 64 47998 48534 45263 45758 48013 48493 1474 2096 125948 126546 121883 122574 126587 127296 76588 77485 211077 211838 217119 218065 206334 207046 142627 143068 347397 348030 339167 339842 345518 346154 238994 239927 570770 571471 570768 571473 569786 570725 406131 406819 845366 845622 839439 839708 842193 842633 
3 96 48590 49384 45805 46675 48546 49373 2156 2837 126606 127310 122643 123368 127341 128004 77540 78120 211882 212605 218118 218662 207095 207636 143123 143636 348081 348779 339891 340560 346204 346741 239974 240741 571516 572050 571518 572049 570772 571288 406863 407592 845666 846260 839752 840420 842677 843186 
4 128 49511 50263 46753 47494 49471 50261 2921 3422 127410 128103 123457 123907 128089 128544 78221 78853 212686 213124 218745 219441 207725 208383 143725 144251 348871 349326 340648 341588 346841 347605 240816 241486 572130 572588 572131 572589 571361 571697 407665 408282 846333 846592 840493 840760 843259 843517 
5 160 50309 51107 47549 48357 50320 51105 3478 4220 128154 129119 123971 124759 128600 129310 78905 79577 213176 213907 219492 220055 208449 209063 144296 145192 349372 350101 341637 342164 347651 348356 241531 242224 572634 573192 572636 573435 571746 572274 408326 408862 846637 847155 840804 841471 843562 844073 
6 192 51170 51752 48415 49035 51163 51745 4270 4851 129164 129538 124809 125276 129360 129985 79624 80221 213951 214575 220114 220816 209109 209667 145236 145646 350167 350717 342210 342911 348402 348921 242268 242788 573237 573925 573480 573924 572318 572771 408906 409541 847199 847607 841515 841782 844117 844769 
7 224 51819 52595 49094 49873 51809 52585 4897 5616 129605 130330 125320 126037 130035 130728 80268 80976 214626 215399 220863 221522 209716 210673 145700 146391 350785 351498 342973 343492 348965 349497 242832 243537 573979 574636 573981 574645 572815 573540 409585 410234 847653 848317 841826 842479 844815 845332 
8 256 52706 53236 49977 50524 52696 53243 5719 6335 130437 131032 126138 126552 130830 131524 81079 81726 215483 216010 221608 222537 210791 211479 146477 146982 351582 352167 343577 344260 349580 350115 243616 244368 574716 575325 574751 575323 573621 574128 410312 410921 848391 848887 842552 842817 845405 846031 
9 288 53285 54017 50568 51275 53304 54044 6390 7121 131090 131893 126610 127347 131574 132335 81771 82389 216065 216789 222606 223299 211532 212281 147028 147556 352211 352924 344321 344931 350170 350719 244419 245138 575376 576151 575377 576154 574173 574698 410965 411783 848932 849448 842861 843516 846076 846591 
10 320 54070 54550 51332 51966 54102 54835 7170 7984 131963 132489 127410 128093 132387 132926 82434 83061 216836 217331 223346 223952 212346 213026 147602 148281 352970 353504 344986 345676 350770 351422 245183 245793 576197 576463 576199 576466 574751 575322 411830 412518 849492 849894 843560 843920 846635 847042 
