0 0 10109 10765 11336 11929 12825 13515 0 682 85195 86020 88670 89333 103125 103822 83746 84458 202132 202981 196233 196958 195672 196322 177375 178023 376096 376901 373543 374110 377549 378203 338147 338776 662463 662909 654525 655248 657418 657932 600338 600819 983566 984100 986333 986936 982153 982969 894403 895030 1260975 1261466 1262544 1263365 1259783 1260027 1134901 1135341 1461306 1461824 1458859 1459365 1458005 1458267 
1 32 10832 11644 11985 12697 13569 14313 734 1474 86076 86806 89386 90131 103893 104838 84508 85225 203026 203745 197006 197946 196378 196975 178078 178876 376954 377630 374164 374979 378261 378827 338834 339551 662977 663658 655293 655969 657981 658676 600865 601529 984148 984849 986980 987680 983019 983718 895074 895777 1261517 1262254 1263409 1264126 1260071 1260592 1135385 1135994 1461869 1462614 1459410 1459933 1458311 1459004 
2 64 11717 12406 12742 13229 14373 14850 1522 2242 86856 87593 90190 90922 104894 105528 85283 86016 203801 204356 197999 198587 197026 197956 178936 179585 377676 378369 375033 375587 378877 379552 339605 340166 663706 664451 656020 656586 658724 659420 601580 602315 984899 985415 987725 988172 983762 984391 895824 896350 1262299 1262816 1264170 1264436 1260636 1260918 1136039 1136709 1462659 1462914 1459977 1460394 1459048 1459524 
3 96 12462 13182 13297 14034 14897 15641 2301 3007 87660 88374 90968 91659 105577 106421 86069 86780 204409 205151 198655 199354 198013 198749 179634 180381 378413 379132 375664 376400 379601 380281 340219 340899 664499 665042 656643 657353 659472 660419 602367 602989 985461 986159 988220 988931 984439 985262 896394 897240 1262861 1263536 1264488 1265209 1260967 1261503 1136753 1137280 1462958 1463609 1460438 1460962 1459568 1460261 
4 128 13287 13933 14123 14821 15731 16447 3088 3663 88509 89327 91755 92442 106542 107290 86864 87569 205266 205999 199446 200134 198840 199387 180464 181185 379224 379829 376504 377187 380395 381080 340984 341661 665154 665877 657450 658164 660509 661238 603072 603544 986243 986919 989005 989686 985355 986010 897325 898165 1263624 1264143 1265294 1265786 1261581 1262255 1137353 1138026 1463684 1463942 1461035 1461826 1460334 1460600 
5 160 13986 14718 14874 15592 16502 17234 3729 4399 89379 90129 92497 93227 107354 108026 87614 88328 206049 206955 200188 200897 199445 200217 181239 181956 379885 380589 377245 377957 381132 381855 341709 342395 665930 666521 658218 658924 661297 662047 603596 604243 986968 987679 989737 990417 986066 986769 898209 898913 1264188 1265044 1265833 1266541 1262301 1262815 1138071 1138599 1463986 1464639 1461871 1462617 1460644 1461331 
6 192 14767 15340 15647 16297 17283 17977 4464 5174 90180 90928 93290 94001 108093 108822 88383 89315 207006 207563 200945 201660 200276 200993 182005 182572 380646 381104 378002 378694 381918 382628 342444 342973 666573 667108 658973 659560 662091 662885 604287 604777 987723 988166 990464 991199 986813 987424 898957 899619 1265088 1265340 1266585 1266842 1262859 1263365 1138643 1139123 1464683 1464941 1462663 1462915 1461375 1461826 
7 224 15401 16119 16361 17083 18038 18781 5223 6057 90986 91735 94060 94923 108874 109650 89369 90133 207619 208390 201715 202418 201058 201782 182620 183373 381164 381942 378748 379553 382685 383410 343020 343709 667171 667753 659610 660441 662945 663657 604831 605387 988211 988929 991247 992094 987474 988164 899663 900464 1265384 1266121 1266888 1267614 1263415 1264127 1139167 1139693 1464985 1465632 1462960 1463475 1461874 1462615 
8 256 16201 16934 17180 17731 18878 19508 6149 6637 91827 92442 95040 95763 109740 110463 90224 90925 208498 209176 202535 203264 201901 202521 183467 183999 382044 383035 379652 380278 383539 384218 343829 344459 667871 668586 660556 661260 663742 664461 605503 606322 989010 989687 992182 992827 988255 988935 900552 901248 1266203 1266690 1267704 1268338 1264215 1265045 1139766 1140077 1465707 1466182 1463549 1463891 1462690 1462955 
9 288 16989 17719 17781 18529 19559 20308 6692 7393 92492 93179 95821 96553 110529 111265 90986 91739 209240 209957 203321 203988 202578 203287 184055 184760 383086 383764 380336 381071 384282 384963 344521 345218 668636 669210 661317 662062 664517 665247 606366 606958 989735 990472 992874 993678 988984 989688 901292 901977 1266742 1267443 1268385 1269095 1265090 1265609 1140121 1140801 1466227 1466871 1463936 1464462 1462999 1463684 
