0 0 25919 26485 17517 18122 22816 23505 0 602 102977 103516 102520 103086 102608 103086 76699 77408 204528 205128 212472 213196 215684 216399 173648 174331 379415 380009 374561 375048 379408 380018 313210 313642 628870 629397 634474 634949 633401 634173 538029 538547 935991 936532 934870 935355 929658 930170 807045 807510 1171988 1172285 1183072 1183339 1170447 1170726 
1 32 26535 27275 18172 18884 23556 24295 655 1338 103566 104243 103161 104087 103146 104089 77454 78197 205180 205907 213257 213985 216446 217344 174382 175127 380061 380746 375105 375880 380077 380761 313695 314600 629449 630134 634999 635700 634223 634923 538595 539269 936582 937300 935399 936078 930221 930888 807554 808254 1172329 1173013 1183383 1184035 1170771 1171326 
2 64 27325 28048 18948 19610 24347 24934 1390 2085 104302 104992 104141 104754 104142 104754 78266 79242 205953 206623 214041 214735 217409 218136 175172 175836 380793 381417 375947 376491 380827 381417 314645 314991 630180 630873 635750 636478 634979 635637 539322 539969 937351 937854 936122 936534 930933 931204 808298 808906 1173057 1173298 1184079 1184345 1171370 1171951 
3 96 28115 28838 19656 20384 24986 25813 2139 2816 105050 105777 104801 105545 104810 105485 79296 80072 206668 207393 214795 215434 218185 218906 175889 176713 381464 382153 376556 377230 381485 382152 315037 315742 630929 631444 636523 637221 635683 636475 540013 540753 937901 938662 936585 937262 931253 931928 808950 809640 1173342 1174017 1184389 1185040 1171998 1172534 
4 128 28952 29599 20490 21094 25941 26639 2930 3850 105876 106562 105634 106050 105580 106048 80170 80854 207498 208276 215530 216383 218993 219644 176797 177500 382266 382776 377315 377840 382244 382776 315825 316495 631530 632174 637303 637957 636550 637228 540841 541345 938749 939062 937341 937852 932001 932465 809715 810376 1174090 1174603 1185113 1185379 1172611 1173016 
5 160 29665 30624 21149 21872 26689 27419 3904 4631 106616 107428 106115 106845 106095 106797 80910 81621 208333 209045 216455 217343 219691 220532 177556 178431 382827 383544 377890 378597 382832 383494 316540 317216 632219 632773 638009 638978 637273 637952 541392 542093 939107 939802 937897 938652 932509 933171 810421 811374 1174650 1175330 1185423 1186074 1173061 1173671 
6 192 30688 31254 21922 22770 27467 28314 4675 5357 107485 108226 106893 107615 106844 107476 81680 82404 209110 209811 217392 218109 220592 221314 178486 179152 383593 384255 378657 379359 383562 384256 317274 317942 632817 633408 639034 639741 637997 638642 542137 542615 939853 940118 938696 939062 933215 933829 811418 811749 1175376 1175900 1186118 1186384 1173718 1174038 
7 224 31306 32062 22837 23560 28369 29086 5416 6087 108281 109010 107670 108382 107540 108213 82453 83182 209861 210569 218181 218904 221361 222011 179197 179919 384310 385027 379412 380012 384315 385026 318001 318679 633482 634185 639793 640511 638690 639365 542659 543339 940162 940893 939111 939801 933874 934545 811793 812690 1175947 1176628 1186428 1187095 1174082 1174602 
8 256 32150 32807 23650 24336 29177 29903 6205 6840 109109 109956 108477 109287 108322 109067 83276 83790 210654 211463 218996 219643 222123 222817 180002 180713 385122 385843 380100 380757 385113 385840 318774 319553 634281 634928 640587 641269 639453 640150 543421 544055 940967 941446 939874 940542 934618 934883 812764 813200 1176712 1176974 1187168 1187435 1174675 1175331 
9 288 32876 33602 24390 25190 29976 30787 6892 7608 110012 110755 109336 110088 109118 109954 83849 84584 211509 212236 219708 220538 222870 223586 180761 181497 385891 386585 380808 381381 385888 386473 319597 320335 634984 635700 641313 642022 640196 640879 544109 544896 941490 942177 940587 941367 934932 935610 813244 814105 1177018 1177716 1187479 1188145 1175376 1175899 
