0 0 183759 184118 175342 175957 170309 170958 0 262 184345 184835 175953 176274 171011 171681 
1 32 184166 184831 176002 176666 171002 171677 306 922 184882 185713 176320 176979 171725 172348 
2 64 184876 185131 176710 177538 171721 171981 966 1229 185759 186014 177023 177687 172392 172750 
3 96 185176 185943 177582 178247 172025 172698 1273 1891 186059 186705 177731 178388 172794 173416 
4 128 186017 186347 178322 178973 172771 173221 1964 2445 186781 187060 178461 179081 173489 173942 
5 160 186393 187056 179018 179716 173266 173938 2489 3106 187109 187754 179125 179796 173986 174611 
6 192 187100 187578 179760 180333 173982 174332 3150 3474 187800 188297 179840 180337 174655 175284 
7 224 187623 188293 180378 181033 174376 175043 3518 4141 188346 188993 180382 181085 175328 175956 
8 256 188366 188997 181107 181603 175118 175562 4214 4472 189068 189711 181158 181811 176029 176667 
9 288 189044 189707 181648 182307 175607 176272 4516 5180 189757 190406 181856 182707 176712 177539 
10 320 189751 190005 182351 182717 176316 176708 5224 5942 190452 190716 182752 183418 177586 178249 
11 352 190050 190712 182763 183424 176752 177543 5986 6615 190761 191405 183465 184112 178295 178923 
12 384 190785 191424 183500 184116 177621 178253 6688 6946 191481 192133 184188 184832 178996 179607 
13 416 191469 192129 184162 184817 178299 178972 6990 7620 192182 192859 184878 185711 179651 180286 
14 448 192173 192429 184861 185120 179016 179611 7664 8036 192903 193155 185755 186011 180330 180676 
15 480 192473 193139 185164 185828 179655 180332 8080 8694 193199 193847 186055 186703 180720 181337 
16 512 193212 193851 185901 186345 180405 181086 8767 9028 193922 194562 186777 187058 181410 181819 
17 544 193897 194558 186389 187046 181131 181810 9072 9692 194608 195274 187104 187752 181865 182710 
18 576 194602 194855 187090 187342 181854 182706 9736 10331 195319 195567 187796 188295 182754 183421 
19 608 194899 195562 187386 188051 182750 183417 10375 10992 195611 196085 188341 188991 183467 184113 
20 640 195636 196470 188124 188385 183491 184117 11065 11411 196158 196474 189065 189708 184190 184834 
21 672 196516 197175 188429 189091 184164 184830 11455 12125 196522 197179 189753 190404 184880 185712 
22 704 197219 197572 189135 189712 184874 185130 12169 12429 197225 197886 190448 190713 185757 186012 
23 736 197616 198478 189759 190423 185174 185942 12473 13230 197931 198482 190758 191404 186057 186704 
24 768 198551 199148 190496 190969 186016 186346 13303 13789 198559 199152 191478 192131 186780 187059 
25 800 199194 199857 191014 191670 186391 187050 13833 14471 199198 199861 192177 192819 187106 187753 
26 832 199901 200196 191714 192135 187094 187577 14515 14848 199905 200561 192864 193140 187798 188296 
27 864 200241 200909 192183 192860 187621 188288 14892 15543 200606 201082 193185 193829 188343 188992 
28 896 200982 201591 192936 193408 188362 188996 15616 16135 201155 201595 193902 194559 189067 189709 
29 928 201637 202308 193453 194108 189042 189701 16179 16803 201641 202312 194604 195259 189756 190405 
30 960 202352 202711 194152 194563 189745 190004 16847 17451 202356 203009 195303 195565 190450 190717 
31 992 202756 203400 194610 195275 190048 190677 17495 18161 203054 203543 195609 196227 190762 191423 
