0 0 0 13 15593 3.154814
0 0 1 12 15578 3.157651
0 0 2 12 15583 3.156637
0 0 3 3 15592 3.152992
0 0 4 0 15576 3.155624
0 0 5 4 15573 3.157043
0 0 6 8 15574 3.157651
0 0 7 12 15582 3.156840
0 0 8 6 15545 3.163138
0 0 9 2 15544 3.162527
0 0 10 4 15545 3.162731
0 0 11 8 15545 3.163545
0 0 12 2 15547 3.161917
0 0 13 0 15542 3.162527
0 0 14 0 15543 3.162324
0 0 15 1 15543 3.162527
0 1 0 67 20560 2.398478
0 1 1 75 20550 2.400586
0 1 2 75 20555 2.400000
0 1 3 72 20560 2.399063
0 1 4 85 20532 2.403873
0 1 5 65 20515 2.403521
0 1 6 69 20532 2.401994
0 1 7 66 20532 2.401642
0 1 8 75 20484 2.408349
0 1 9 63 20486 2.406698
0 1 10 67 20486 2.407170
0 1 11 58 20486 2.406109
0 1 12 59 20486 2.406227
0 1 13 52 20484 2.405638
0 1 14 52 20484 2.405638
0 1 15 48 20484 2.405167
