0 0 15 420 17 433 19 424 8 413 11 414 4 405 6 406 0 401 2 402 13 423 15 419 
1 32 465 866 478 878 469 868 457 854 461 855 449 845 451 846 445 841 447 842 467 863 465 862 
2 64 911 1307 922 1322 912 1309 898 1292 900 1293 889 1284 891 1285 885 1280 887 1281 908 1300 906 1299 
3 96 1350 1744 1365 1768 1352 1746 1335 1729 1337 1730 1328 1724 1330 1723 1323 1719 1326 1720 1344 1737 1342 1736 
4 128 1809 2212 1834 2240 1811 2214 1794 2199 1797 2200 1789 2190 1787 2189 1782 2185 1785 2186 1801 2204 1799 2203 
5 160 2256 2649 2286 2687 2258 2651 2243 2637 2245 2638 2236 2631 2234 2630 2229 2626 2232 2627 2251 2646 2247 2645 
6 192 2694 3088 2733 3138 2695 3093 2681 3075 2683 3076 2676 3069 2674 3068 2670 3066 2672 3067 2691 3091 2689 3087 
7 224 3132 3526 3184 3585 3137 3534 3119 3513 3121 3514 3115 3510 3113 3509 3109 3505 3111 3506 3134 3532 3131 3525 
8 256 3593 3996 3655 4063 3598 4000 3577 3983 3579 3984 3575 3978 3575 3977 3568 3969 3570 3970 3597 3999 3589 3994 
9 288 4040 4435 4107 4507 4045 4444 4027 4420 4029 4421 4023 4416 4021 4415 4013 4407 4016 4408 4043 4436 4041 4440 
10 320 4479 4874 4551 4952 4488 4886 4465 4859 4467 4860 4461 4854 4463 4855 4451 4847 4455 4848 4481 4876 4484 4882 
11 352 4917 5310 4995 5395 4929 5327 4902 5294 4904 5297 4897 5293 4906 5298 4890 5285 4893 5286 4919 5312 4925 5323 
12 384 5375 5780 5458 5865 5392 5796 5360 5761 5363 5765 5356 5760 5366 5764 5348 5750 5351 5751 5375 5777 5397 5802 
13 416 5824 6218 5909 6310 5842 6241 5806 6199 5810 6205 5804 6198 5808 6206 5794 6188 5796 6189 5821 6219 5849 6245 
14 448 6262 6656 6354 6754 6285 6684 6244 6637 6249 6647 6242 6636 6254 6648 6232 6626 6234 6627 6264 6657 6291 6689 
15 480 6700 7096 6797 7198 6728 7127 6681 7073 6690 7092 6679 7072 6695 7093 6669 7062 6671 7063 6701 7101 6732 7134 
16 512 7162 7567 7261 7669 7195 7603 7137 7539 7167 7571 7135 7538 7159 7563 7125 7527 7127 7528 7165 7567 7205 7614 
17 544 7613 8015 7713 8115 7649 8051 7584 7977 7619 8019 7582 7976 7607 8007 7571 7973 7575 7985 7613 8008 7660 8061 
18 576 8060 8460 8159 8560 8097 8500 8022 8425 8064 8465 8020 8417 8053 8454 8018 8416 8030 8426 8053 8453 8108 8508 
19 608 8504 8904 8603 9006 8547 8948 8469 8868 8508 8911 8463 8857 8498 8891 8459 8856 8471 8869 8496 8890 8551 8952 
20 640 8971 9380 9069 9477 9026 9437 8931 9339 8978 9390 8921 9321 8955 9368 8919 9320 8936 9340 8953 9362 9019 9427 
21 672 9426 9828 9521 9924 9483 9885 9383 9784 9437 9839 9366 9773 9412 9808 9364 9766 9386 9785 9408 9807 9472 9875 
22 704 9876 10280 9968 10370 9930 10334 9828 10229 9887 10288 9818 10213 9853 10247 9810 10212 9832 10240 9851 10246 9919 10321 
23 736 10325 10731 10413 10815 10377 10778 10272 10674 10335 10738 10257 10652 10291 10698 10255 10651 10284 10684 10289 10685 10364 10766 
24 768 10799 11205 10878 11284 10844 11250 10738 11143 10808 11217 10716 11116 10761 11174 10715 11115 10747 11145 10749 11146 10832 11239 
25 800 11249 11651 11329 11731 11295 11696 11187 11581 11261 11662 11161 11554 11218 11619 11159 11553 11189 11582 11191 11591 11283 11684 
26 832 11695 12098 11775 12175 11741 12141 11625 12023 11706 12106 11600 11996 11663 12066 11597 11995 11627 12024 11635 12036 11728 12128 
27 864 12141 12543 12218 12620 12186 12587 12066 12462 12151 12552 12040 12438 12109 12512 12038 12437 12068 12464 12081 12483 12171 12573 
28 896 12607 13015 12683 13090 12655 13063 12526 12925 12615 13025 12503 12902 12576 12991 12501 12901 12527 12926 12549 12956 12640 13047 
29 928 13059 13459 13134 13534 13107 13507 12969 13367 13070 13469 12947 13340 13035 13435 12945 13339 12971 13368 13000 13400 13091 13491 
30 960 13503 13904 13578 13979 13551 13952 13411 13805 13514 13915 13385 13778 13479 13880 13383 13777 13413 13806 13444 13845 13535 13937 
31 992 13947 14347 14022 14423 13995 14396 13848 14242 13958 14360 13822 14215 13923 14324 13820 14214 13850 14243 13888 14288 13980 14381 
32 1024 14411 14816 14486 14890 14463 14868 14307 14711 14423 14830 14279 14680 14387 14796 14277 14679 14307 14712 14355 14759 14448 14853 
33 1056 14860 15257 14934 15332 14912 15309 14755 15148 14874 15271 14725 15119 14840 15237 14723 15118 14757 15149 14803 15201 14897 15294 
34 1088 15301 15700 15376 15774 15353 15751 15192 15587 15315 15712 15164 15558 15281 15680 15162 15557 15194 15588 15247 15646 15338 15735 
35 1120 15743 16142 15817 16215 15794 16192 15630 16024 15755 16153 15602 16001 15723 16122 15600 16000 15632 16025 15689 16089 15778 16176 
36 1152 16205 16611 16278 16683 16259 16663 16088 16486 16217 16622 16065 16463 16185 16593 16063 16462 16089 16487 16155 16560 16244 16648 
37 1184 16655 17054 16727 17128 16707 17107 16530 16923 16666 17067 16508 16901 16637 17040 16506 16900 16532 16924 16604 17005 16692 17092 
38 1216 17098 17496 17172 17570 17151 17549 16967 17361 17111 17509 16946 17340 17084 17482 16944 17339 16969 17362 17049 17448 17136 17534 
39 1248 17539 17937 17613 18011 17592 17992 17404 17796 17552 17950 17384 17776 17525 17925 17382 17775 17406 17797 17491 17891 17577 17975 
40 1280 18001 18401 18074 18481 18057 18463 17861 18262 18013 18422 17840 18244 17988 18400 17838 18243 17861 18263 17954 18361 18042 18448 
41 1312 18446 18840 18525 18924 18507 18906 18306 18699 18466 18864 18289 18680 18444 18839 18287 18679 18308 18700 18405 18805 18494 18892 
42 1344 18885 19278 18968 19367 18950 19348 18743 19137 18908 19308 18725 19117 18883 19277 18723 19116 18745 19138 18849 19250 18936 19335 
43 1376 19322 19716 19410 19811 19391 19791 19180 19573 19351 19752 19161 19554 19320 19715 19159 19552 19182 19574 19293 19694 19378 19777 
44 1408 19782 20185 19874 20278 19859 20264 19638 20036 19815 20223 19617 20015 19779 20186 19615 20014 19638 20037 19757 20163 19844 20249 
45 1440 20229 20623 20322 20721 20308 20709 20080 20472 20269 20668 20060 20453 20231 20622 20058 20452 20082 20473 20207 20605 20293 20692 
46 1472 20670 21078 20765 21162 20753 21150 20516 20911 20716 21116 20498 20892 20666 21070 20496 20891 20518 20912 20649 21050 20736 21134 
47 1504 21122 21523 21206 21608 21195 21596 20954 21346 21159 21564 20936 21327 21113 21515 20934 21326 20956 21347 21093 21494 21177 21577 
48 1536 21587 21987 21671 22076 21663 22070 21409 21808 21627 22035 21391 21788 21579 21988 21389 21787 21411 21809 21557 21967 21644 22049 
49 1568 22031 22427 22120 22513 22116 22514 21852 22247 22081 22482 21833 22227 22033 22428 21831 22226 21854 22248 22011 22412 22093 22492 
50 1600 22471 22867 22557 22951 22559 22954 22291 22683 22526 22927 22272 22664 22473 22868 22270 22663 22293 22684 22456 22855 22536 22936 
51 1632 22910 23306 22994 23388 22997 23389 22726 23119 22970 23373 22708 23100 22912 23307 22706 23099 22728 23120 22898 23297 22979 23380 
52 1664 23369 23772 23451 23850 23457 23864 23182 23582 23438 23842 23164 23564 23371 23771 23162 23563 23184 23583 23360 23765 23450 23847 
53 1696 23817 24217 23894 24295 23908 24306 23626 24020 23886 24282 23609 24002 23815 24209 23607 24001 23628 24021 23809 24208 23891 24284 
54 1728 24261 24660 24339 24739 24350 24749 24064 24457 24326 24719 24047 24439 24254 24648 24045 24438 24066 24458 24252 24649 24328 24721 
