0 0 12 282 6 281 0 268 
1 32 329 790 327 767 314 755 
2 64 836 1106 813 1092 801 1071 
3 96 1152 1612 1138 1582 1117 1556 
4 128 1681 1951 1651 1929 1625 1895 
5 160 1997 2515 1975 2424 1941 2380 
6 192 2561 2831 2470 2749 2426 2696 
7 224 2877 3339 2795 3235 2742 3187 
8 256 3408 3679 3304 3572 3257 3536 
9 288 3725 4186 3618 4059 3582 4026 
10 320 4232 4504 4105 4373 4072 4351 
11 352 4550 5011 4419 4858 4397 4840 
12 384 5080 5351 4927 5196 4909 5189 
13 416 5397 5858 5242 5680 5235 5677 
14 448 5904 6177 5726 5999 5723 5998 
15 480 6223 6692 6046 6491 6044 6477 
16 512 6761 7031 6560 6838 6546 6817 
17 544 7077 7537 6884 7330 6863 7302 
18 576 7583 7854 7376 7653 7348 7618 
19 608 7900 8362 7699 8160 7664 8101 
20 640 8431 8701 8229 8509 8170 8441 
21 672 8747 9308 8555 8999 8487 8931 
22 704 9354 9618 9045 9324 8977 9309 
23 736 9664 10126 9370 9812 9356 9802 
24 768 10195 10462 9881 10153 9871 10152 
25 800 10508 10976 10200 10644 10198 10643 
26 832 11022 11289 10691 10978 10689 10977 
27 864 11335 11796 11026 11468 11024 11467 
28 896 11865 12297 11539 11812 11537 11811 
29 928 12345 12828 11859 12296 11857 12295 
30 960 12874 13147 12343 12615 12341 12614 
31 992 13193 13640 12662 13138 12660 13126 
32 1024 13709 14174 13207 13642 13195 13641 
33 1056 14221 14673 13690 14173 13688 14159 
34 1088 14719 15007 14219 14483 14205 14469 
35 1120 15054 15502 14529 15006 14515 14986 
36 1152 15571 16028 15075 15504 15055 15503 
37 1184 16075 16534 15552 16027 15550 16016 
38 1216 16580 16875 16073 16338 16062 16327 
39 1248 16922 17363 16384 16874 16373 16854 
40 1280 17432 17892 16943 17365 16923 17364 
41 1312 17939 18388 17413 17891 17411 17882 
42 1344 18434 18727 17937 18205 17928 18193 
43 1376 18774 19230 18251 18726 18239 18714 
44 1408 19299 19758 18795 19232 18783 19231 
