0 0 2608 3053 1719 2133 0 469 556 1060 30134 30437 31378 31860 31496 31983 32747 33196 72941 73415 75018 75494 72957 73451 75901 76177 130345 130799 130854 131302 130834 131118 128641 129071 958621 958987 958466 958819 958093 958607 956574 956982 1011843 1012211 1013029 1013343 1014092 1014541 1013114 1013565 1091211 1091647 1090356 1090664 1097071 1097410 1090992 1091611 1188638 1188918 1183531 1183983 1187978 1188430 1190458 1190890 
1 32 3107 3575 2189 2657 526 1029 1118 1592 30486 30940 31913 32362 32032 32644 33256 33739 73462 73921 75547 76082 73501 74031 76241 76735 130845 131292 131349 131808 131165 131692 129117 129556 959035 959518 958895 959456 958664 959128 957036 957539 1012265 1012740 1013405 1013861 1014595 1015100 1013611 1014069 1091716 1092299 1090713 1091190 1097489 1097956 1091658 1092267 1188965 1189424 1184030 1184574 1188477 1188915 1190937 1191401 
2 64 3631 4039 2712 3243 1082 1545 1638 2121 30990 31464 32412 32726 32690 33169 33795 34275 73977 74436 76141 76608 74082 74563 76781 77264 131338 131694 131854 132186 131738 132001 129603 129875 959568 959863 959511 959855 959178 959675 957588 958030 1012786 1013151 1013907 1014275 1015151 1015448 1014123 1014563 1092364 1092945 1091242 1091614 1098006 1098567 1092317 1092943 1189470 1189742 1184620 1184894 1188962 1189245 1191447 1191740 
3 96 4090 4596 3298 3778 1618 2118 2171 2634 31524 31983 32772 33214 33217 33730 34332 34834 74485 74943 76656 77099 74609 75067 77311 77770 131740 132184 132232 132753 132047 132533 129921 130380 959917 960407 959920 960406 959726 960203 958091 958599 1013199 1013676 1014326 1014858 1015494 1015976 1014617 1015134 1093025 1093637 1091664 1092159 1098619 1099090 1093002 1093493 1189788 1190243 1184940 1185385 1189292 1189734 1191786 1192241 
4 128 4693 5006 3875 4390 2214 2673 2731 3249 32071 32650 33298 33754 33824 34279 34910 35360 75013 75494 77190 77658 75136 75534 77847 78218 132253 132755 132822 133254 132603 133045 130450 130925 960489 960893 960539 960904 960304 960640 958682 959125 1013755 1014108 1014951 1015375 1016067 1016481 1015211 1015675 1093855 1094391 1092271 1092570 1099177 1099631 1093612 1093958 1190312 1190579 1185457 1185925 1189806 1190273 1192310 1192592 
5 160 5078 5651 4450 4940 2725 3246 3308 3774 32698 33189 33808 34286 34328 34834 35406 35865 75540 76079 77709 78209 75591 76110 78267 78816 132801 133243 133301 133750 133091 133578 130972 131411 960950 961440 960956 961446 960695 961164 959175 959675 1014160 1014640 1015425 1015937 1016535 1017053 1015727 1016185 1094464 1095038 1092621 1093253 1099677 1100131 1094010 1094510 1190625 1191083 1185972 1186418 1190321 1190758 1192639 1193103 
6 192 5697 6001 5001 5421 3298 3782 3822 4161 33239 33733 34338 34792 34883 35308 35916 36403 76131 76578 78259 78813 76160 76614 78864 79301 133289 133578 133796 134084 133629 134080 131459 131910 961505 961935 961521 961940 961213 961673 959723 960070 1014696 1015136 1015986 1016371 1017100 1017528 1016233 1016707 1095099 1095454 1093300 1093838 1100177 1100443 1094585 1095214 1191129 1191416 1186464 1186875 1190805 1191249 1193149 1193478 
7 224 6063 6535 5484 5947 3843 4387 4216 4711 33786 34267 34841 35305 35357 35852 36460 36944 76624 77079 78860 79305 76661 77126 79347 79811 133627 134078 134132 134657 134126 134665 131958 132459 962003 962474 962000 962451 961724 962270 960123 960630 1015198 1015679 1016420 1017007 1017584 1018070 1016756 1017238 1095501 1096036 1093960 1094573 1100491 1100939 1095269 1095810 1191463 1191932 1186922 1187365 1191296 1191738 1193525 1193992 
8 256 6613 7087 6054 6535 4494 4954 4815 5100 34352 34833 35388 35865 35944 36396 37022 37499 77155 77593 79378 79834 77211 77661 79880 80394 134151 134668 134730 135217 134755 135345 132540 133021 962557 963096 962538 963000 962377 962812 960715 961165 1015758 1016182 1017092 1017526 1018164 1018519 1017319 1017797 1096147 1096601 1094675 1095057 1101018 1101304 1095912 1096354 1192001 1192460 1187435 1187880 1191807 1192271 1194061 1194501 
9 288 7145 7681 6583 7048 5008 5630 5167 5674 34882 35356 35917 36364 36452 36941 37547 38011 77639 78112 79882 80397 77710 78206 80448 80920 134717 135179 135264 135712 135394 135955 133067 133577 963159 963639 963065 963534 962871 963339 961220 961734 1016242 1016710 1017576 1018079 1018569 1019066 1017851 1018328 1096695 1097438 1095147 1095788 1101355 1101815 1096406 1096885 1192506 1192971 1187927 1188372 1192318 1192760 1194548 1195016 
