32768 1 1 1 90090 0.363725
32768 1 2 2 45176 1.450682
32768 1 4 4 22990 5.701261
32768 1 8 8 13514 19.397958
32768 1 16 16 9452 55.468472
32768 1 32 32 9818 106.801385
32768 2 1 1 91079 0.719551
32768 2 2 2 45763 2.864148
32768 2 4 4 24222 10.822558
32768 2 8 8 15288 34.294087
32768 2 16 16 12951 80.964868
32768 2 32 32 22981 91.255907
32768 4 1 1 91869 1.426727
32768 4 2 2 47741 5.490962
32768 4 4 4 28167 18.613555
32768 4 8 8 23376 44.856947
32768 4 16 16 29314 71.540970
32768 4 32 32 53371 78.587697
32768 8 1 1 94937 2.761242
32768 8 2 2 52950 9.901568
32768 8 4 4 43837 23.919885
32768 8 8 8 49518 42.351307
32768 8 16 16 68179 61.519001
32768 16 1 1 106125 4.940287
32768 16 2 2 84201 12.453249
32768 16 4 4 91866 22.828380
32768 16 8 8 110104 38.094020
32768 32 1 1 219497 4.777177
32768 32 2 2 176686 11.869373
32768 32 4 4 194476 21.567206
