0 0 0 0 54466 0.601623
0 0 1 0 54466 0.601623
0 1 0 32 54339 0.603384
0 1 1 32 54340 0.603373
0 2 0 328 55500 0.593924
0 2 1 328 55501 0.593914
0 3 0 1240 56601 0.591897
0 3 1 1241 56607 0.591843
0 4 0 680 55508 0.597651
0 4 1 680 55519 0.597531
0 5 0 1245 56828 0.589533
0 5 1 1245 56832 0.589490
0 6 0 1750 57866 0.583933
0 6 1 1750 57863 0.583965
0 7 0 1250 57161 0.586074
0 7 1 1249 57162 0.586053
0 8 0 3063 58757 0.588358
0 8 1 3053 58757 0.588252
0 9 0 1999 58331 0.581694
0 9 1 1999 58331 0.581694
0 10 0 3377 61299 0.565726
0 10 1 3376 61299 0.565717
0 11 0 2781 60188 0.570801
0 11 1 2779 60187 0.570792
0 12 0 3903 61471 0.569205
0 12 1 3897 61471 0.569146
0 13 0 3374 61288 0.565804
0 13 1 3374 61288 0.565804
0 14 0 3969 63750 0.548134
0 14 1 3973 63750 0.548171
0 15 0 3928 63041 0.554328
0 15 1 3927 63041 0.554319
