32768 1 1 1 65366 0.501300
32768 1 2 2 32630 2.008458
32768 1 4 4 16978 7.720108
32768 1 8 8 13965 18.771500
32768 1 16 16 12748 41.127079
32768 1 32 32 13912 75.372053
32768 2 1 1 65593 0.999131
32768 2 2 2 32746 4.002687
32768 2 4 4 17479 14.997654
32768 2 8 8 14864 35.272336
32768 2 16 16 15311 68.485141
32768 2 32 32 34523 60.746517
32768 4 1 1 68225 1.921173
32768 4 2 2 35650 7.353268
32768 4 4 4 20013 26.197372
32768 4 8 8 19667 53.316520
32768 4 16 16 38770 54.092133
32768 4 32 32 76104 55.112793
32768 8 1 1 93519 2.803110
32768 8 2 2 51329 10.214265
32768 8 4 4 31141 33.671880
32768 8 8 8 52543 39.913062
32768 8 16 16 88047 47.637103
32768 16 1 1 103984 5.042006
32768 16 2 2 63357 16.550279
32768 16 4 4 91951 22.807278
32768 16 8 8 116935 35.868679
32768 32 1 1 283492 3.698785
32768 32 2 2 175540 11.946861
32768 32 4 4 204629 20.497114
