0 0 59 
1 64 203 
2 128 206 
3 192 366 
4 256 368 
5 320 369 
6 384 366 
7 448 368 
8 512 364 
9 576 367 
10 640 369 
11 704 367 
12 768 369 
13 832 368 
14 896 365 
15 960 361 
16 1024 345 
17 1088 366 
18 1152 365 
19 1216 368 
20 1280 364 
21 1344 367 
22 1408 365 
23 1472 367 
24 1536 365 
25 1600 367 
26 1664 364 
27 1728 368 
28 1792 363 
29 1856 367 
30 1920 364 
31 1984 359 
32 2048 346 
33 2112 356 
34 2176 354 
35 2240 354 
36 2304 352 
37 2368 355 
38 2432 351 
39 2496 355 
40 2560 351 
41 2624 356 
42 2688 352 
43 2752 356 
44 2816 353 
45 2880 355 
46 2944 351 
47 3008 346 
48 3072 333 
49 3136 358 
50 3200 361 
51 3264 359 
52 3328 360 
53 3392 357 
54 3456 361 
55 3520 357 
56 3584 360 
57 3648 357 
58 3712 360 
59 3776 358 
60 3840 360 
61 3904 358 
62 3968 361 
63 4032 348 
