0 0 30235 30515 33626 33982 33926 34354 0 486 57121 57566 62202 62654 59621 60066 22488 22779 100559 100896 101377 101682 101694 102142 57792 58124 153924 154188 158532 158993 157065 157525 
1 32 30574 31050 34035 34554 34400 34854 535 1027 57625 58090 62700 63135 60118 60622 22826 23296 100950 101397 101734 102211 102188 102644 58171 58694 154234 154683 159041 159483 157577 158022 
2 64 31102 31516 34608 35028 34906 35347 1073 1524 58144 58688 63184 63658 60668 61089 23348 23770 101447 101905 102257 102646 102690 103146 58740 59046 154729 155102 159529 159787 158068 158482 
3 96 31577 32055 35082 35563 35394 35874 1570 2044 58753 59242 63705 64134 61137 61580 23822 24274 101958 102413 102692 103145 103194 103661 59092 59567 155150 155593 159833 160273 158528 158974 
4 128 32157 32537 35661 36096 35967 36403 2130 2555 59330 59784 64215 64680 61660 62090 24349 24709 102493 102964 103231 103704 103735 104149 59637 60069 155663 156060 160342 160782 159043 159485 
5 160 32605 33069 36151 36635 36465 36924 2601 3071 59832 60309 64727 65195 62136 62640 24755 25189 103013 103464 103751 104207 104196 104650 60115 60580 156107 156554 160828 161265 159531 159979 
6 192 33119 33619 36688 37106 36977 37424 3124 3568 60363 60650 65242 65543 62687 63113 25235 25689 103516 103976 104253 104724 104696 105030 60626 61062 156601 157021 161311 161694 160027 160287 
7 224 33685 34151 37160 37663 37479 37952 3628 4103 60705 61179 65596 66042 63166 63656 25735 26223 104024 104524 104771 105252 105078 105585 61108 61573 157073 157530 161744 162228 160333 160780 
8 256 34240 34556 37785 38187 38027 38452 4187 4759 61276 61695 66126 66613 63745 64144 26297 26801 104610 105032 105325 105752 105667 106118 61644 62083 157604 158071 162308 162773 160851 161268 
9 288 34619 35174 38245 38698 38509 38983 4816 5340 61751 62200 66663 67109 64207 64677 26847 27283 105082 105585 105799 106263 106166 106624 62132 62640 158118 158559 162860 163367 161315 161767 
10 320 35230 35563 38760 39224 39037 39376 5387 5838 62247 62665 67160 67596 64723 64995 27329 27738 105641 106088 106309 106653 106670 107111 62688 63111 158620 159098 163433 163706 161813 162228 
11 352 35633 36094 39289 39738 39432 39927 5885 6392 62713 63177 67644 68085 65042 65526 27784 28223 106149 106587 106699 107162 107157 107615 63157 63655 159163 159628 163770 164245 162276 162754 
12 384 36199 36644 39814 40121 40017 40466 6480 6849 63261 63731 68163 68609 65630 66038 28302 28720 106663 107112 107245 107701 107692 108068 63725 64141 159725 160184 164382 164773 162871 163370 
13 416 36703 37240 40195 40635 40518 40996 6912 7363 63779 64226 68655 69094 66084 66589 28776 29220 107159 107634 107761 108221 108119 108584 64187 64646 160311 160881 164882 165528 163436 163902 
14 448 37297 37667 40690 41161 41050 41458 7410 7819 64272 64679 69157 69424 66644 66981 29275 29778 107680 108068 108279 108734 108630 108995 64692 64965 160930 161372 165577 166085 163950 164451 
15 480 37720 38182 41236 41717 41515 41975 7865 8324 64726 65168 69478 69928 67027 67483 29825 30284 108114 108566 108788 109265 109042 109497 65011 65475 161432 161967 166131 166730 164498 165056 
16 512 38277 38703 41820 42267 42061 42438 8401 8829 65253 65745 70013 70424 67560 67838 30367 30653 108639 109097 109340 109766 109567 110023 65544 65971 162097 162551 166817 167249 165148 165555 
17 544 38758 39225 42316 42806 42491 42990 8875 9338 65791 66250 70472 70914 67890 68345 30707 31161 109144 109597 109818 110273 110072 110530 66019 66477 162613 163131 167309 167811 165608 166088 
18 576 39277 39566 42861 43336 43048 43486 9386 9853 66300 66630 70963 71430 68409 68821 31207 31538 109643 110040 110319 110745 110577 111049 66523 66786 163215 163696 167858 168321 166134 166702 
19 608 39619 40103 43382 43850 43546 44035 9906 10441 66678 67130 71490 71951 68867 69322 31584 32046 110087 110536 110798 111277 111097 111562 66832 67289 163744 164216 168369 168845 166751 167246 
20 640 40198 40635 43951 44446 44119 44479 10535 10825 67223 67687 72063 72476 69426 69871 32126 32525 110636 111052 111353 111759 111636 112110 67358 67801 164287 164735 168918 169365 167342 167810 
21 672 40692 41159 44509 44989 44527 44997 10874 11342 67737 68253 72522 73035 69942 70415 32573 33011 111106 111596 111806 112268 112163 112628 67848 68315 164781 165227 169415 169869 167856 168320 
22 704 41213 41672 45052 45563 45045 45525 11402 11715 68299 68708 73094 73726 70467 70862 33057 33461 111643 112114 112316 112763 112680 113152 68366 68714 165273 165557 169916 170386 168367 168822 
23 736 41721 42201 45626 46098 45577 46061 11765 12225 68761 69247 73779 74277 70912 71398 33507 33945 112170 112627 112814 113286 113199 113653 68760 69222 165604 166047 170433 170879 168870 169324 
24 768 42293 42800 46196 46688 46161 46620 12325 12789 69330 69816 74373 74841 71486 71953 34026 34487 112703 113206 113355 113730 113735 114186 69292 69710 166118 166574 170948 171385 169395 169849 
25 800 42856 43376 46750 47200 46668 47185 12836 13298 69863 70330 74890 75366 72002 72464 34537 34995 113252 113701 113776 114245 114235 114695 69756 70266 166622 167069 171435 171912 169896 170342 
26 832 43429 43880 47249 47779 47239 47764 13354 13774 70390 70837 75414 75913 72510 72988 35044 35386 113749 114187 114294 114733 114741 115140 70312 70584 167115 167384 171959 172406 170388 170658 
27 864 43926 44438 47842 48388 47812 48374 13827 14291 70884 71333 75959 76398 73043 73721 35432 35932 114238 114681 114782 115264 115186 115648 70630 71095 167431 167876 172453 172896 170704 171152 
28 896 44533 45002 48498 48941 48480 48939 14369 14787 71411 71865 76471 76745 73809 74289 36007 36408 114757 115227 115356 115758 115723 116125 71164 71434 167946 168379 172966 173415 171221 171489 
29 928 45053 45560 48990 49487 49002 49479 14839 15347 71911 72363 76805 77246 74344 74830 36455 36914 115279 115746 115810 116279 116171 116645 71480 71948 168425 168875 173462 173905 171536 171982 
30 960 45634 46078 49544 49999 49536 49990 15393 15863 72418 72861 77302 77632 74876 75328 36964 37419 115804 116264 116325 116743 116692 117103 71996 72425 168921 169363 173952 174220 172028 172440 
31 992 46130 46619 50045 50547 50040 50547 15910 16367 72908 73370 77683 78171 75378 75911 37465 37911 116314 116808 116791 117263 117150 117635 72471 72942 169413 169868 174266 174719 172490 172954 
32 1024 46717 47197 50627 51093 50634 51094 16441 16894 73443 73748 78249 78671 75984 76436 37983 38432 116887 117272 117353 117816 117730 118207 73013 73612 169938 170395 174789 175067 173026 173496 
33 1056 47249 47763 51141 51650 51143 51648 16949 17470 73804 74292 78728 79259 76482 76958 38478 38935 117322 117807 117868 118337 118254 118719 73658 74115 170448 170912 175113 175599 173544 174005 
34 1088 47824 48326 51697 52142 51700 52165 17520 17962 74342 74830 79323 79810 77005 77477 38981 39354 117868 118322 118383 118848 118767 119208 74161 74571 170960 171382 175648 176094 174051 174475 
35 1120 48372 48834 52194 52691 52216 52696 18008 18464 74895 75360 79858 80336 77528 78068 39400 39887 118369 118850 118898 119380 119255 119727 74617 75075 171431 171887 176142 176601 174523 174987 
36 1152 48919 49367 52768 53178 52786 53241 18543 18838 75448 75917 80430 80900 78147 78419 39982 40353 118937 119379 119468 119928 119815 120266 75145 75577 171962 172438 176670 177123 175057 175600 
37 1184 49415 49877 53232 53761 53292 53772 18893 19357 75963 76436 80953 81447 78468 78952 40399 40835 119436 119923 119976 120448 120317 120787 75623 76075 172486 172953 177170 177627 175652 176119 
38 1216 49929 50210 53811 54306 53833 54303 19403 19914 76485 76959 81497 81893 78999 79273 40881 41186 119969 120270 120494 120827 120835 121300 76122 76528 173001 173418 177674 177956 176165 176602 
39 1248 50272 50724 54372 54948 54352 54826 19962 20438 77006 77470 81939 82414 79325 79810 41232 41690 120343 120819 120880 121379 121348 121821 76574 77020 173465 173921 178004 178492 176649 177113 
40 1280 50822 51126 55047 55469 54909 55277 20541 20970 77563 78085 82496 82939 79893 80343 41786 42234 120895 121378 121468 121913 121899 122352 77090 77487 173994 174473 178561 179010 177182 177635 
41 1312 51182 51654 55524 56023 55328 55783 21017 21481 78139 78614 82987 83466 80396 80897 42281 42788 121425 121908 121960 122428 122401 122865 77534 78074 174519 174974 179056 179503 177683 178137 
42 1344 51703 52139 56074 56516 55853 56312 21536 21992 78662 79185 83524 83844 80950 81446 42835 43247 121955 122403 122479 122956 122913 123342 78121 78404 175020 175289 179549 179933 178183 178497 
43 1376 52193 52692 56564 57050 56369 56836 22043 22507 79243 79711 83890 84364 81505 81983 43293 43740 122462 122942 123002 123527 123390 123846 78450 78901 175335 175795 179980 180432 178544 179010 
44 1408 52777 53178 57157 57572 56927 57227 22593 22867 79803 80242 84437 84878 82085 82515 43814 44099 123040 123532 123613 124064 123919 124481 78971 79267 175865 176311 180501 181007 179081 179518 
45 1440 53231 53693 57628 58132 57278 57749 22916 23397 80302 80774 84925 85409 82562 83064 44145 44612 123581 124062 124112 124578 124532 125007 79313 79767 176357 176825 181054 181495 179565 180017 
46 1472 53751 54204 58186 58719 57799 58147 23451 23796 80820 81239 85459 85788 83116 83589 44663 45022 124109 124589 124628 125083 125054 125501 79813 80233 176871 177131 181541 181812 180063 180437 
47 1504 54250 54708 58769 59287 58208 58733 23859 24304 81292 81766 85835 86468 83646 84130 45070 45565 124637 125123 125129 125587 125549 126005 80280 80739 177177 177633 181858 182311 180486 181006 
48 1536 54789 55276 59379 59789 58829 59304 24378 24847 81847 82302 86569 87019 84217 84661 45638 46090 125193 125596 125656 126130 126078 126514 80809 81235 177704 178143 182380 182657 181075 181515 
49 1568 55323 55792 59838 60308 59360 59830 24893 25345 82359 82825 87074 87566 84711 85190 46136 46585 125642 126126 126177 126632 126561 127017 81282 81739 178189 178647 182703 183155 181563 182021 
50 1600 55851 56328 60367 60857 59886 60309 25395 25755 82871 83305 87637 88069 85243 85718 46631 47057 126172 126635 126682 127188 127064 127482 81786 82060 178693 179012 183201 183545 182068 182341 
51 1632 56384 56862 60912 61414 60368 60856 25806 26264 83351 83819 88117 88598 85766 86406 47104 47542 126689 127177 127234 127696 127534 127990 82106 82561 179060 179515 183592 184045 182387 182851 
52 1664 56937 57211 61519 61899 60949 61403 26334 26805 83897 84368 88688 89149 86501 86910 47630 47908 127246 127699 127779 128242 128066 128562 82635 83063 179586 180033 184115 184527 182920 183410 
53 1696 57263 57728 61947 62438 61449 61891 26852 27313 84415 84877 89199 89742 86965 87466 47960 48462 127745 128234 128289 128747 128610 129096 83109 83580 180079 180541 184573 185028 183456 183913 
54 1728 57780 58130 62484 62753 61939 62216 27359 27744 84923 85209 89788 90244 87512 87783 48508 48949 128283 128751 128795 129279 129144 129628 83627 84076 180587 181010 185074 185419 183959 184224 
55 1760 58177 58708 62801 63278 62267 62739 27790 28257 85272 85763 90291 90778 87833 88320 48999 49481 128800 129274 129327 129789 129674 130143 84122 84577 181057 181513 185466 185919 184270 184733 
56 1792 58791 59256 63373 63870 62824 63284 28340 28724 85854 86472 90865 91334 88400 88677 49579 49994 129343 129795 129872 130331 130226 130670 84650 85102 181584 182030 185988 186406 184804 185069 
57 1824 59309 59771 63938 64420 63342 63846 28770 29216 86523 87009 91385 91891 88737 89235 50048 50548 129841 130316 130384 130851 130723 131188 85150 85612 182078 182540 186453 186901 185115 185586 
58 1856 59828 60099 64466 64937 63892 64347 29264 29774 87058 87519 91945 92420 89296 89763 50597 50873 130368 130841 130898 131368 131235 131592 85659 85957 182587 182853 186947 187221 185632 186025 
59 1888 60155 60640 65001 65475 64395 64921 29820 30272 87566 88042 92471 92955 89812 90341 50919 51407 130893 131366 131415 131879 131641 132103 86003 86484 182901 183408 187267 187718 186071 186527 
60 1920 60723 61089 65565 65974 64998 65375 30356 30642 88131 88609 93044 93491 90434 90859 51489 51867 131457 131905 131956 132490 132190 132521 86558 87014 183477 183915 187790 188061 186597 186986 
