0 0 220 669 1180 1496 1307 1598 0 496 25037 25462 26620 27054 25371 25831 28461 28850 76073 76352 74092 74534 67654 68081 72595 72920 140179 140708 138469 138991 132535 132834 128191 128622 915096 915356 915138 915408 919003 919496 915020 915298 
1 32 722 1211 1547 2044 1664 2202 543 1037 25518 25972 27109 27575 25877 26374 28916 29379 76400 76994 74582 75027 68127 68602 72987 73452 140754 141214 139038 139585 132899 133456 128671 129116 915402 915853 915454 915923 919542 919983 915344 915806 
2 64 1265 1536 2093 2521 2260 2758 1087 1399 26018 26513 27622 28109 26426 26873 29429 29816 77041 77326 75074 75360 68649 69119 73500 73949 141261 141549 139637 140135 133510 133896 129162 129479 915900 916351 915969 916357 920029 920346 915852 916130 
3 96 1588 2118 2567 3059 2813 3296 1453 1928 26561 27038 28156 28647 26919 27412 29862 30361 77384 77850 75411 75918 69165 69667 73995 74526 141609 142083 140183 140699 133944 134509 129525 130022 916397 916838 916403 916876 920393 920834 916176 916636 
4 128 2196 2534 3141 3633 3400 3823 2028 2506 27120 27582 28717 29244 27501 27784 30446 30936 77933 78390 75991 76343 69744 70253 74617 75094 142172 142640 140777 141245 134600 135125 130092 130544 916907 917165 916945 917218 920903 921170 916706 916983 
5 160 2580 3048 3688 4151 3885 4362 2559 3032 27633 28116 29307 29785 27834 28315 30984 31440 78437 79048 76396 76995 70299 70772 75143 75640 142686 143158 141291 141760 135181 135759 130611 131169 917211 917700 917264 917747 921216 921670 917029 917493 
6 192 3114 3429 4200 4614 4415 4887 3082 3390 28163 28648 29831 30267 28374 28709 31508 32057 79101 79599 77043 77329 70818 71293 75690 76165 143205 143674 141806 142107 135841 136556 131218 131773 917746 918005 917794 918068 921716 921984 917539 917816 
7 224 3494 3994 4670 5119 4955 5431 3438 3903 28695 29235 30313 30868 28755 29259 32116 32614 79651 80174 77381 77841 71339 71846 76216 76692 143721 144196 142165 142637 136615 137138 131821 132504 918051 918502 918114 918616 922030 922472 917862 918320 
8 256 4074 4535 5219 5725 5520 5794 3983 4529 29321 29790 30969 31426 29355 29799 32701 33182 80245 80682 77917 78383 71925 72395 76764 77222 144273 144715 142713 143238 137237 137710 132591 133059 918571 918949 918685 918957 922541 922801 918389 918657 
9 288 4587 5076 5780 6276 5843 6336 4586 5069 29853 30359 31480 32043 29846 30358 33235 33686 80729 81175 78429 79046 72442 72898 77269 77794 144765 145253 143291 143855 137789 138310 133108 133628 918995 919492 919003 919494 922847 923292 918703 919174 
10 320 5125 5643 6326 6793 6385 6842 5122 5647 30414 30889 32092 32515 30415 30887 33733 34171 81221 81498 79097 79597 72945 73428 77843 78171 145302 145750 143905 144402 138357 138849 133678 134134 919538 919799 919540 919803 923338 923599 919220 919498 
11 352 5692 6193 6840 7389 6893 7456 5694 6166 30936 31420 32561 33009 30933 31419 34217 34662 81551 81995 79647 80100 73478 73946 78217 78708 145796 146263 144469 144951 138920 139573 134181 134662 919845 920343 919849 920345 923645 924098 919544 920000 
12 384 6296 6775 7479 7884 7557 8046 6254 6763 31513 32054 33082 33354 31528 32065 34736 35208 82071 82499 80178 80484 74018 74527 78786 79252 146350 146772 145027 145489 139652 140122 134758 135313 920414 920936 920416 920937 924169 924434 920069 920348 
13 416 6829 7382 7932 8426 8094 8571 6809 7381 32102 32593 33410 33913 32129 32640 35255 35759 82545 83034 80531 81004 74575 75042 79311 79774 146826 147305 145544 146071 140168 140638 135359 135937 920983 921520 920985 921521 924481 924948 920395 920935 
14 448 7434 7873 8472 8976 8622 9131 7438 7880 32643 33167 33961 34355 32688 33202 35810 36274 83083 83532 81056 81372 75097 75577 79836 80315 147352 147886 146117 146554 140685 140999 135990 136470 921566 921828 921568 921840 924995 925260 920981 921241 
15 480 7919 8413 9023 9481 9182 9794 7926 8451 33214 33672 34406 34912 33254 33793 36330 36796 83588 84061 81420 81898 75623 76069 80362 80837 147935 148401 146601 147070 141046 141542 136516 137038 921874 922318 921886 922361 925307 925797 921287 921747 
16 512 8488 8883 9590 10026 9877 10347 8541 8996 33753 34249 35026 35432 33867 34339 36875 37352 84152 84608 81976 82418 76138 76603 80918 81366 148475 148908 147161 147878 141643 142094 137123 137565 922387 922647 922430 922703 925868 926137 921816 922094 
17 544 8929 9397 10082 10569 10396 10959 9048 9514 34307 34772 35483 35989 34386 34910 37399 37875 84659 85133 82481 83002 76650 77097 81421 81900 148954 149410 147925 148385 142151 142626 137611 138050 922693 923158 922749 923228 926183 926652 922140 922601 
18 576 9466 9938 10628 11146 11005 11394 9562 10026 34818 35243 36057 36356 34962 35424 37926 38206 85188 85649 83058 83528 77143 77420 81947 82297 149460 149966 148431 148854 142673 143153 138096 138438 923204 923463 923274 923546 926699 926968 922647 922927 
19 608 9998 10540 11197 11711 11441 11989 10079 10563 35295 35812 36402 36885 35475 35988 38253 38706 85695 86157 83587 84056 77466 77920 82343 82797 150041 150620 148901 149379 143202 143679 138484 138988 923509 923953 923592 924097 927014 927484 922973 923436 
20 640 10644 11142 11810 12239 12093 12532 10666 11150 35903 36338 37003 37549 36071 36350 38797 39207 86253 86714 84153 84608 77989 78393 82866 83138 150728 151161 149464 149968 143764 144215 139058 139577 924022 924303 924167 924433 927555 928006 923505 923780 
21 672 11202 11684 12287 12790 12582 13055 11204 11674 36401 36859 37609 38124 36404 36884 39254 39742 86770 87248 84664 85152 78440 79049 83186 83646 151211 151684 150023 150611 144261 144713 139623 140063 924350 924795 924479 924947 928053 928528 923826 924302 
22 704 11738 12222 12842 13312 13117 13466 11731 12225 36905 37370 38188 38691 36930 37375 39801 40273 87299 87725 85201 85652 79104 79604 83692 84076 151747 152196 150660 151146 144759 145248 140109 140479 924841 925122 924993 925259 928574 928842 924348 924620 
23 736 12284 12784 13362 13836 13529 14043 12282 12784 37417 37973 38739 39204 37428 37972 40327 40775 87776 88245 85705 86167 79657 80310 84124 84598 152245 152736 151194 151668 145294 145740 140531 140994 925168 925628 925305 925796 928889 929350 924666 925120 
24 768 12893 13329 13931 14206 14146 14669 12878 13314 38050 38511 39284 39749 38046 38508 40869 41319 88332 88781 86272 86724 80380 80840 84683 85158 152820 153295 151761 152200 145815 146282 141091 141547 925697 926133 925866 926134 929421 929863 925189 925630 
25 800 13380 13858 14256 14792 14721 15206 13360 13827 38570 39044 39798 40279 38556 39026 41381 41832 88834 89329 86772 87248 80889 81365 85206 85695 153341 153831 152247 152742 146329 146770 141597 142098 926179 926635 926181 926651 929912 930359 925676 926131 
26 832 13923 14213 14839 15298 15260 15551 13873 14158 39090 39591 40325 40799 39074 39514 41883 42308 89377 89815 87298 87726 81413 81897 85752 86170 153882 154335 152793 153259 146816 147264 142145 142624 926681 926949 926697 926965 930405 930676 926177 926438 
27 864 14260 14795 15349 15815 15605 16096 14217 14734 39660 40113 40861 41329 39565 40066 42356 42832 89861 90385 87775 88241 81943 82411 86236 86703 154381 154843 153309 153771 147314 147881 142670 143148 926995 927444 927011 927483 930724 931177 926484 926939 
28 896 14880 15306 15895 16359 16189 16644 14828 15290 40196 40703 41417 41844 40156 40552 42925 43277 90478 90895 88320 88778 82496 83006 86794 87252 154926 155402 153850 154309 147962 148421 143243 143686 927513 928003 927553 928005 931250 931739 927008 927445 
29 928 15358 15837 16411 16870 16690 17173 15340 15842 40749 41233 41900 42358 40608 41110 43334 43799 90941 91452 88830 89334 83052 83520 87311 87898 155451 155916 154356 154830 148468 148905 143737 144217 928049 928514 928051 928526 931786 932243 927492 928001 
30 960 15889 16369 16929 17216 17220 17531 15897 16376 41279 41684 42405 43002 41156 41417 43848 44249 91507 92063 89381 89811 83567 84054 87945 88368 155962 156420 154879 155394 148952 149414 144265 144714 928560 928839 928572 928840 932289 932556 928047 928308 
31 992 16425 16910 17270 17772 17595 18067 16429 16912 41730 42205 43048 43521 41471 41921 44303 44897 92109 92594 89869 90384 84104 84558 88415 88882 156468 157004 155441 155903 149464 149966 144762 145252 928885 929346 928887 929348 932604 933085 928354 928837 
32 1024 16993 17276 17880 18338 18169 18645 16998 17303 42287 42703 43613 44077 42023 42420 44981 45414 92665 93131 90475 90890 84639 85154 88961 89357 157113 157617 155995 156462 150044 150616 145333 145745 929416 929861 929419 929862 933156 933592 928906 929351 
