0 0 3 248 0 245 1 250 2 252 7 261 4 258 5 263 6 264 12 273 
1 32 262 516 259 513 262 504 265 508 275 522 270 519 275 523 276 526 285 534 
2 64 529 779 526 776 516 765 520 767 535 795 531 790 536 782 539 785 547 802 
3 96 791 1039 788 1036 777 1021 779 1024 807 1052 802 1049 795 1040 798 1043 814 1065 
4 128 1084 1330 1080 1327 1064 1310 1070 1312 1101 1344 1093 1341 1086 1332 1088 1334 1110 1361 
5 160 1342 1602 1339 1596 1322 1569 1324 1572 1356 1609 1353 1599 1344 1588 1346 1591 1373 1622 
6 192 1614 1869 1608 1860 1581 1830 1584 1832 1621 1873 1611 1866 1600 1847 1604 1851 1634 1890 
7 224 1881 2132 1873 2121 1842 2086 1844 2089 1886 2142 1878 2124 1860 2103 1863 2106 1902 2146 
8 256 2177 2437 2166 2421 2129 2384 2132 2386 2189 2453 2170 2425 2147 2400 2151 2403 2193 2449 
9 288 2450 2712 2433 2690 2396 2650 2398 2653 2466 2721 2438 2693 2412 2665 2415 2668 2461 2718 
10 320 2729 2990 2702 2964 2662 2920 2665 2922 2733 3008 2705 2973 2677 2935 2680 2938 2730 2994 
11 352 3002 3264 2976 3236 2932 3192 2934 3188 3020 3283 2985 3239 2947 3200 2951 3203 3007 3267 
12 384 3309 3565 3280 3535 3237 3490 3231 3488 3329 3589 3284 3539 3246 3502 3247 3501 3313 3569 
13 416 3577 3838 3547 3806 3503 3756 3500 3759 3601 3860 3552 3809 3514 3769 3513 3765 3582 3841 
14 448 3850 4113 3818 4080 3768 4028 3772 4030 3873 4137 3821 4084 3781 4040 3777 4038 3853 4117 
15 480 4125 4385 4092 4350 4041 4294 4042 4297 4149 4408 4097 4353 4052 4309 4050 4303 4130 4388 
16 512 4432 4677 4394 4639 4337 4581 4341 4583 4456 4708 4398 4643 4355 4596 4350 4595 4436 4681 
17 544 4689 4940 4651 4899 4593 4842 4596 4839 4720 4970 4656 4902 4608 4853 4607 4850 4694 4951 
18 576 4952 5209 4911 5162 4854 5103 4851 5100 4982 5238 4914 5166 4865 5115 4862 5112 4963 5221 
19 608 5222 5476 5174 5422 5116 5359 5113 5356 5250 5499 5179 5425 5127 5369 5124 5366 5233 5479 
20 640 5523 5769 5466 5713 5403 5646 5400 5644 5547 5799 5470 5717 5415 5658 5412 5656 5527 5773 
21 672 5781 6034 5725 5973 5659 5904 5657 5901 5811 6063 5730 5976 5670 5915 5668 5912 5786 6043 
22 704 6046 6304 5985 6237 5916 6165 5913 6163 6076 6332 5988 6241 5927 6177 5924 6171 6055 6316 
23 736 6317 6571 6249 6497 6178 6423 6175 6420 6345 6594 6254 6500 6189 6430 6183 6427 6328 6574 
24 768 6618 6874 6541 6797 6467 6721 6464 6719 6642 6904 6545 6801 6476 6729 6473 6727 6622 6878 
25 800 6886 7150 6809 7067 6733 6989 6731 6986 6916 7179 6814 7070 6741 6997 6739 6993 6891 7158 
