0 23 171002104
1 11 170979176
2 54 171004273
3 23 171019354
4 0 170934924
5 6 170921847
6 31 170937021
7 17 170945082
8 212 336928887
9 212 336917658
10 201 336914857
11 56 336913823
12 204 336412697
13 62 336404770
14 19 336404107
15 58 336405031
1728 415 502571593
1729 417 502575429
1730 356 502573511
1731 506 502559597
1732 351 502082066
1733 382 502085070
1734 350 502083162
1735 499 502073346
1736 728 668279079
1737 667 668275890
1738 763 668300149
1739 757 668268922
1740 702 667739259
1741 632 667737190
1742 758 667747187
1743 723 667732917
3456 886 833753851
3457 1058 833757507
3458 875 833756031
3459 985 833760074
3460 882 833181096
3461 1063 833181932
3462 761 833182098
3463 951 833183423
3464 1274 998816168
3465 1156 998815243
3466 1220 998817519
3467 1160 998815440
3468 1322 998324660
3469 1111 998324007
3470 1082 998326004
3471 1158 998324213
5184 1403 1161126809
5185 1401 1161128616
5186 1418 1161127219
5187 1571 1163543291
5188 1323 1160671379
5189 1399 1160673170
5190 1322 1160671525
5191 1512 1163087813
