0 0 0 2 16548 1.980418
0 0 1 2 16548 1.980418
0 0 2 2 16548 1.980418
0 0 3 2 16549 1.980299
0 0 4 0 16546 1.980418
0 0 5 0 16546 1.980418
0 0 6 0 16546 1.980418
0 0 7 0 16547 1.980299
0 1 0 514 16890 2.000977
0 1 1 512 16890 2.000733
0 1 2 514 16890 2.000977
0 1 3 514 16890 2.000977
0 1 4 512 16888 2.000977
0 1 5 514 16888 2.001221
0 1 6 512 16888 2.000977
0 1 7 512 16888 2.000977
0 2 0 516 19240 1.750053
0 2 1 516 19244 1.749680
0 2 2 516 19240 1.750053
0 2 3 518 19238 1.750427
0 2 4 518 19238 1.750427
0 2 5 518 19246 1.749680
0 2 6 518 19238 1.750427
0 2 7 516 19240 1.750053
0 3 0 667 19947 1.699585
0 3 1 667 19949 1.699409
0 3 2 676 19949 1.700202
0 3 3 669 19949 1.699585
0 3 4 669 19949 1.699585
0 3 5 669 19947 1.699761
0 3 6 672 19947 1.700026
0 3 7 667 19947 1.699585
