0 0 170961 171406 165581 165977 129260 129681 2524 2960 140828 141232 97594 98021 76065 76527 0 442 91565 91983 80067 80483 85503 85912 5431 5833 97056 97493 98934 99374 119480 119892 42827 43237 109246 109653 150723 151146 176725 177137 
1 32 171418 171834 165989 166415 129693 130126 2972 3409 141245 141675 98046 98478 76539 76956 454 1001 91996 92441 80496 80933 85924 86365 5845 6567 97505 97928 99386 99831 119906 120331 43249 43682 109665 110103 151158 151590 177149 177588 
2 64 171846 172258 166427 166866 130138 130563 3421 3963 141687 142121 98490 98930 76969 77383 1013 1446 92453 92863 80945 81391 86377 86808 6579 6990 97940 98340 99844 100256 120343 120755 43695 44116 110115 110541 151602 152051 177600 178015 
3 96 172270 172684 166885 167304 130576 131000 3975 4427 142133 142544 98942 99382 77403 77817 1458 1909 92876 93294 81404 82045 86820 87242 7002 7403 98352 98814 100268 100701 120769 121230 44128 44549 110553 110958 152063 152496 178028 178457 
4 128 172727 173135 167354 167753 131054 131467 4478 4908 142592 143013 99443 99939 77867 78275 1956 2420 93349 93757 82091 82576 87289 87828 7449 7858 98860 99280 100755 101213 121275 121700 44594 45014 111010 111412 152558 152979 178510 178933 
5 160 173147 173565 167766 168193 131482 131907 4921 5348 143025 143559 99983 100423 78287 78775 2432 2872 93770 94193 82588 83010 87842 88307 7870 8289 99293 99739 101225 101865 121712 122133 45026 45708 111425 111835 152993 153472 178945 179377 
6 192 173577 173992 168206 168756 131919 132417 5361 5774 143574 144020 100435 100866 78787 79314 2884 3313 94206 94648 83022 83464 88319 88740 8301 8749 99751 100170 101877 102311 122145 122569 45720 46145 111847 112251 153484 153911 179389 179931 
7 224 174004 174428 168772 169183 132431 132893 5787 6558 144037 144459 100879 101301 79327 79757 3325 3779 94661 95096 83476 83890 88752 89222 8761 9334 100182 100591 102324 102736 122581 122995 46157 46564 112264 112820 153923 154345 179943 180368 
8 256 174472 174885 169242 169681 132948 133370 6606 7043 144537 144936 101348 101897 79802 80201 3832 4233 95141 95559 83938 84360 89267 89696 9377 9845 100634 101037 102782 103185 123038 123448 46607 47020 112896 113312 154394 154867 180418 180841 
9 288 174897 175318 169694 170125 133384 133820 7060 7502 144948 145397 101913 102327 80213 80633 4245 4668 95573 96027 84372 84923 89708 90407 9858 10293 101049 101688 103197 103616 123460 124023 47032 47445 113324 113772 154879 155304 180853 181281 
10 320 175330 175756 170138 170564 133832 134259 7516 7937 145411 145846 102339 102763 80645 81077 4680 5097 96039 96493 84935 85351 90419 90895 10305 10725 101700 102103 103628 104046 124035 124442 47457 47868 113784 114218 155316 155742 181293 181726 
11 352 175768 176186 170577 171017 134271 134707 7949 8441 145862 146425 102775 103212 81089 81495 5109 5587 96512 96941 85363 85820 90907 91341 10737 11138 102115 102529 104059 104586 124454 124901 47880 48453 114230 114655 155756 156185 181739 182166 
12 384 176230 176649 171091 171513 134755 135266 8491 8922 146474 146881 103264 103672 81541 82104 5636 6079 96991 97391 85869 86307 91385 91804 11181 11593 102573 103031 104634 105095 124944 125336 48498 48907 114703 115124 156234 156640 182209 182714 
13 416 176661 177129 171525 171966 135283 135718 8934 9459 146894 147312 103684 104115 82117 82591 6092 6608 97403 97826 86319 86728 91816 92247 11605 12262 103043 103481 105107 105566 125348 125768 48919 49344 115137 115583 156652 157079 182726 183159 
14 448 177141 177566 171978 172389 135734 136165 9474 9918 147326 147743 104127 104604 82603 83033 6620 7039 97838 98239 86740 87147 92260 92714 12276 12753 103495 103906 105578 106057 125780 126195 49356 49769 115595 116068 157091 157580 183171 183595 
15 480 177578 177992 172401 172810 136180 136620 9930 10384 147756 148170 104627 105102 83047 83466 7051 7492 98251 98758 87159 87674 92726 93295 12765 13185 103919 104443 106069 106509 126208 126799 49781 50205 116080 116491 157592 158030 183607 184020 
16 512 178039 178452 172853 173246 136667 137124 10429 10835 148218 148609 105155 105573 83513 83915 7535 7950 98802 99199 87717 88135 93341 93788 13229 13687 104514 104936 106559 107223 126843 127285 50249 50673 116550 116968 158080 158507 184067 184475 
17 544 178464 178881 173258 173658 137136 137558 10847 11314 148621 149134 105585 106073 83928 84348 7962 8449 99212 99614 88147 88578 93800 94229 13699 14110 104949 105393 107235 107673 127297 127756 50686 51242 116981 117424 158520 158960 184487 184910 
18 576 178894 179303 173670 174273 137571 137985 11326 11736 149147 149551 106085 106537 84360 84881 8461 8907 99626 100027 88590 89028 94243 94675 14122 14525 105405 105827 107685 108106 127768 128188 51254 51679 117436 117856 158973 159396 184922 185506 
19 608 179315 179861 174285 174679 137997 138415 11748 12261 149563 149972 106550 107253 84893 85318 8919 9453 100039 100438 89041 89461 94689 95113 14537 15045 105840 106264 108119 108541 128200 128606 51691 52114 117868 118437 159408 159844 185518 185935 
20 640 179909 180319 174726 175121 138461 138890 12322 12773 150017 150414 107302 107797 85369 85821 9499 9931 100490 100893 89507 89969 95161 95595 15090 15509 106307 106716 108590 109024 128649 129048 52161 52580 118536 118937 159891 160366 185981 186391 
21 672 180331 180771 175133 175535 138904 139350 12788 13387 150427 150858 107809 108244 85833 86295 9943 10392 100906 101349 89981 90479 95607 96234 15523 15942 106728 107274 109037 109461 129060 129594 52594 53021 118949 119397 160378 160800 186403 186819 
22 704 180783 181203 175547 175940 139362 139788 13399 13828 150874 151303 108256 108699 86307 86716 10404 10822 101361 101774 90491 90931 96246 96664 15955 16381 107286 107742 109474 110083 129607 130067 53033 53454 119411 119824 160812 161231 186831 187240 
