0 0 147360 147787 144439 144848 99712 100143 97013 97459 28507 29002 29648 30133 3821 4322 0 453 1070 1497 882 1448 2800 3214 1011 1516 11772 12172 12123 12717 23085 23510 21874 22307 49233 49763 48617 49053 77002 77465 70915 71329 106810 107246 112549 112982 131959 132377 134655 135192 157211 157628 156610 157023 171675 172076 168227 168631 
1 32 147801 148240 144861 145317 100164 100642 97471 98088 29046 29873 30149 30615 4334 4781 465 904 1510 1987 1461 1925 3226 3675 1529 2096 12184 12888 12730 13181 23524 24137 22320 22753 49776 50196 49065 49767 77477 78131 71341 71777 107258 107734 112994 113433 132389 132818 135204 135630 157640 158169 157035 157459 172093 172537 168644 169060 
2 64 148256 148691 145333 145813 100655 101216 98105 98556 29944 30637 30741 31272 4794 5229 916 1448 2000 2433 1939 2371 3687 4226 2108 2561 12900 13374 13193 13612 24149 24600 22765 23238 50209 50615 49779 50242 78148 78577 71789 72225 107746 108221 113445 113868 132831 133270 135642 136070 158181 158603 157471 158069 172551 172987 169072 169642 
3 96 148703 149133 145827 146246 101229 101758 98579 99052 30653 31198 31309 31826 5241 5664 1468 2065 2446 2893 2385 2810 4238 4666 2580 3139 13386 13880 13625 14064 24616 25044 23251 23683 50630 51034 50254 50693 78594 79019 72237 72696 108233 108683 113881 114298 133282 133724 136082 136503 158615 159040 158081 158490 173004 173417 169661 170076 
4 128 149177 149588 146327 146748 101871 102333 99116 99597 31438 32094 31906 32715 5712 6145 2135 2570 2976 3380 2861 3291 4711 5154 3189 3642 13952 14468 14111 14550 25099 25522 23729 24217 51083 51540 50740 51165 79064 79480 72751 73165 108737 109172 114341 114759 133767 134183 136547 136963 159087 159511 158534 158935 173461 173861 170124 170538 
5 160 149601 150029 146760 147179 102349 102943 99620 100086 32116 32814 32732 33311 6157 6651 2583 3143 3392 3819 3304 3735 5166 5592 3654 4319 14480 14911 14562 15005 25535 26030 24229 24685 51553 51965 51177 51611 79492 79905 73179 73622 109189 109658 114772 115281 134195 134669 136975 137442 159523 159949 158947 159353 173873 174282 170550 170963 
6 192 150041 150468 147192 147625 103008 103674 100098 100569 32832 33615 33329 33905 6663 7128 3155 3634 3831 4365 3747 4295 5604 6023 4332 4741 14924 15756 15018 15712 26042 26451 24697 25127 51978 52700 51623 52047 79918 80354 73634 74061 109670 110122 115293 115762 134681 135172 137454 137997 159961 160385 159365 159776 174294 174692 170975 171386 
7 224 150480 150915 147637 148051 103686 104113 100584 101133 33657 34155 33956 34535 7140 7558 3646 4184 4382 4829 4307 4729 6036 6473 4753 5154 15769 16293 15727 16204 26463 27177 25142 25561 52713 53203 52060 52540 80366 80978 74073 74528 110135 110625 115777 116215 135184 135622 138009 138425 160398 160988 159788 160200 174704 175306 171400 171820 
8 256 150965 151424 148095 148546 104158 104583 101234 101731 34298 35090 34668 35457 7612 8029 4235 4643 4877 5294 4775 5191 6528 7052 5201 5606 16337 16829 16252 16676 27227 27656 25616 26032 53254 53729 52597 53017 81025 81453 74590 75018 110703 111182 116268 116717 135669 136094 138473 138899 161034 161455 160243 160655 175353 175750 171863 172403 
9 288 151436 151867 148558 148990 104596 105093 101745 102227 35104 35624 35469 35937 8042 8528 4655 5077 5306 5733 5203 5631 7064 7504 5618 6027 16842 17362 16688 17139 27668 28099 26047 26509 53741 54173 53029 53467 81466 81902 75031 75488 111194 111629 116730 117168 136107 136547 138911 139346 161467 161897 160667 161095 175762 176185 172415 172840 
10 320 151879 152388 149003 149516 105110 105601 102261 102744 35639 36120 35955 36410 8540 8945 5089 5500 5745 6197 5643 6058 7517 7964 6039 6513 17375 17830 17151 17564 28112 28588 26522 27060 54185 54618 53480 53910 81914 82344 75500 76003 111641 112089 117180 117655 136563 137017 139358 139787 161911 162340 161107 161523 176197 176616 172852 173271 
11 352 152400 152825 149528 149953 105613 106052 102757 103212 36163 36938 36424 37175 8957 9406 5512 5954 6209 6611 6072 6488 7976 8415 6526 7052 17842 18551 17576 18052 28601 29045 27080 27606 54631 55082 53922 54357 82356 82801 76020 76465 112103 112549 117668 118214 137030 137473 139799 140283 162353 162784 161535 161954 176628 177034 173283 173703 
12 384 152878 153304 150001 150419 106104 106641 103351 103862 36995 37522 37231 37815 9452 10043 6003 6418 6660 7133 6536 7124 8466 8891 7108 7561 18605 19018 18109 18582 29092 29530 27664 28105 55125 55626 54404 54857 82844 83265 76509 76949 112594 113039 118280 118725 137534 137975 140330 140837 162827 163246 161997 162411 177078 177473 173746 174161 
13 416 153318 153765 150431 150845 106654 107128 103874 104348 37535 37982 37834 38712 10055 10462 6431 7031 7145 7630 7138 7685 8904 9346 7573 7982 19030 19489 18595 19243 29545 30037 28117 28595 55639 56093 54870 55421 83277 83908 76961 77410 113051 113494 118738 119183 137987 138427 140849 141266 163258 163902 162423 162853 177485 177893 174173 174598 
14 448 153777 154216 150859 151268 107140 107598 104366 104813 37994 38548 38737 39247 10474 10897 7043 7488 7643 8040 7697 8189 9358 9862 7994 8410 19501 19931 19256 19715 30049 30470 28607 29042 56107 56617 55433 55900 83920 84349 77422 77874 113507 113942 119195 119617 138439 138852 141278 141752 163914 164335 162865 163279 177905 178310 174610 175029 
15 480 154229 154664 151280 151703 107614 108126 104861 105363 38562 39206 39274 39784 10909 11394 7501 7927 8052 8455 8201 8632 9876 10313 8427 8941 19944 20479 19727 20157 30485 30919 29055 29727 56629 57101 55914 56341 84363 84803 77887 78305 113954 114381 119634 120065 138864 139286 141764 142190 164347 164765 163293 163951 178322 178723 175041 175450 
16 512 154711 155219 151767 152399 108179 108645 105464 105894 39268 39745 39851 40409 11448 11863 7977 8401 8508 8945 8684 9125 10367 10835 8989 9461 20531 20944 20201 20634 31011 31429 29775 30201 57147 57544 56392 56819 84846 85249 78353 78764 114430 114854 120113 120527 139330 139747 142233 142659 164808 165225 163997 164404 178766 179163 175493 175900 
17 544 155231 155656 152411 152823 108660 109124 105910 106353 39768 40289 40436 41179 11875 12351 8413 8945 8958 9405 9137 9832 10848 11354 9473 9986 20957 21474 20646 21372 31442 31931 30213 30654 57556 58236 56831 57265 85261 85739 78776 79197 114866 115319 120539 120985 139759 140186 142671 143107 165237 165660 164417 164853 179175 179582 175912 176324 
18 576 155668 156083 152835 153255 109136 109640 106377 106822 40307 41193 41191 41641 12367 12845 8957 9392 9418 9979 9844 10270 11366 11809 9999 10415 21486 22038 21384 21803 31943 32646 30666 31116 58249 58670 57277 57709 85751 86169 79210 79631 115331 115843 120997 121442 140198 140618 143119 143689 165672 166094 164867 165291 179594 179993 176336 176746 
19 608 156095 156509 153267 153686 109654 110119 106836 107359 41205 41669 41653 42156 12863 13397 9404 9971 9991 10499 10282 10811 11821 12322 10428 10839 22059 22509 21815 22240 32658 33103 31128 31567 58682 59086 57724 58383 86182 86764 79644 80065 115862 116331 121455 121914 140630 141050 143701 144122 166106 166530 165303 165726 180005 180406 176758 177168 
20 640 156552 156964 153734 154125 110163 110626 107457 107864 41741 42199 42224 42695 13446 13943 10031 10509 10557 10993 10858 11283 12376 12836 10883 11289 22559 23016 22287 22762 33149 33579 31611 32059 59144 59586 58447 58889 86813 87292 80112 80559 116379 116796 121968 122395 141094 141516 144165 144624 166573 166994 165769 166167 180451 181032 177211 177614 
21 672 156976 157395 154138 154545 110638 111089 107884 108314 42213 42777 42707 43296 13955 14380 10521 10957 11005 11473 11295 11716 12852 13371 11301 11715 23028 23450 22774 23194 33592 34032 32073 32767 59598 60032 58904 59380 87304 87788 80572 81118 116808 117254 122407 122849 141528 141968 144637 145080 167006 167436 166179 166661 181044 181461 177626 178210 
22 704 157407 158043 154557 155181 111112 111551 108329 108799 42792 43311 43308 44012 14393 14812 10969 11422 11485 11909 11728 12154 13383 13834 11728 12139 23462 23879 23206 23623 34044 34482 32779 33301 60044 60449 59392 59882 87800 88220 81130 81672 117266 117690 122862 123305 141980 142402 145097 145527 167448 167871 166673 167079 181474 181881 178225 178644 
23 736 158055 158478 155193 155597 111563 112007 108822 109423 43334 44053 44024 44478 14824 15239 11434 11849 11921 12329 12171 12727 13848 14285 12153 12766 23892 24390 23635 24198 34503 35098 33313 33825 60464 61115 59900 60381 88232 88664 81691 82164 117702 118274 123317 123907 142417 142829 145539 145999 167883 168313 167091 167509 181894 182303 178666 179092 
24 768 158521 158945 155640 156056 112055 112515 109468 109888 44098 44515 44593 45082 15289 15758 11896 12314 12374 12895 12776 13226 14358 14788 12819 13239 24437 24918 24337 24791 35167 35793 33882 34296 61160 61578 60429 61160 88722 89149 82212 82661 118322 118770 123980 124391 142873 143289 146049 146679 168356 168779 167552 167969 182351 182756 179141 179555 
25 800 158957 159383 156068 156490 112559 113027 109904 110324 44540 45034 45097 45898 15770 16296 12326 12898 12907 13404 13239 13678 14801 15240 13252 13668 24930 25356 24804 25291 35807 36332 34310 34742 61590 62019 61172 61605 89162 89666 82673 83127 118782 119243 124403 124848 143302 143785 146693 147180 168791 169223 167981 168405 182768 183182 179567 179992 
26 832 159395 159821 156502 156917 113039 113529 110336 110815 45048 45669 45916 46494 16309 16862 12910 13377 13416 13884 13691 14117 15255 15753 13681 14127 25368 25781 25303 25758 36345 36815 34754 35193 62031 62459 61617 62034 89679 90129 83139 83577 119255 119692 124860 125288 143797 144215 147195 147622 169235 169662 168417 168835 183195 183609 180006 180429 
27 864 159833 160260 156929 157334 113562 114032 110828 111377 45699 46234 46519 47198 16874 17302 13391 13881 13899 14385 14138 14599 15772 16319 14139 14577 25793 26227 25771 26200 36829 37236 35205 35654 62471 62890 62046 62472 90142 90615 83589 84098 119705 120129 125300 125729 144227 144654 147639 148062 169674 170094 168848 169267 183621 184045 180442 181029 
28 896 160303 160871 157377 157785 114082 114517 111424 111840 46308 46998 47332 48017 17380 17833 13926 14341 14433 14884 14651 15069 16426 16910 14628 15029 26276 26715 26250 26895 37284 37721 35711 36128 62948 63363 62528 63005 90660 91077 84161 84620 120172 120598 125775 126193 144722 145145 148106 148516 170137 170562 169311 169724 184093 184510 181080 181496 
