0 6 482010123
1 7 482359899
2 9 481988511
3 0 482961973
112 17 489183503
113 19 489120148
114 10 489006691
115 15 489085130
224 45 489175560
225 37 488305097
226 43 487983385
227 43 488209647
336 46 487610153
337 61 487522184
338 60 487443618
339 62 487386183
448 124 488490921
449 125 489168791
450 128 488371633
451 118 488199853
560 167 488335025
561 175 488216786
562 157 488199733
563 167 487622420
672 214 487630009
673 216 487810377
674 226 488236625
675 225 488335161
784 372 487782854
785 329 487536672
786 334 488333719
787 347 488303565
896 533 488288887
897 574 488350794
898 685 487926372
899 555 487739295
1008 44358 487632758
1009 44687 487776421
1010 43317 489304898
1011 43667 488454449
1120 109317 488518490
1121 109520 487148546
1122 109353 487210042
1123 109407 488595293
1232 174650 488551302
1233 175089 488378295
1234 175797 488557143
1235 174980 488497730
1344 240199 489329890
1345 240464 488445701
1346 240337 489202652
1347 240726 488264488
1456 305876 488243131
1457 305952 488141725
1458 306260 489150368
1459 305716 488567176
1568 371376 488793932
1569 371788 488587807
1570 371203 488156274
1571 371259 488761281
1680 437382 494597561
1681 437192 495135179
1682 437500 494382046
1683 436778 494396947
1888 483386472 875765551
1889 483386303 877060419
1890 483386438 876358917
1891 483386423 876446603
1908 487974772 880013134
1909 487927873 879421906
1910 487812530 879294451
1911 487909010 878769138
2348 488368155 879647507
2349 488335471 879816482
2350 488367862 879762861
2351 488367991 880423995
2352 488367116 883913751
2353 488379862 883480623
2354 488432923 883815922
2355 488432826 883915410
2356 488433046 883867146
2357 488447170 883827905
2358 488498125 883901826
2359 488432784 884220516
2360 488498343 885492245
2361 488498981 883596021
2362 488498207 884096978
2363 488455629 883844275
2372 488519660 885456252
2373 488552561 885768990
2374 488492204 885914994
2375 488523304 881113756
2376 488563692 885528813
2377 488498327 885512626
2378 488596572 884092692
2379 488564269 885888242
2800 488826098 884186413
2801 488825981 884158745
2802 488825817 883744674
2803 488826345 884266945
2804 488891586 884006333
2805 488891707 884104354
2806 488891549 884211192
2807 488891440 883778540
2808 488957080 885849504
2809 488957005 885856730
2810 488957151 885915570
2811 488957237 885775996
3028 489153421 885963130
3029 489088737 885766452
3030 489154545 885784220
3031 489154020 885946912
3228 489415511 880873676
3229 489416196 886041538
3230 489415410 881441416
3231 489415495 881086674
