0 0 11 98 0 82 1 84 4 86 5 93 
1 32 145 223 129 205 131 207 133 209 140 218 
2 64 269 347 251 327 253 329 255 331 264 342 
3 96 392 470 372 448 374 450 376 452 387 465 
4 128 531 617 508 590 510 592 512 594 525 612 
5 160 664 742 637 713 639 715 641 717 659 737 
6 192 788 868 759 835 761 837 763 839 783 861 
7 224 913 991 880 956 882 958 884 960 906 984 
8 256 1051 1138 1016 1098 1018 1100 1020 1102 1045 1132 
9 288 1185 1262 1145 1221 1147 1223 1149 1225 1179 1258 
10 320 1308 1386 1267 1343 1269 1345 1271 1347 1304 1382 
11 352 1431 1509 1388 1464 1390 1466 1392 1468 1427 1505 
12 384 1572 1656 1524 1606 1526 1608 1528 1610 1574 1660 
13 416 1704 1782 1653 1729 1655 1731 1657 1735 1708 1786 
14 448 1829 1907 1775 1851 1777 1853 1781 1857 1833 1911 
15 480 1952 2030 1896 1972 1898 1974 1902 1978 1956 2034 
16 512 2090 2177 2032 2114 2034 2116 2038 2120 2096 2182 
17 544 2224 2302 2161 2237 2163 2239 2167 2243 2229 2307 
18 576 2348 2426 2283 2359 2285 2361 2289 2365 2353 2431 
19 608 2471 2549 2404 2480 2406 2482 2410 2486 2476 2555 
20 640 2609 2696 2540 2622 2542 2625 2546 2628 2615 2701 
21 672 2743 2821 2669 2745 2672 2748 2675 2751 2748 2826 
22 704 2867 2948 2791 2867 2794 2870 2798 2874 2872 2952 
23 736 2993 3073 2912 2988 2916 2992 2920 2996 2997 3077 
24 768 3142 3228 3048 3130 3052 3134 3056 3138 3140 3224 
25 800 3275 3353 3177 3253 3181 3257 3185 3262 3271 3349 
26 832 3399 3477 3299 3376 3303 3379 3308 3384 3395 3473 
27 864 3522 3600 3421 3497 3424 3500 3429 3506 3518 3596 
28 896 3663 3747 3557 3639 3560 3642 3566 3648 3665 3751 
29 928 3794 3872 3686 3762 3689 3765 3695 3771 3798 3876 
30 960 3918 3996 3808 3884 3811 3887 3817 3893 3922 4000 
31 992 4041 4119 3929 4005 3932 4008 3938 4014 4045 4123 
32 1024 4188 4276 4065 4147 4068 4150 4074 4156 4186 4270 
33 1056 4323 4403 4194 4272 4197 4274 4203 4279 4317 4399 
34 1088 4449 4529 4318 4395 4320 4397 4325 4401 4445 4525 
35 1120 4574 4652 4440 4516 4442 4518 4446 4523 4570 4648 
36 1152 4715 4799 4576 4658 4578 4660 4583 4665 4717 4803 
37 1184 4846 4924 4705 4781 4707 4783 4712 4788 4850 4929 
38 1216 4970 5048 4827 4903 4829 4905 4834 4910 4975 5053 
39 1248 5093 5171 4948 5024 4950 5026 4955 5031 5098 5176 
40 1280 5231 5318 5084 5166 5086 5168 5091 5173 5237 5324 
41 1312 5365 5444 5213 5289 5215 5291 5220 5296 5371 5448 
42 1344 5490 5568 5335 5411 5337 5413 5342 5418 5494 5572 
43 1376 5613 5691 5456 5532 5458 5534 5463 5539 5617 5695 
44 1408 5760 5846 5592 5674 5594 5676 5599 5681 5758 5842 
45 1440 5895 5972 5721 5797 5723 5799 5728 5804 5889 5967 
46 1472 6019 6097 5843 5920 5845 5922 5850 5926 6015 6093 
47 1504 6142 6222 5965 6041 5967 6044 5971 6047 6138 6216 
48 1536 6282 6368 6101 6183 6104 6186 6107 6189 6276 6363 
49 1568 6415 6493 6230 6306 6233 6309 6236 6312 6410 6488 
50 1600 6539 6617 6352 6428 6355 6431 6358 6434 6534 6612 
51 1632 6663 6741 6473 6549 6476 6552 6479 6555 6659 6737 
52 1664 6804 6888 6609 6691 6612 6695 6615 6698 6806 6893 
53 1696 6935 7014 6738 6815 6742 6819 6745 6821 6940 7019 
54 1728 7060 7139 6861 6937 6865 6941 6867 6943 7065 7145 
55 1760 7184 7262 6982 7058 6987 7063 6989 7065 7190 7267 
