24576 1 1 1 55342 0.444075
24576 1 2 2 30735 1.599219
24576 1 4 4 18520 5.307991
24576 1 8 8 16874 11.651535
24576 1 16 16 20196 19.469994
24576 1 32 32 36624 21.473132
24576 2 1 1 55545 0.884904
24576 2 2 2 30992 3.171915
24576 2 4 4 19861 9.899199
24576 2 8 8 21774 18.058969
24576 2 16 16 35935 21.884848
24576 2 32 32 68091 23.099440
24576 4 1 1 56259 1.747347
24576 4 2 2 32770 5.999634
24576 4 4 4 24268 16.203066
24576 4 8 8 37753 20.830980
24576 4 16 16 67866 23.176023
24576 4 32 32 137408 22.893340
24576 8 1 1 74097 2.653387
24576 8 2 2 45831 8.579695
24576 8 4 4 39224 20.049765
24576 8 8 8 70818 22.209947
24576 8 16 16 147270 21.360277
24576 16 1 1 82488 4.766948
24576 16 2 2 57276 13.730568
24576 16 4 4 72842 21.592817
24576 16 8 8 163715 19.214660
24576 32 1 1 109579 7.176850
24576 32 2 2 102290 15.376518
24576 32 4 4 191578 16.420090
