0 0 157037 157631 150025 150428 104367 104840 106147 106571 49597 50125 53596 54057 0 455 2785 3220 2263 2725 6739 7181 4998 5414 2991 3655 13970 14462 11477 11898 26727 27171 23020 23678 48182 48593 50944 51367 74950 75516 70709 71145 107850 108304 105224 105742 134141 134623 137232 137668 151147 151595 160759 161164 174630 175029 167619 168023 
1 32 157643 158066 150441 150850 104854 105368 106588 107068 50141 50572 54078 54589 468 973 3232 3829 2739 3252 7193 7695 5426 5874 3668 4085 14474 15104 11911 12501 27184 27662 23691 24172 48605 49229 51381 52100 75528 75954 71157 71599 108316 108753 105754 106251 134635 135053 137680 138111 151607 152037 161176 161591 175041 175447 168035 168450 
2 64 158078 158500 150862 151265 105386 106127 107090 107525 50602 51099 54611 55181 985 1407 3841 4302 3264 3818 7708 8291 5887 6591 4099 4510 15116 15523 12513 12976 27676 28121 24184 24601 49241 49681 52114 52614 75967 76578 71611 72111 108765 109250 106263 106764 135065 135480 138123 138556 152049 152507 161603 162011 175459 175860 168462 169023 
3 96 158512 158927 151277 151858 106140 106647 107545 107980 51118 51595 55196 55768 1420 2062 4315 4799 3837 4362 8307 8731 6605 7117 4523 4935 15535 15939 12997 13530 28134 28613 24613 25041 49704 50121 52638 53084 76590 77012 72125 72598 109264 109692 106781 107328 135492 135913 138568 138996 152521 152956 162023 162434 175872 176280 169035 169437 
4 128 158971 159383 151921 152333 106725 107187 108047 108528 51713 52200 55823 56254 2128 2536 4859 5342 4408 4864 8803 9435 7175 7667 5080 5512 15985 16394 13592 14088 28657 29384 25092 25528 50175 50580 53178 53601 77065 77724 72660 73113 109739 110161 107390 107888 135956 136370 139041 139462 153052 153495 162478 162891 176323 176720 169480 169883 
5 160 159395 159816 152350 152851 107199 107697 108552 109140 52226 52706 56267 56714 2548 3008 5354 5847 4877 5352 9447 9883 7682 8167 5524 5975 16407 16859 14100 14541 29396 29819 25541 25971 50592 51040 53614 54077 77736 78179 73125 73574 110173 110661 107900 108444 136382 136804 139475 139911 153507 153977 162903 163429 176732 177137 169895 170307 
6 192 159828 160376 152863 153318 107709 108169 109156 109754 52721 53197 56727 57151 3020 3466 5860 6518 5364 5846 9896 10335 8179 8602 5987 6653 16872 17287 14553 15143 29831 30273 25983 26516 51054 51472 54090 54586 78191 78609 73586 74016 110675 111137 108456 109105 136816 137259 139924 140411 153989 154420 163442 163853 177149 177736 170319 170730 
7 224 160388 160812 153330 153836 108183 108896 109779 110304 53221 53643 57165 57869 3478 3899 6531 7053 5858 6520 10347 10782 8617 9046 6668 7140 17301 17946 15157 15604 30285 30698 26535 26955 51488 52058 54604 55030 78621 79054 74029 74469 111150 111633 109117 109571 137271 137708 140423 140841 154433 154895 163867 164287 177748 178148 170742 171154 
8 256 160857 161270 153897 154341 108954 109408 110430 110968 53701 54184 57925 58382 3983 4398 7108 7534 6563 7068 10829 11300 9091 9598 7201 7628 17993 18394 15653 16134 30741 31182 27002 27438 52114 52536 55083 55511 79098 79538 74521 74996 111681 112141 109624 110067 137751 138165 140889 141300 154944 155372 164330 164744 178191 178608 171197 171606 
9 288 161282 161709 154354 154838 109420 109916 110984 111431 54205 54644 58394 58896 4410 4888 7546 8040 7081 7505 11312 11765 9610 10112 7640 8128 18407 18880 16146 16561 31194 31642 27451 27897 52548 52975 55523 55980 79550 80040 75008 75472 112154 112620 110079 110566 138177 138596 141313 141731 155384 155816 164756 165177 178620 179028 171618 172039 
