0 0 265507 265918 264889 265284 22746 23406 36708 37296 201971 202459 203497 203926 0 430 6668 7086 114815 115215 111650 112132 7431 7844 6063 6618 106158 106590 102047 102477 39714 40248 33890 34306 114146 114555 116088 116506 93054 93478 87077 87650 166579 167018 167876 168289 
1 32 265930 266348 265296 265699 23421 23870 37308 37732 202472 202888 203938 204419 442 1006 7098 7557 115228 115719 112144 112586 7857 8317 6630 7081 106604 107031 102496 102927 40260 40674 34319 34839 114567 115018 116518 116956 93491 93944 87662 88082 167031 167478 168301 168788 
2 64 266360 266775 265711 266109 23884 24305 37744 38154 202900 203397 204432 204860 1019 1432 7569 8034 115731 116145 112598 113074 8330 8748 7093 7555 107049 107474 102942 103356 40686 41083 34852 35318 115034 115605 116968 117390 93956 94427 88094 88507 167492 167919 168800 169218 
3 96 266787 267200 266121 266688 24317 24751 38173 38610 203411 203815 204873 205296 1444 1868 8046 8487 116157 116573 113087 113514 8761 9172 7568 8003 107486 107963 103368 103793 41099 41491 35331 35779 115618 116052 117402 117849 94439 94943 88519 88931 167933 168367 169230 169668 
4 128 267243 267647 266732 267126 24799 25217 38663 39073 203867 204274 205360 205784 1918 2391 8530 8985 116628 117031 113572 114023 9222 9647 8050 8547 108009 108419 103876 104452 41538 41936 35827 36257 116104 116521 117907 118519 94986 95394 88974 89384 168418 168906 169714 170124 
5 160 267659 268075 267138 267535 25234 25657 39086 39506 204286 204724 205798 206278 2404 2825 8997 9564 117044 117468 114035 114465 9659 10105 8559 9022 108442 108909 104464 104884 41948 42364 36269 36694 116534 116966 118532 119000 95406 96081 89396 89806 168919 169453 170137 170559 
6 192 268087 268495 267547 267944 25672 26213 39518 40199 204737 205210 206291 206727 2838 3254 9576 10012 117480 117895 114477 114948 10118 10547 9034 9562 108921 109352 104896 105326 42376 43010 36706 37293 116978 117415 119015 119443 96093 96509 89818 90231 169465 169893 170571 171003 
7 224 268507 268926 267956 268355 26228 26656 40211 40684 205223 205675 206739 207169 3266 3936 10024 10448 117908 118538 114960 115371 10561 11035 9579 10029 109364 109774 105338 105749 43024 43428 37305 37716 117427 117847 119456 119882 96521 96946 90243 90682 169906 170345 171015 171569 
8 256 268969 269444 268400 268795 26704 27133 40728 41153 205729 206155 207221 207638 4045 4462 10494 10911 118586 119008 115414 115840 11093 11513 10073 10472 109840 110300 105807 106247 43472 43870 37761 38169 117894 118535 119937 120357 96989 97416 90725 91151 170393 170829 171612 172032 
9 288 269456 269883 268807 269211 27148 27594 41166 41648 206169 206623 207651 208102 4475 4902 10924 11346 119020 119466 115852 116275 11525 12251 10484 10951 110319 110729 106260 106678 43882 44281 38181 38609 118547 118992 120370 120793 97428 97877 91163 91645 170841 171275 172044 172453 
