0 0 660646776
1 9 657994290
2 67 871492020
3 14 748130085
4 304 1313344111
5 300 1312486874
6 298 1314264800
7 84 1314264662
540 390 2061189165
541 401 2009900937
542 378 2006925961
543 396 2109063158
548 1815 2693906350
549 1670 2690986698
550 1676 2683992356
551 1677 2620685227
1084 1845 3340114196
1085 1855 3299573842
1086 1851 3353078689
1087 1862 3300898753
1092 2027 3945547626
1093 2031 3944418520
1094 2490 3909565137
1095 1993 3984885628
1628 2563 4548571951
1629 2572 4592278574
1630 2551 4672717198
1631 2553 4589809284
1636 2623 5233699145
1637 2602 5189711797
1638 2613 5269907967
1639 2621 5187635559
2352 871493346 5828284696
2353 871493347 5830213375
2354 871493348 5828293782
2355 871493351 5909977498
2448 1314266032 6469746485
2449 1314266043 6467498702
2450 1314266051 6469746608
2451 1314266053 6467498533
2940 2109064418 7252602406
2941 2109064419 7315063049
2942 2109064424 7254534003
2943 2109064423 7110551397
3068 2693907626 7887693874
3069 2693907630 7854923408
3070 2693907629 7762348464
3071 2693907635 7854918947
3420 3353080116 8554666951
3421 3353080117 8389205740
3422 3353080123 8554668682
3423 3353080120 8389205858
3624 3984886890 9233720107
3625 3984886897 9180032921
3626 3984886899 9028734877
3627 3984886897 9180033039
3988 4672718479 9815783149
3989 4672718476 9666505934
3990 4672718480 9812703030
3991 4672718478 9806930786
4212 5269909226 10306241042
4213 5269909226 10418295163
4214 5269909230 10420040584
4215 5269909234 10337680658
4448 5909978874 11019922866
4449 5909978888 10946120400
4450 5909978887 11030862403
4451 5909978887 11027625790
4624 6469747889 11673807801
4625 6469747898 11660377659
4626 6469747899 11660824134
4627 6469747899 11765494453
5160 7315064328 12344737669
5161 7315064333 12298013052
5162 7315064336 12368191196
5163 7315064334 12294773466
5356 7887695221 12931468381
5357 7887695217 12852288196
5358 7887695223 12931931625
5359 7887695223 13021471622
5676 8554669964 13482890462
5677 8554669968 13520087278
5678 8554669966 13588166043
5679 8554669970 13561309288
5980 9233721389 14111201032
5981 9233721388 14186593161
5982 9233721390 14189052843
5983 9233721390 14111201005
6208 9815784515 14739032726
6209 9815784512 14916617390
6210 9815784516 14736866056
6211 9815784513 14736866081
6408 10420041839 15364333715
6409 10420041842 15360003610
6410 10420041842 15360003635
6411 10420041846 15360003757
