40 40 32 1 3.430713e-05 3.127506e-07 1.865501e+08
40 40 64 1 2.388097e-05 6.775178e-07 2.679958e+08
40 40 128 1 1.858501e-05 3.699457e-07 3.443636e+08
40 40 256 1 1.609325e-05 4.833609e-07 3.976822e+08
40 40 512 1 1.602651e-05 2.764795e-07 3.993384e+08
40 40 1024 1 1.587300e-05 2.855070e-07 4.032005e+08
40 40 32 14 1.602946e-05 4.787403e-07 3.992649e+08
40 40 64 14 1.532196e-05 5.431384e-07 4.177010e+08
40 40 128 14 1.407244e-05 3.250303e-07 4.547897e+08
40 40 256 14 1.425327e-05 2.797593e-07 4.490197e+08
40 40 512 14 1.456014e-05 1.840607e-07 4.395562e+08
40 40 1024 14 1.484435e-05 3.806104e-07 4.311405e+08
40 40 32 27 1.515464e-05 2.851826e-07 4.223130e+08
40 40 64 27 1.453391e-05 3.969111e-07 4.403495e+08
40 40 128 27 1.458389e-05 4.175384e-07 4.388404e+08
40 40 256 27 1.460050e-05 3.150215e-07 4.383412e+08
40 40 512 27 1.486096e-05 3.292131e-07 4.306586e+08
40 40 1024 27 1.518459e-05 3.488559e-07 4.214798e+08
40 40 32 54 1.452724e-05 2.281902e-07 4.405518e+08
40 40 64 54 1.453686e-05 2.976935e-07 4.402602e+08
40 40 128 54 1.464707e-05 4.392458e-07 4.369476e+08
40 40 256 54 1.426010e-05 8.241927e-08 4.488047e+08
40 40 512 54 1.484808e-05 9.102775e-08 4.310323e+08
40 40 1024 54 1.522526e-05 6.443073e-07 4.203540e+08
40 40 32 108 1.458451e-05 9.165994e-07 4.388217e+08
40 40 64 108 1.444047e-05 3.573137e-07 4.431990e+08
40 40 128 108 1.444047e-05 3.070506e-07 4.431990e+08
40 40 256 108 1.426646e-05 3.190898e-07 4.486045e+08
40 40 512 108 1.534137e-05 5.130972e-07 4.171728e+08
40 40 1024 108 1.496449e-05 2.736451e-07 4.276791e+08
40 40 32 216 1.446996e-05 2.272847e-07 4.422957e+08
40 40 64 216 1.450395e-05 2.961196e-07 4.412590e+08
40 40 128 216 1.439344e-05 4.459519e-07 4.446472e+08
40 40 256 216 1.443364e-05 3.317557e-07 4.434087e+08
40 40 512 216 1.511505e-05 4.301209e-07 4.234189e+08
40 40 1024 216 1.494090e-05 2.879987e-07 4.283545e+08
200 200 32 1 7.527544e-04 1.522001e-06 2.125527e+08
200 200 64 1 3.846811e-04 3.475651e-06 4.159290e+08
200 200 128 1 2.011480e-04 5.936261e-06 7.954343e+08
200 200 256 1 1.061883e-04 8.566751e-06 1.506757e+09
200 200 512 1 7.925105e-05 7.801908e-07 2.018901e+09
200 200 1024 1 7.693361e-05 2.412756e-07 2.079715e+09
200 200 32 14 7.260529e-05 4.419345e-06 2.203696e+09
200 200 64 14 4.304728e-05 3.365934e-07 3.716843e+09
200 200 128 14 2.863646e-05 2.077122e-07 5.587282e+09
200 200 256 14 2.146699e-05 5.428672e-07 7.453306e+09
200 200 512 14 1.912564e-05 2.771701e-07 8.365733e+09
200 200 1024 14 1.896499e-05 4.560939e-07 8.436599e+09
200 200 32 27 4.381500e-05 2.099769e-07 3.651717e+09
200 200 64 27 2.892067e-05 2.016083e-07 5.532375e+09
