0 0 0 288 
1 32 335 617 
2 64 663 946 
3 96 991 1272 
4 128 1332 1618 
5 160 1665 1947 
6 192 1993 2274 
7 224 2319 2599 
8 256 2659 2939 
9 288 2986 3261 
10 320 3307 3581 
11 352 3626 3899 
12 384 3959 4239 
13 416 4286 4560 
14 448 4606 4881 
15 480 4926 5200 
16 512 5260 5547 
17 544 5594 5875 
18 576 5921 6202 
19 608 6247 6530 
20 640 6590 6879 
21 672 6926 7207 
22 704 7253 7534 
23 736 7579 7860 
24 768 7920 8201 
25 800 8248 8522 
26 832 8568 8842 
27 864 8887 9160 
28 896 9220 9500 
29 928 9547 9822 
30 960 9868 10141 
31 992 10186 10460 
32 1024 10520 10798 
33 1056 10845 11116 
34 1088 11162 11434 
35 1120 11479 11753 
36 1152 11813 12091 
37 1184 12138 12409 
38 1216 12455 12727 
39 1248 12772 13043 
40 1280 13103 13397 
41 1312 13444 13730 
42 1344 13776 14063 
43 1376 14108 14394 
44 1408 14454 14747 
45 1440 14794 15081 
46 1472 15127 15413 
47 1504 15458 15744 
48 1536 15804 16082 
49 1568 16129 16402 
50 1600 16448 16719 
51 1632 16764 17038 
52 1664 17098 17375 
53 1696 17422 17693 
54 1728 17739 18012 
55 1760 18057 18330 
56 1792 18390 18682 
57 1824 18729 19015 
58 1856 19061 19347 
59 1888 19392 19679 
60 1920 19739 20032 
61 1952 20079 20365 
62 1984 20411 20697 
63 2016 20742 21029 
64 2048 21089 21377 
65 2080 21424 21706 
66 2112 21752 22034 
67 2144 22079 22362 
68 2176 22422 22711 
69 2208 22758 23040 
70 2240 23086 23368 
71 2272 23413 23695 
72 2304 23755 24036 
73 2336 24083 24359 
74 2368 24405 24681 
75 2400 24726 25001 
76 2432 25061 25341 
77 2464 25388 25663 
78 2496 25709 25984 
79 2528 26029 26305 
80 2560 26365 26653 
81 2592 26700 26982 
82 2624 27028 27310 
83 2656 27355 27639 
84 2688 27699 27987 
85 2720 28034 28316 
86 2752 28362 28644 
87 2784 28689 28971 
88 2816 29031 29314 
89 2848 29361 29638 
90 2880 29684 29959 
91 2912 30004 30280 
92 2944 30340 30622 
93 2976 30669 30944 
94 3008 30990 31264 
95 3040 31309 31584 
96 3072 31644 31924 
97 3104 31971 32244 
98 3136 32290 32562 
99 3168 32607 32880 
100 3200 32940 33218 
101 3232 33265 33539 
102 3264 33585 33857 
103 3296 33902 34175 
104 3328 34235 34528 
105 3360 34575 34862 
106 3392 34908 35196 
107 3424 35241 35530 
108 3456 35590 35883 
109 3488 35930 36217 
110 3520 36263 36550 
111 3552 36595 36882 
112 3584 36942 37221 
113 3616 37268 37541 
114 3648 37587 37861 
115 3680 37906 38178 
116 3712 38238 38517 
117 3744 38564 38836 
118 3776 38882 39155 
119 3808 39200 39474 
120 3840 39534 39828 
121 3872 39875 40162 
122 3904 40208 40495 
123 3936 40540 40828 
124 3968 40888 41181 
125 4000 41228 41515 
126 4032 41561 41848 
127 4064 41893 42180 
128 4096 42240 42525 
129 4128 42572 42851 
130 4160 42897 43175 
131 4192 43220 43497 
132 4224 43557 43841 
133 4256 43888 44168 
134 4288 44214 44492 
135 4320 44537 44816 
136 4352 44876 45152 
137 4384 45199 45468 
138 4416 45514 45784 
139 4448 45829 46098 
140 4480 46158 46435 
141 4512 46482 46751 
142 4544 46797 47066 
143 4576 47111 47380 
144 4608 47440 47724 
145 4640 47771 48050 
146 4672 48096 48373 
147 4704 48418 48695 
148 4736 48755 49039 
149 4768 49086 49364 
150 4800 49410 49688 
151 4832 49733 50013 
152 4864 50073 50350 
153 4896 50397 50667 
154 4928 50713 50982 
155 4960 51027 51297 
156 4992 51357 51632 
157 5024 51679 51950 
158 5056 51996 52266 
159 5088 52311 52580 
160 5120 52640 52910 
161 5152 52957 53221 
162 5184 53267 53531 
163 5216 53576 53842 
164 5248 53902 54173 
165 5280 54220 54484 
166 5312 54530 54794 
167 5344 54839 55103 
168 5376 55163 55447 
169 5408 55494 55776 
170 5440 55822 56101 
171 5472 56146 56424 
172 5504 56484 56769 
173 5536 56816 57095 
174 5568 57141 57420 
175 5600 57465 57745 
176 5632 57805 58076 
177 5664 58123 58387 
178 5696 58433 58697 
179 5728 58742 59008 
180 5760 59068 59338 
181 5792 59385 59649 
182 5824 59695 59960 
183 5856 60005 60269 
184 5888 60329 60615 
185 5920 60662 60941 
186 5952 60987 61266 
187 5984 61311 61590 
188 6016 61650 61934 
189 6048 61981 62260 
190 6080 62306 62589 
191 6112 62634 62913 
