0 0 11 297 10 298 1 282 0 281 5 290 4 289 
1 32 344 620 346 619 330 604 328 603 338 614 337 613 
2 64 667 942 665 941 651 926 649 925 661 936 659 935 
3 96 988 1263 986 1262 972 1246 970 1245 982 1258 980 1257 
4 128 1325 1607 1323 1606 1307 1587 1305 1586 1319 1603 1317 1602 
5 160 1655 1932 1653 1931 1635 1910 1633 1909 1651 1928 1649 1927 
6 192 1979 2255 1977 2254 1957 2230 1955 2229 1975 2251 1973 2250 
7 224 2301 2576 2299 2575 2276 2550 2274 2549 2297 2572 2295 2571 
8 256 2640 2918 2638 2917 2611 2883 2609 2882 2642 2922 2640 2921 
9 288 2966 3235 2964 3234 2931 3198 2929 3197 2970 3239 2968 3238 
10 320 3282 3551 3280 3550 3245 3511 3243 3510 3286 3555 3284 3554 
11 352 3597 3865 3595 3864 3557 3828 3555 3827 3603 3869 3599 3868 
12 384 3935 4214 3933 4213 3889 4161 3887 4160 3933 4210 3931 4209 
13 416 4264 4532 4262 4530 4209 4477 4207 4476 4260 4528 4256 4526 
14 448 4578 4846 4576 4845 4524 4790 4522 4789 4574 4842 4572 4841 
15 480 4892 5161 4890 5159 4836 5102 4834 5101 4888 5157 4886 5155 
16 512 5223 5507 5222 5503 5163 5444 5161 5443 5217 5502 5224 5508 
17 544 5554 5828 5551 5825 5492 5764 5490 5763 5549 5824 5556 5829 
18 576 5874 6150 5872 6147 5811 6084 5809 6083 5870 6146 5876 6151 
19 608 6195 6471 6193 6468 6130 6403 6128 6402 6191 6467 6197 6472 
20 640 6534 6820 6538 6826 6464 6744 6462 6743 6536 6824 6536 6822 
21 672 6867 7143 6873 7148 6792 7066 6790 7065 6871 7147 6869 7144 
22 704 7189 7465 7195 7470 7113 7387 7111 7386 7193 7469 7191 7466 
23 736 7510 7786 7516 7791 7433 7707 7431 7706 7514 7790 7512 7787 
24 768 7855 8132 7855 8129 7768 8041 7766 8040 7853 8128 7857 8133 
25 800 8179 8448 8177 8445 8089 8355 8087 8354 8175 8444 8181 8449 
26 832 8494 8764 8492 8761 8402 8669 8400 8668 8490 8760 8496 8765 
27 864 8809 9078 8807 9075 8715 8983 8713 8982 8805 9074 8811 9079 
28 896 9141 9419 9145 9424 9044 9317 9042 9316 9143 9423 9143 9420 
29 928 9466 9736 9472 9741 9365 9631 9363 9630 9470 9740 9468 9737 
30 960 9782 10051 9788 10056 9678 9944 9676 9943 9786 10055 9784 10052 
31 992 10096 10365 10102 10370 9990 10257 9988 10256 10100 10369 10098 10366 
32 1024 10434 10712 10434 10709 10318 10588 10316 10587 10432 10708 10436 10713 
33 1056 10759 11027 10757 11024 10636 10901 10634 10900 10755 11023 10761 11028 
34 1088 11073 11341 11071 11338 10948 11213 10946 11212 11069 11337 11075 11342 
35 1120 11386 11654 11384 11652 11259 11524 11257 11523 11382 11650 11388 11656 
36 1152 11717 11994 11721 11999 11585 11856 11583 11855 11719 11998 11719 11995 
37 1184 12041 12309 12047 12314 11904 12169 11902 12168 12045 12313 12043 12310 
38 1216 12355 12623 12361 12628 12216 12481 12214 12480 12359 12627 12357 12624 
39 1248 12668 12936 12674 12941 12527 12792 12525 12791 12672 12940 12670 12937 
40 1280 13005 13299 13005 13296 12853 13139 12851 13138 13003 13295 13007 13300 
41 1312 13346 13628 13344 13625 13187 13466 13185 13465 13342 13624 13348 13629 
42 1344 13674 13956 13672 13953 13513 13792 13511 13791 13670 13952 13676 13957 
43 1376 14001 14283 13999 14280 13838 14117 13836 14116 13997 14279 14003 14284 
44 1408 14346 14637 14350 14642 14178 14463 14176 14462 14348 14641 14348 14638 
45 1440 14684 14967 14690 14972 14511 14790 14509 14789 14688 14971 14686 14968 
46 1472 15013 15295 15019 15300 14837 15116 14835 15115 15017 15299 15015 15296 
47 1504 15340 15622 15346 15627 15162 15441 15160 15440 15344 15626 15342 15623 
48 1536 15691 15970 15691 15967 15502 15773 15500 15771 15689 15966 15693 15971 
49 1568 16017 16284 16015 16281 15820 16084 15818 16083 16013 16280 16019 16285 
50 1600 16330 16597 16328 16594 16131 16396 16129 16394 16326 16593 16332 16598 
51 1632 16642 16909 16640 16906 16441 16705 16439 16704 16638 16905 16644 16910 
52 1664 16972 17248 16976 17255 16766 17036 16764 17035 16974 17254 16974 17249 
53 1696 17295 17562 17303 17569 17084 17348 17082 17347 17301 17568 17297 17563 
54 1728 17608 17875 17616 17881 17395 17659 17393 17658 17614 17880 17610 17876 
55 1760 17920 18189 17927 18194 17705 17969 17703 17968 17925 18193 17922 18190 
56 1792 18258 18552 18258 18549 18030 18314 18028 18313 18256 18548 18260 18553 
57 1824 18599 18882 18597 18878 18362 18641 18360 18640 18595 18877 18601 18883 
58 1856 18928 19209 18925 19206 18688 18966 18686 18965 18923 19205 18930 19210 
59 1888 19254 19535 19252 19532 19012 19291 19010 19290 19250 19531 19256 19536 
60 1920 19598 19889 19602 19894 19352 19636 19350 19635 19600 19893 19600 19890 
