5000 5000 128 136 8.767222e-04 9.278312e-06 1.140612e+11
5100 5100 128 136 9.493635e-04 7.332679e-07 1.095892e+11
5200 5200 128 136 9.213854e-04 1.257067e-07 1.173885e+11
5300 5300 128 136 9.794223e-04 5.282875e-07 1.147207e+11
5400 5400 128 136 1.028122e-03 1.683887e-06 1.134496e+11
5500 5500 128 136 1.076220e-03 3.259824e-07 1.124306e+11
5600 5600 128 136 1.138492e-03 2.017100e-05 1.101809e+11
5700 5700 128 136 1.253560e-03 2.703624e-05 1.036728e+11
5800 5800 128 136 1.335928e-03 4.076632e-05 1.007240e+11
5900 5900 128 136 1.339055e-03 3.414352e-05 1.039838e+11
6000 6000 128 136 1.319019e-03 3.340534e-05 1.091721e+11
6100 6100 128 136 1.428019e-03 2.939128e-05 1.042283e+11
6200 6200 128 136 1.401254e-03 4.814193e-05 1.097303e+11
6300 6300 128 136 1.541244e-03 4.478816e-05 1.030077e+11
6400 6400 128 136 1.460602e-03 6.059522e-05 1.121729e+11
6500 6500 128 136 1.652289e-03 3.425623e-05 1.022824e+11
6600 6600 128 136 1.596635e-03 4.573360e-05 1.091295e+11
6700 6700 128 136 1.726770e-03 4.008384e-05 1.039860e+11
6800 6800 128 136 1.786921e-03 4.327729e-05 1.035076e+11
6900 6900 128 136 1.844773e-03 3.945115e-05 1.032322e+11
7000 7000 128 136 1.787105e-03 4.718599e-05 1.096746e+11
7100 7100 128 136 1.915389e-03 4.462728e-05 1.052737e+11
7200 7200 128 136 1.867142e-03 3.562559e-05 1.110575e+11
7300 7300 128 136 2.013711e-03 4.981294e-05 1.058543e+11
7400 7400 128 136 2.007798e-03 5.012029e-05 1.090946e+11
7500 7500 128 136 2.124430e-03 5.524067e-05 1.059108e+11
7600 7600 128 136 2.021013e-03 7.011526e-05 1.143189e+11
7700 7700 128 136 2.241033e-03 5.867381e-05 1.058262e+11
7800 7800 128 136 2.190830e-03 5.832822e-05 1.110812e+11
7900 7900 128 136 2.354209e-03 5.584451e-05 1.060399e+11
8000 8000 128 136 2.555983e-03 3.045683e-05 1.001572e+11
8100 8100 128 136 2.515225e-03 6.452417e-05 1.043406e+11
8200 8200 128 136 2.453597e-03 7.127571e-05 1.096187e+11
8300 8300 128 136 2.607274e-03 5.996491e-05 1.056889e+11
8400 8400 128 136 2.705435e-03 5.318482e-05 1.043233e+11
8500 8500 128 136 2.690849e-03 7.228035e-05 1.074011e+11
8600 8600 128 136 2.736533e-03 3.242421e-05 1.081076e+11
8700 8700 128 136 3.125047e-03 9.381889e-05 9.688173e+10
8800 8800 128 136 3.016101e-03 3.429025e-05 1.027021e+11
8900 8900 128 136 2.918571e-03 7.760261e-05 1.085600e+11
9000 9000 128 136 2.918364e-03 1.387228e-05 1.110211e+11
9100 9100 128 136 3.084186e-03 7.609016e-05 1.073995e+11
9200 9200 128 136 3.000361e-03 1.026856e-04 1.128398e+11
9300 9300 128 136 3.217415e-03 7.794001e-05 1.075273e+11
9400 9400 128 136 3.082733e-03 8.123901e-05 1.146515e+11
9500 9500 128 136 3.344315e-03 8.203939e-05 1.079444e+11
9600 9600 128 136 3.665629e-03 5.340725e-05 1.005667e+11
9700 9700 128 136 3.464604e-03 9.531005e-05 1.086300e+11
9800 9800 128 136 3.317868e-03 1.029766e-04 1.157852e+11
9900 9900 128 136 3.704350e-03 7.888631e-05 1.058323e+11
10000 10000 128 136 4.172840e-03 9.721666e-05 9.585798e+10
10100 10100 128 136 3.775579e-03 8.159335e-05 1.080735e+11
10200 10200 128 136 3.915147e-03 2.366441e-04 1.062949e+11
10300 10300 128 136 3.886612e-03 1.010582e-04 1.091851e+11
10400 10400 128 136 4.444340e-03 7.502790e-05 9.734628e+10
10500 10500 128 136 4.539090e-03 4.772777e-04 9.715604e+10
10600 10600 128 136 4.091891e-03 7.639451e-05 1.098368e+11
10700 10700 128 136 4.154660e-03 1.055389e-04 1.102280e+11
10800 10800 128 136 4.740105e-03 8.859219e-05 9.842819e+10
10900 10900 128 136 4.518744e-03 1.786459e-04 1.051708e+11
11000 11000 128 136 4.380601e-03 1.187643e-04 1.104871e+11
11100 11100 128 136 4.361833e-03 1.335919e-04 1.129892e+11
11200 11200 128 136 4.529150e-03 4.929310e-05 1.107846e+11
11300 11300 128 136 4.473776e-03 1.413814e-04 1.141675e+11
11400 11400 128 136 5.144422e-03 2.193705e-04 1.010493e+11
11500 11500 128 136 5.014665e-03 2.059140e-04 1.054906e+11
11600 11600 128 136 4.648126e-03 5.894349e-05 1.157972e+11
11700 11700 128 136 5.354279e-03 1.764945e-04 1.022659e+11
11800 11800 128 136 5.044077e-03 4.336437e-04 1.104186e+11
11900 11900 128 136 5.727159e-03 1.099972e-04 9.890418e+10
12000 12000 128 136 5.514187e-03 1.207775e-04 1.044578e+11
12100 12100 128 136 5.490768e-03 3.697405e-04 1.066590e+11
12200 12200 128 136 4.969780e-03 1.839043e-04 1.197960e+11
12300 12300 128 136 5.450868e-03 1.703770e-04 1.110209e+11
12400 12400 128 136 5.719644e-03 1.537936e-04 1.075312e+11
12500 12500 128 136 5.441627e-03 2.093783e-04 1.148554e+11
12600 12600 128 136 6.279427e-03 3.475849e-04 1.011302e+11
12700 12700 128 136 5.660584e-03 2.130333e-04 1.139741e+11
12800 12800 128 136 6.206432e-03 2.894676e-04 1.055937e+11
12900 12900 128 136 6.421699e-03 1.128598e-04 1.036548e+11
13000 13000 128 136 5.460319e-03 9.181926e-05 1.238023e+11
13100 13100 128 136 6.146944e-03 1.307504e-04 1.116718e+11
13200 13200 128 136 6.412869e-03 2.014297e-04 1.086815e+11
13300 13300 128 136 6.398595e-03 2.328698e-04 1.105805e+11
13400 13400 128 136 7.896769e-03 2.834052e-04 9.095365e+10
13500 13500 128 136 7.101273e-03 2.455051e-04 1.026577e+11
13600 13600 128 136 1.244055e-02 1.163081e-03 5.947005e+10
13700 13700 128 136 7.669402e-03 2.500880e-04 9.789029e+10
13800 13800 128 136 7.568035e-03 3.197932e-04 1.006549e+11
13900 13900 128 136 6.651256e-03 2.804806e-04 1.161946e+11
14000 14000 128 136 8.454824e-03 4.134580e-04 9.272812e+10
14100 14100 128 136 7.776479e-03 2.439087e-04 1.022622e+11
14200 14200 128 136 7.933687e-03 4.288114e-04 1.016627e+11
14300 14300 128 136 7.412277e-03 3.413104e-04 1.103521e+11
14400 14400 128 136 7.399898e-03 1.859502e-04 1.120880e+11
14500 14500 128 136 7.513080e-03 3.088335e-04 1.119381e+11
14600 14600 128 136 8.401781e-03 3.196845e-04 1.014832e+11
14700 14700 128 136 8.718363e-03 7.770578e-04 9.914246e+10
14800 14800 128 136 1.380739e-02 2.455555e-03 6.345585e+10
14900 14900 128 136 8.555871e-03 2.510248e-04 1.037931e+11
15000 15000 128 136 9.439454e-03 5.413200e-04 9.534450e+10
15100 15100 128 136 1.039092e-02 9.982157e-04 8.777282e+10
15200 15200 128 136 7.578430e-03 1.698372e-04 1.219461e+11
15300 15300 128 136 9.142019e-03 2.653317e-04 1.024238e+11
15400 15400 128 136 1.049972e-02 1.030469e-03 9.034904e+10
