0 0 33773 34488 28007 28588 1340 2010 0 542 71541 72161 75335 76078 44617 45250 36269 36948 131628 132062 140700 141286 107128 107742 91476 92114 203998 204935 194906 195564 166435 166905 156647 157336 262915 263512 257488 258136 
1 32 34534 35218 28636 29416 2064 2771 586 1262 72207 73030 76122 76891 45294 45977 37003 37744 132121 132802 141331 142033 107788 108405 92167 93054 204980 205498 195616 196441 166949 167620 157380 158049 263560 264326 258184 258719 
2 64 35265 35959 29465 30159 2824 3514 1311 1995 73084 73768 76936 77641 46021 46915 37788 38463 132850 133517 142078 142639 108452 109122 93098 93759 205542 206125 196485 197420 167665 168276 158095 158873 264375 265051 258763 259314 
3 96 36003 36757 30217 31136 3561 4264 2051 2701 73818 74499 77686 78384 46959 47695 38508 39186 133572 134465 142690 143645 109167 109842 93803 94626 206171 207032 197466 198166 168320 168895 158919 159637 265099 265769 259358 260027 
4 128 36842 37560 31241 32007 4347 5102 2785 3464 74588 75528 78506 79181 47776 48459 39262 40067 134549 135241 143746 144450 109924 110566 94700 95388 207109 207654 198255 199146 168976 169621 159715 160391 265858 266740 260103 260741 
5 160 37610 38287 32069 32766 5146 5836 3520 4256 75572 76386 79235 79939 48513 49205 40113 40898 135295 136215 144503 145392 110610 111435 95435 96131 207703 208594 199190 199858 169665 170312 160436 161098 266794 267464 260785 261599 
6 192 38331 39082 32826 33560 5887 6638 4300 4933 76433 77161 79986 80680 49261 49962 40945 41864 136259 136956 145448 146374 111479 111892 96181 96838 208645 209396 199910 200625 170356 171005 161143 161814 267519 268187 261645 262165 
7 224 39126 39816 33613 34474 6682 7364 4977 5613 77208 77940 80736 81511 50007 50683 41908 42582 137000 137614 146428 147178 111936 112773 96883 97553 209445 210043 200671 201352 171051 171728 161860 162664 268237 268952 262210 262759 
8 256 39899 40609 34548 35221 7456 8162 5686 6330 78042 78721 81593 82265 50757 51435 42656 43339 137693 138554 147259 147954 112852 113706 97626 98487 210119 210781 201443 202226 171806 172479 162743 163404 269048 269782 262832 263503 
9 288 40656 41347 35265 35944 8211 8911 6374 7255 78768 79419 82329 83000 51479 52152 43383 44257 138615 139410 147998 148677 113751 114423 98533 99189 210826 211347 202270 203006 172524 173202 163449 164311 269830 270504 263548 264321 
10 320 41392 42079 35991 36756 8960 9661 7299 8045 79472 80110 83046 83725 52196 53115 44301 44993 139455 140124 148723 149354 114467 115138 99233 99905 211396 212110 203054 203733 173247 173919 164356 165039 270562 271247 264368 265046 
