0 0 72472 72879 171 533 189 541 0 262 72713 73110 
1 32 72923 73329 577 993 585 1005 306 707 73154 73551 
2 64 73373 73781 1037 1286 1049 1308 751 1013 73595 73989 
3 96 73825 74233 1330 1747 1352 1772 1057 1452 74033 74428 
4 128 74306 74717 1820 2072 1845 2228 1525 1783 74501 74899 
5 160 74761 75170 2116 2536 2273 2689 1827 2227 74943 75338 
6 192 75214 75622 2580 2983 2733 3001 2271 2537 75382 75777 
7 224 75666 76072 3027 3449 3045 3467 2582 2986 75821 76209 
8 256 76145 76552 3523 3915 3541 3916 3059 3468 76282 76670 
9 288 76596 77001 3960 4368 3962 4381 3513 3914 76714 77102 
10 320 77045 77452 4412 4702 4425 4703 3958 4245 77146 77536 
11 352 77496 77906 4746 5157 4748 5171 4289 4694 77580 77983 
12 384 77979 78385 5230 5615 5245 5616 4767 5172 78062 78452 
13 416 78429 78837 5659 6070 5661 6084 5217 5613 78496 78885 
14 448 78881 79289 6114 6365 6128 6392 5657 5906 78930 79317 
15 480 79333 79740 6409 6824 6436 6860 5950 6351 79361 79758 
16 512 79816 80222 6897 7277 6933 7283 6424 6825 79831 80226 
17 544 80266 80671 7321 7737 7327 7751 6870 7268 80270 80675 
18 576 80715 81122 7781 8031 7795 8111 7312 7572 80719 81126 
19 608 81166 81571 8075 8493 8155 8575 7616 8015 81170 81575 
20 640 81644 82052 8567 8940 8648 8941 8088 8494 81652 82056 
21 672 82096 82504 8985 9398 8987 9410 8539 8939 82100 82508 
22 704 82548 82956 9442 9695 9454 9716 8983 9237 82552 82960 
23 736 83000 83406 9739 10159 9760 10182 9281 9684 83004 83410 
24 768 83479 83886 10232 10611 10255 10612 9757 10160 83487 83890 
25 800 83930 84335 10655 11066 10657 11078 10205 10603 83934 84339 
26 832 84380 84778 11110 11367 11122 11377 10647 10903 84384 84782 
27 864 84822 85223 11411 11829 11421 11836 10947 11350 84828 85227 
28 896 85297 85699 11902 12284 11910 12288 11423 11837 85305 85703 
29 928 85743 86144 12329 12740 12332 12746 11882 12283 85749 86148 
30 960 86188 86590 12784 13054 12790 13118 12327 12578 86194 86594 
