0 0 2746 3426 0 694 3556 4188 20 707 33843 34475 29804 30451 44740 45374 49441 50232 107375 107821 93004 93668 95759 96376 104883 105164 149609 150275 149898 150773 150283 150777 153233 153670 
1 32 3481 4171 745 1418 4238 4934 760 1426 34525 35293 30505 31198 45418 46138 50276 50868 107865 108386 93714 94349 96420 97082 105214 105901 150322 150991 150818 151771 150824 151772 153715 154443 
2 64 4218 4938 1464 2421 4983 5674 1477 2422 35346 36249 31243 31934 46184 46864 50912 51525 108441 109132 94393 95050 97131 97763 105959 106671 151036 151843 151815 152495 151817 152496 154488 155155 
3 96 4985 5670 2465 3145 5723 6424 2467 3099 36293 36941 31980 32656 46909 47599 51569 52177 109182 110149 95094 96000 97807 98497 106727 107490 151890 152560 152543 153205 152541 153186 155199 155873 
4 128 5743 6422 3218 3959 6510 7229 3172 3800 37014 37663 32741 33413 47683 48373 52251 53018 110232 110921 96077 96725 98592 99296 107572 108270 152638 153484 153281 153944 153259 153910 155948 156665 
5 160 6470 7185 4007 4708 7285 8299 3844 4474 37707 38365 33462 34135 48427 49128 53085 53941 110965 111488 96771 97425 99346 100037 108317 109013 153530 154194 153989 154647 153955 154594 156709 157378 
6 192 7232 8096 4757 5441 8354 9092 4518 5145 38409 39057 34179 34942 49193 49873 53988 54685 111532 112081 97471 98375 100082 100458 109063 109825 154239 154962 154692 155352 154638 155275 157422 158239 
7 224 8145 8829 5492 6316 9141 9879 5195 5903 39101 39743 34986 35665 49919 50851 54731 55397 112125 112655 98424 99106 100507 101195 109871 110375 155006 155647 155396 156144 155319 155958 158284 158973 
8 256 8917 9597 6389 7067 9976 10663 6022 6686 39816 40526 35742 36545 50943 51628 55489 56286 112749 113307 99180 99668 101281 101988 110448 110927 155720 156377 156218 157205 156033 156670 159058 159725 
9 288 9641 10329 7111 7791 10712 11462 6741 7426 40571 41240 36594 37289 51680 52389 56330 57028 113355 114035 99720 100455 102035 102703 110973 111727 156422 157206 157249 157965 156715 157384 159771 160633 
10 320 10374 11053 7843 8648 11506 12384 7483 8324 41295 42021 37341 38191 52439 53124 57075 57739 114079 114807 100499 101157 102749 103622 111774 112540 157251 157966 158009 158710 157428 158308 160677 161467 
11 352 11098 11787 8693 9385 12435 13162 8368 9034 42073 42743 38238 38912 53169 53949 57789 58382 114854 115377 101201 101892 103670 104385 112585 113291 158011 158639 158754 159431 158352 158986 161511 162206 
12 384 11876 12594 9475 10147 13246 14008 9118 9765 42839 43519 38990 39654 54026 54697 58460 59046 115450 115975 101985 102628 104476 105155 113367 114037 158712 159359 159504 160169 159060 159725 162279 162956 
13 416 12640 13601 10201 10938 14059 14741 9813 10489 43568 44249 39698 40372 54741 55415 59094 59765 116020 116714 102673 103619 105200 105904 114083 114809 159403 160109 160213 160876 159769 160635 163000 163673 
14 448 13645 14335 10982 11653 14792 15495 10544 11309 44293 44963 40417 41085 55459 56287 59811 60365 116763 117417 103665 104382 105962 106673 114861 115523 160153 160788 160920 161582 160681 161566 163717 164392 
15 480 14383 15078 11699 12408 15541 16404 11353 12011 45018 45870 41129 41975 56337 57035 60413 61106 117463 117990 104426 105094 106734 107488 115568 116261 160832 161571 161629 162288 161611 162256 164436 165101 
16 512 15151 15837 12494 13222 16492 17190 12097 12736 45948 46619 42080 42761 57118 57950 61196 62080 118064 118834 105181 105857 107577 108274 116358 116789 161651 162307 162361 163184 162330 162975 165175 165837 
17 544 15882 16720 13269 14015 17242 17935 12785 13602 46663 47444 42814 43499 57994 58675 62125 62882 118883 119582 105914 106667 108324 109023 116840 117553 162351 163183 163229 163886 163021 163747 165881 166553 
