0 0 12772 13447 14570 15204 12729 13312 0 579 52655 53282 55975 56642 62679 63461 35799 36417 107800 108487 105716 106397 113136 113862 80422 80938 190049 190814 180193 180881 174588 175295 161838 162657 276140 276839 278225 279123 267470 268328 237632 238319 485566 486253 486845 487240 480621 481296 392613 393214 860528 861009 861742 862347 861061 861743 667991 668566 1162487 1162878 1166839 1167289 1174773 1175182 
1 32 13495 14341 15254 15999 13375 14103 629 1296 53345 54119 56698 57425 63522 64228 36465 37150 108539 109261 106447 107370 113913 114652 80991 81695 190867 191717 180933 181730 175344 176062 162708 163510 276899 277820 279168 279686 268373 269055 238368 239112 486298 486832 487293 488041 481343 481877 393258 393792 861060 861742 862395 863220 861798 862349 668610 669185 1162922 1163552 1167333 1167862 1175226 1175891 
2 64 14387 15097 16060 16869 14158 14866 1360 2118 54166 54738 57481 58191 64283 65002 37201 37900 109312 110036 107426 108128 114709 115492 81757 82437 191765 192467 181784 182549 176113 176979 163554 164262 277885 278658 279740 280240 269108 269844 239173 239866 486887 487279 488086 488561 481923 482621 393844 394500 861797 862347 863267 863781 862400 863221 669229 669682 1163596 1164224 1167906 1168346 1175935 1176612 
3 96 15144 15922 16928 17654 14921 15653 2172 2820 54793 55531 58243 59085 65055 65787 37959 38655 110087 110782 108181 108860 115544 116296 82484 83207 192533 193306 182593 183505 177024 177718 164307 165105 278716 279420 280285 280993 269890 270573 239917 240611 487323 488123 488605 489511 482666 483215 394546 395215 862397 863218 863826 864478 863271 863780 669726 670258 1164268 1164901 1168390 1169021 1176656 1177436 
4 128 16027 16852 17745 18451 15753 16504 2931 3616 55625 56169 59179 59914 65876 66612 38756 39467 110872 111579 108944 109603 116409 117109 83294 83700 193398 194226 183601 184441 177799 178492 165220 166003 279527 280236 281099 281844 270678 271326 240714 241379 488252 488864 489637 490379 483289 483840 395299 395929 863297 863782 864568 865155 863868 864508 670366 670987 1164974 1165603 1169095 1169701 1177511 1178213 
5 160 16902 17626 18526 19456 16560 17279 3665 4346 56218 56944 59966 60676 66661 67417 39516 40216 111624 112314 109662 110323 117156 118061 83751 84873 194270 195000 184488 185185 178549 179276 166052 166816 280295 281015 281907 282681 271376 272114 241425 242000 488912 489594 490424 491372 483890 484552 395976 396846 863828 864507 865203 865902 864554 865153 671034 671681 1165647 1166276 1169746 1170379 1178259 1178921 
6 192 17679 18380 19505 20204 17337 18080 4408 5151 56994 57472 60738 61479 67466 68184 40272 41012 112360 113082 110375 111017 118120 119061 84917 85630 195046 195758 185239 186064 179339 180035 166881 167822 281078 281844 282735 283263 272167 272980 242058 242617 489645 490405 491416 492110 484597 485135 396890 397550 864558 865154 865948 866655 865199 865443 671726 672421 1166320 1166948 1170424 1170663 1178965 1179640 
7 224 18435 19130 20254 20965 18141 18859 5210 5873 57540 58261 61536 62281 68240 68946 41085 41838 113130 113857 111067 111741 119114 119794 85677 86458 195822 196629 186109 186755 180088 180788 167875 168550 281897 282438 283308 284043 273034 273763 242666 243343 490493 491385 492154 492904 485179 485712 397597 398139 865201 865901 866700 867373 865487 866078 672467 673010 1166992 1167628 1170707 1171227 1179684 1180533 
8 256 19224 19962 21066 21776 18961 19944 5969 6633 58368 59195 62387 63349 69040 69643 41960 42663 113975 114711 111845 112503 119873 120717 86540 87280 196736 197475 186828 187497 180892 181663 168635 169286 282546 283239 284127 284832 273867 274687 243447 244104 491489 492197 492988 493666 485800 486472 398216 398910 865992 866658 867453 868163 866155 866658 673099 673753 1167701 1168338 1171300 1171767 1180606 1181276 
9 288 20028 20726 21834 22591 20005 20769 6683 7358 59250 60187 63395 64130 69697 70679 42722 43443 114769 115711 112554 113270 120772 121609 87332 88041 197525 198209 187542 188175 181707 182441 169334 170022 283291 284049 284879 285465 274735 275474 244156 244897 492310 493044 493718 494607 486516 487180 398959 399883 866704 867379 868211 868884 866708 867380 673798 674402 1168382 1169020 1171812 1172441 1181320 1181989 
