0 0 75232 75914 71346 71692 6294 6733 0 593 133110 133811 145316 145998 47448 48111 51725 52301 237662 238334 239483 239986 124714 125361 120144 120578 323163 323707 316839 317368 201621 202167 197194 197590 499213 499480 497060 497317 
1 32 75970 76693 71759 72656 6790 7563 644 1460 133863 134534 146047 146806 48163 48860 52351 53126 238387 238964 240030 240552 125408 126065 120629 121323 323751 324588 317414 318251 202212 202734 197635 198340 499524 500170 497362 497879 
2 64 76742 77274 72706 73192 7608 8070 1504 1993 134589 135216 146856 147696 48909 49444 53174 53644 239013 239711 240603 241339 126110 126685 121367 122106 324632 325200 318296 318836 202780 203456 198384 198965 500215 500471 497923 498381 
3 96 77320 78043 73249 74010 8119 8856 2041 2711 135271 135992 147747 148464 49489 50183 53690 54410 239762 240495 241399 242127 126731 127468 122153 122882 325250 325835 318880 319389 203502 204416 199013 199725 500515 501033 498425 498953 
4 128 78129 78809 74115 74656 8962 9746 2817 3184 136078 136681 148563 149187 50266 50677 54509 55084 240589 241336 242233 242857 127569 128377 122957 123629 325914 326461 319472 319928 204491 205185 199801 200605 501107 501632 499026 499478 
5 160 78860 79588 74721 75436 9795 10595 3242 4172 136735 137514 149243 149948 50727 51437 55139 55859 241396 242128 242906 243594 128423 129095 123675 124322 326508 327256 319979 320673 205230 205827 200650 201352 501676 502199 499523 500167 
6 192 79642 80284 75498 76102 10639 11171 4216 4479 137565 138254 149994 150517 51492 52099 55903 56491 242174 242852 243647 244337 129139 129710 124366 125011 327300 327873 320722 321241 205872 206455 201396 201813 502244 502670 500212 500464 
7 224 80336 81139 76155 76903 11227 11961 4529 5253 138318 139020 150568 151292 52144 52868 56538 57239 242898 243589 244409 245240 129754 130419 125056 125838 327924 328667 321291 322004 206499 207143 201857 202719 502715 503398 500508 501032 
8 256 81230 81956 76982 77866 12077 12400 5343 5725 139107 139755 151389 152054 52945 53444 57327 57879 243675 244344 245358 245845 130499 131185 125912 126591 328756 329254 322078 322568 207225 207884 202792 203457 503472 504098 501106 501629 
9 288 82016 82749 77910 78605 12456 13170 5780 6487 139809 140531 152105 152836 53504 54215 57931 58922 244405 245092 245890 246719 131234 131914 126635 127462 329301 329963 322619 323377 207931 208487 203507 204415 504142 504664 501674 502198 
10 320 82807 83501 78656 79336 13224 13937 6556 6845 140591 141163 152883 153544 54273 54940 58968 59649 245138 245835 246783 247702 131958 132395 127506 127937 330007 330518 323421 323709 208532 209221 204459 204941 504709 505150 502242 502671 
11 352 83556 84324 79392 80280 14005 14718 6890 7579 141214 142143 153598 154431 54985 55684 59698 60509 245881 246717 247754 248470 132442 133116 127985 128658 330563 331282 323756 324430 209267 209901 204985 205821 505195 505881 502716 503401 
12 384 84423 85220 80382 81144 14798 15264 7695 8126 142249 142923 154525 155168 55757 56302 60603 61274 246843 247706 248546 249187 133209 133832 128734 129407 331359 331959 324512 325197 209977 210633 205895 206559 505955 506698 503477 504096 
13 416 85269 86033 81207 81956 15314 16025 8175 8866 142985 143916 155216 155946 56351 57107 61326 62266 247761 248469 249233 249933 133876 134572 129451 130122 332007 332695 325244 325835 210678 211191 206609 207299 506742 507264 504140 504663 
14 448 86083 86813 82017 82726 16077 16755 8917 9737 143963 144695 156005 156763 57163 57688 62311 62885 248514 249034 249977 250682 134616 135217 130168 130844 332741 332998 325883 326456 211236 211865 207343 208033 507309 507792 504707 505151 
15 480 86870 87562 82779 83496 16801 17529 9789 10465 144755 145444 156811 157520 57740 58435 62929 63622 249089 249625 250727 251460 135265 135921 130889 131532 333047 333694 326510 327257 211914 212607 208077 208784 507837 508527 505196 505884 
16 512 87669 88456 83592 84302 17617 18247 10547 11169 145546 146205 157598 158414 58530 59015 63711 64418 249699 250419 251551 252281 136007 136684 131609 132300 333786 334279 327331 327870 212684 213365 208857 209536 508601 509413 505960 506696 
17 544 88508 89226 84359 85208 18297 19008 11219 11892 146265 147226 158463 159161 59065 59758 64464 65190 250477 251171 252334 253128 136730 137512 132355 132988 334328 334979 327919 328667 213409 213920 209580 210297 509457 509979 506740 507263 
18 576 89277 89874 85252 85775 19052 19436 11956 12394 147285 147985 159207 159912 59807 60518 65234 65929 251220 252014 253189 253888 137556 138241 133040 133773 335024 335412 328726 329245 213964 214624 210341 211104 510024 510500 507307 507793 
19 608 89930 90779 85830 86570 19491 20304 12443 13102 148030 148751 159964 160705 60567 61272 65986 66713 252059 252796 253937 254637 138288 138948 133820 134457 335464 336104 329297 329945 214669 215211 211151 211851 510545 511235 507838 508530 
20 640 90890 91414 86685 87392 20397 20987 13194 13697 148853 149627 160793 161421 61350 62267 66799 67561 252881 253530 254749 255242 139023 139563 134548 135216 336183 336745 330025 330542 215295 215959 211927 212606 511309 512121 508606 509411 
21 672 91460 92173 87444 88436 21049 21783 13760 14482 149691 150424 161473 162362 62313 62996 67617 68485 253586 254402 255290 256099 139607 140408 135267 135922 336797 337441 330588 331284 216003 216522 212651 213363 512165 512687 509455 509978 
22 704 92217 92797 88483 88869 21845 22417 14528 15190 150482 151180 162428 163130 63040 63632 68531 69153 254450 255027 256144 256666 140452 141147 135968 136570 337489 338069 331334 331953 216567 217256 213407 213831 512732 513121 510022 510501 
23 736 92854 93607 88927 89681 22461 23166 15241 15900 151229 152052 163178 163881 63688 64413 69207 69931 255074 255768 256718 257364 141197 142137 136614 137304 338120 338656 331999 332504 217300 217968 213875 214623 513166 513684 510546 511238 
24 768 93701 94403 89764 90491 23259 23773 15984 16748 152137 152828 163977 164605 64494 65193 70011 70692 255851 256283 257450 258013 142214 142915 137377 138043 338735 339219 332582 332906 218047 218755 214696 215214 513758 514386 511314 512119 
25 800 94463 95173 90554 91307 23829 24536 16800 17466 152876 153577 164657 165364 65244 66013 70738 71433 256342 257095 258069 258982 142960 143618 138087 138741 339268 339795 332951 333456 218800 219366 215261 215957 514430 514952 512163 512686 
26 832 95231 95949 91366 92012 24589 25217 17520 18170 153628 154440 165432 166135 66060 66724 71480 71900 257152 257855 259036 259728 143662 144209 138785 139365 339843 340518 333500 334033 219411 220058 216001 216512 514997 515385 512730 513119 
27 864 96007 96888 92069 92794 25281 26126 18220 18904 154489 155158 166181 166879 66768 67552 71964 72680 257902 258468 259773 260292 144253 144925 139410 140074 340571 341250 334079 334669 220102 220681 216558 217250 515430 515949 513163 513683 
28 896 96985 97647 92897 93607 26213 26622 18980 19437 155249 155947 166978 167645 67635 68478 72775 73187 258551 259059 260387 260737 145013 145689 140148 140629 341367 342149 334765 335414 220755 221380 217325 217966 516023 516656 513757 514383 
29 928 97707 98472 93658 94407 26685 27449 19487 20154 155998 156764 167693 168401 68525 69229 73240 73938 259114 259811 260782 261685 145740 146420 140673 141329 342199 342867 335465 336138 221425 222033 218010 218754 516700 517229 514428 514951 
30 960 98525 99213 94459 95173 27494 27992 20204 20763 156812 157522 168455 169171 69273 69942 73993 74526 259871 260656 261737 262259 146464 147238 141374 142155 342912 343292 336188 336748 222077 222725 218798 219365 517274 517655 514995 515383 
31 992 99270 100050 95226 95945 28045 28926 20820 21659 157569 158410 169225 169868 69986 70685 74580 75302 260713 261432 262317 263005 147283 147982 142201 142914 343348 343886 336802 337448 222770 223475 219409 220056 517700 518218 515427 515948 
32 1024 100132 100582 96031 96502 29008 29673 21768 22412 158503 159160 169975 170572 70765 71444 75376 76006 261512 262179 263083 263660 148062 148741 142988 143909 343972 344528 337553 338073 223553 224247 220129 220684 518292 518934 516022 516653 
33 1056 100632 101367 96562 97318 29722 30396 22460 23419 159210 159923 170619 171375 71495 72190 76058 76893 262231 262910 263713 264490 148788 149492 143953 144635 344580 345115 338126 338661 224293 224939 220728 221379 518979 519380 516698 517228 
34 1088 101412 102101 97380 97934 30447 31065 23463 23890 159971 160661 171424 172238 72238 72926 76938 77364 262959 263643 264537 265045 149536 150182 144679 145250 345161 345725 338708 339220 224983 225673 221423 222031 519424 519976 517272 517653 
35 1120 102164 102846 97978 98687 31124 31833 23943 24641 160705 161419 172287 172985 72984 73692 77422 78098 263689 264484 265092 265781 150227 150945 145303 145993 345771 346417 339266 339792 225719 226457 222075 222724 520021 520530 517697 518217 
36 1152 102930 103520 98780 99443 31947 32394 24733 25222 161501 162366 173087 173916 73781 74491 78208 78813 264563 265239 265861 266521 151019 151700 146076 146809 346527 347025 339887 340517 226531 227221 222797 223474 520604 521275 518291 518936 
37 1184 103580 104349 99495 100227 32443 33156 25272 26124 162424 163121 173970 174744 74552 75289 78860 79540 265293 265999 266574 267281 151745 152443 146866 147697 347081 347730 340566 341247 227268 227787 223518 224180 521319 521834 518981 519507 
38 1216 104398 105026 100279 100645 33204 34169 26168 26616 163172 163855 174791 175480 75340 76008 79584 80284 266048 266522 267350 268073 152497 153235 147742 148244 347774 348256 341292 342143 227831 228409 224224 224906 521879 522311 519551 519974 
