0 0 20510 21242 9128 10048 6954 7462 0 541 106990 107630 81932 82570 89056 89734 85899 86591 209245 209757 163508 164321 170283 171013 171623 172314 385297 386004 317398 318060 330447 330911 327481 327770 641807 642149 557894 558825 542744 542997 541864 542122 892797 893499 781987 782431 770209 770710 774997 775310 1067380 1067615 
1 32 21301 22054 10105 10811 7515 8254 604 1327 107679 108490 82634 83329 89781 90352 86647 87232 209807 210504 164388 165091 171068 171755 172359 172967 386049 386588 318109 318794 330961 331670 327825 328522 642197 642720 558871 559392 543046 543557 542167 542852 893545 894064 782475 783150 770755 771173 775357 776028 1067659 1068164 
2 64 22116 22828 10869 11664 8315 9022 1382 1871 108539 109164 83390 83935 90397 91152 87293 88005 210558 211098 165135 165901 171815 172465 173022 173656 386652 387334 318847 319537 331719 332129 328570 329135 642765 643456 559436 560001 543601 544129 542902 543324 894109 894538 783195 783438 771217 771821 776073 776327 1068208 1068559 
3 96 22886 23623 11713 12443 9082 10031 1927 2589 109224 109939 83983 84708 91201 91914 88051 88720 211152 211803 165946 166612 172509 173315 173704 174281 387379 387936 319599 320447 332179 332888 329183 329897 643513 644200 560049 560559 544173 544776 543368 544092 894587 895112 783482 784161 771865 772280 776371 777039 1068604 1069110 
4 128 23743 24425 12531 13392 10130 10812 2692 3511 110048 110730 84804 85674 92024 92702 88812 89563 211883 212583 166698 167253 173397 174048 174367 175067 388028 388707 320573 321216 332980 333569 329996 330557 644287 644864 560642 561149 544861 545520 544180 544778 895202 895848 784235 784895 772353 772863 777113 777360 1069183 1069838 
5 160 24490 25230 13449 14178 10868 11669 3562 4223 110791 111495 85726 86437 92753 93472 89622 90337 212646 213244 167300 168209 174112 174639 175130 175794 388752 389318 321263 321767 333613 334460 330601 331290 644910 645495 561193 561837 545564 546166 544823 545513 895897 896419 784940 785621 772908 773323 777404 778272 1069882 1070398 
6 192 25286 26022 14236 14986 11721 12450 4277 4982 111559 112259 86502 86989 93529 94225 90386 91093 213299 213936 168254 168704 174689 175337 175845 176401 389367 390027 321830 322230 334517 334981 331346 331897 645539 645791 561881 562399 546211 546898 545557 546165 896464 896899 785665 785908 773367 774041 778318 778566 1070442 1070857 
7 224 26071 26853 15037 15768 12499 13379 5030 5752 112323 113094 87042 87780 94284 94861 91143 91900 213997 214541 168773 169434 175381 176021 176447 177090 390081 390715 322279 322813 335030 335734 331954 332841 645849 646396 562443 562957 546943 547552 546209 546897 896948 897471 785952 786656 774085 774504 778619 779328 1070902 1071418 
8 256 26955 27724 15868 16572 13493 14181 5867 6494 113194 113753 87872 88606 94960 95631 91990 92672 214648 215294 169538 170132 176104 176745 177167 177611 390825 391756 322908 323605 335828 336725 332940 333571 646484 646747 563047 563624 547629 548291 546988 547560 897561 898205 786729 787083 774578 775311 779407 780021 1071491 1072343 
9 288 27775 28512 16625 17359 14241 14996 6538 7201 113803 114528 88658 89552 95683 96398 92717 93274 215357 216168 170191 171001 176798 177457 177663 178345 391814 392407 323661 324201 336772 337479 333620 334465 646799 647441 563671 564284 548338 548851 547604 548290 898254 898770 787127 788051 775357 775770 780069 781003 1072387 1072903 
