0 0 179844 180349 178171 178565 11596 12008 16710 17111 146566 146967 145195 145618 5909 6322 0 442 92940 93360 86451 86880 12034 12664 12802 13253 98180 98573 92121 92554 47259 47654 50338 50753 109303 109733 111942 112359 
1 32 180362 180786 178578 178983 12021 12673 17123 17534 146979 147381 145630 146062 6336 6770 456 898 93372 93792 86892 87325 12676 13110 13265 13710 98585 98998 92567 93004 47668 48082 50765 51195 109745 110173 112371 112795 
2 64 180799 181227 178995 179445 12685 13126 17546 18124 147393 147801 146074 146501 6782 7195 911 1496 93804 94213 87337 87775 13122 13544 13722 14140 99010 99477 93016 93473 48097 48508 51207 51679 110185 110620 112807 113313 
3 96 181239 181667 179457 179915 13140 13620 18136 18542 147814 148229 146514 146940 7209 7700 1508 1933 94225 94677 87787 88212 13556 13973 14153 14569 99489 99941 93486 93915 48520 49036 51691 52123 110632 111060 113330 113805 
4 128 181715 182126 179964 180402 13663 14087 18585 18999 148276 148684 146987 147397 7758 8236 1998 2425 94723 95125 88262 88687 14018 14437 14613 15027 99987 100398 93958 94386 49081 49478 52166 52589 111119 111537 113853 114280 
5 160 182140 182627 180417 180826 14099 14539 19011 19422 148700 149132 147409 147834 8249 8692 2438 2877 95138 95602 88699 89123 14450 14871 15039 15539 100410 100833 94400 94844 49490 49905 52601 53032 111549 111983 114292 114727 
6 192 182641 183260 180839 181239 14553 14987 19434 19845 149144 149725 147847 148272 8705 9134 2889 3357 95614 96046 89136 89552 14883 15501 15551 15962 100845 101257 94857 95340 49917 50322 53044 53466 111996 112407 114739 115180 
7 224 183273 183736 181251 181703 15002 15529 19857 20281 149737 150138 148290 148708 9151 9573 3371 3788 96058 96567 89565 89983 15513 15969 15975 16376 101269 101688 95353 95775 50334 50731 53478 53891 112421 112858 115192 115614 
8 256 183792 184214 181756 182186 15578 15998 20334 21020 150184 150572 148763 149180 9623 10034 3832 4345 96648 97053 90026 90445 16016 16453 16422 16826 101737 102185 95819 96255 50783 51184 53935 54553 112909 113341 115661 116095 
9 288 184226 184665 182198 182618 16010 16498 21032 21456 150584 151000 149198 149727 10046 10543 4357 4873 97066 97507 90457 91030 16465 16892 16838 17259 102197 102677 96267 96705 51197 51807 54565 54980 113353 113829 116107 116575 
10 320 184678 185120 182630 183212 16510 16926 21468 21890 151012 151414 149739 150157 10556 10990 4886 5408 97519 97920 91042 91450 16904 17327 17271 17674 102689 103144 96717 97149 51819 52249 54992 55409 113843 114291 116588 117024 
11 352 185132 185564 183232 183662 16939 17361 21903 22323 151426 151833 150170 150585 11003 11512 5420 5848 97933 98338 91468 91893 17339 17759 17687 18252 103157 103587 97163 97597 52263 52679 55421 55834 114303 114734 117037 117459 
12 384 185607 186026 183710 184108 17406 17825 22367 22790 151886 152451 150631 151060 11559 12004 5892 6325 98384 98802 91936 92344 17804 18221 18298 18706 103631 104077 97650 98056 52730 53128 55877 56286 114785 115205 117508 117928 
13 416 186038 186459 184121 184543 17838 18297 22802 23229 152465 152897 151072 151511 12016 12571 6337 6756 98814 99312 92357 92820 18233 18659 18718 19128 104089 104545 98069 98496 53141 53559 56298 56715 115222 115651 117942 118432 
14 448 186473 186922 184555 184951 18314 18764 23241 23826 152910 153330 151523 151950 12583 12999 6768 7279 99324 99723 92833 93251 18671 19099 19140 19549 104557 104969 98508 98952 53571 53997 56727 57313 115663 116171 118444 118911 
15 480 186938 187378 184963 185354 18780 19210 23839 24262 153345 153761 151962 152475 13012 13422 7291 7734 99735 100140 93263 93837 19111 19529 19562 19971 104983 105388 98965 99450 54015 54642 57326 57788 116191 116665 118925 119377 
16 512 187423 187842 185397 185946 19259 19680 24309 24734 153812 154207 152526 152939 13465 13868 7784 8232 100186 100594 93882 94306 19572 19988 20015 20413 105435 105838 99543 99955 54691 55091 57839 58253 116731 117131 119423 119845 
17 544 187854 188303 185959 186360 19692 20124 24746 25181 154222 154639 152951 153390 13881 14293 8244 8695 100607 101014 94318 94740 20000 20433 20425 21109 105850 106261 99967 100391 55103 55521 58266 58687 117143 117577 119857 120294 
18 576 188315 188801 186372 186770 20139 20577 25193 25628 154651 155054 153407 153823 14305 14714 8707 9170 101026 101430 94752 95175 20446 21108 21121 21522 106274 106686 100403 100847 55536 56027 58699 59127 117590 118009 120306 120745 
