0 0 245215 245625 268056 268443 210967 211415 32508 32928 170664 171124 203466 203882 105836 106248 117 587 114055 114499 109049 109577 111713 112311 0 557 119579 119990 101270 101688 134146 134751 24978 25596 143715 144120 106811 107291 181466 181871 87812 88223 193176 193598 153899 154388 227234 227707 
1 32 245637 246049 268455 268911 211431 211867 32942 33413 171136 171562 203894 204405 106260 106841 599 1052 114512 115160 109589 110081 112324 112750 569 987 120002 120428 101701 102144 134763 135190 25608 26037 144132 144582 107303 107758 181883 182378 88235 88651 193611 194063 154404 154883 227720 228189 
2 64 246061 246580 268923 269316 211881 212311 33425 34044 171574 171985 204419 204858 106853 107274 1064 1510 115172 115580 110095 110525 112762 113198 1000 1421 120440 120876 102157 102621 135203 135624 26049 26481 144595 145050 107776 108203 182391 182851 88663 89073 194077 194499 154895 155346 228204 228620 
3 96 246592 247016 269328 269721 212325 212904 34056 34468 171999 172410 204882 205339 107294 107800 1525 1964 115593 116048 110540 110959 113210 113644 1433 1886 120888 121313 102635 103073 135636 136048 26493 26912 145062 145485 108221 108649 182863 183303 89085 89495 194512 194940 155358 155791 228632 229051 
4 128 247060 247470 269764 270152 212948 213355 34516 34923 172457 172857 205395 205827 107851 108322 2007 2428 116095 116487 111005 111426 113689 114107 1933 2340 121361 121780 103120 103588 136094 136501 26961 27386 145530 145955 108699 109141 183350 183794 89538 90026 194987 195409 155846 156308 229095 229504 
5 160 247483 247912 270164 270562 213368 213806 34935 35347 172869 173285 205843 206282 108334 108801 2440 2873 116499 117034 111438 111861 114121 114549 2352 2787 121794 122243 103601 104137 136513 136926 27398 27827 145967 146375 109154 109591 183806 184235 90039 90460 195423 195854 156320 156782 229517 229939 
6 192 247924 248343 270574 270968 213818 214239 35359 35784 173300 173927 206296 206736 108814 109228 2886 3362 117047 117571 111873 112397 114561 115177 2800 3358 122255 122687 104149 104604 136939 137584 27839 28421 146387 146816 109603 110080 184248 184698 90472 90881 195866 196305 156794 157291 229951 230366 
7 224 248355 248786 270980 271377 214252 214678 35796 36211 173939 174345 206748 207179 109241 109724 3374 3879 117585 118107 112409 112827 115189 115611 3371 3875 122699 123110 104617 105040 137596 137995 28434 28876 146828 147246 110092 110514 184710 185151 90895 91327 196320 196777 157303 157748 230378 230785 
8 256 248830 249449 271420 271812 214727 215157 36259 36924 174388 174789 207228 207639 109774 110262 3929 4352 118164 118581 112880 113311 115656 116083 3921 4323 123155 123649 105084 105517 138039 138449 28919 29381 147293 147710 110563 110976 185205 185647 91374 91799 196833 197286 157799 158263 230829 231235 
9 288 249461 249893 271824 272226 215170 215760 36944 37562 174803 175228 207652 208105 110274 110730 4365 4792 118593 119023 113323 113772 116095 116526 4335 4751 123661 124092 105529 105943 138461 138871 29394 29841 147722 148152 110988 111409 185660 186105 91812 92250 197301 197737 158275 158693 231248 231673 
10 320 249905 250330 272238 272639 215774 216201 37574 38058 175240 175655 208117 208522 110743 111181 4804 5217 119036 119451 113784 114188 116539 116956 4763 5168 124105 124610 105955 106368 138884 139290 29853 30307 148164 148739 111421 111845 186117 186550 92262 92903 197753 198189 158705 159163 231686 232106 
11 352 250342 250768 272651 273051 216213 216643 38070 38500 175668 176073 208534 208941 111195 111615 5230 5648 119463 119877 114200 114635 116969 117423 5184 5600 124622 125048 106383 106881 139303 139712 30319 30751 148753 149214 111857 112393 186563 187008 92919 93410 198203 198633 159175 159590 232121 232642 
12 384 250813 251234 273094 273489 216690 217108 38552 38980 176119 176737 208992 209423 111678 112088 5695 6177 119922 120327 114690 115247 117468 118017 5657 6139 125113 125523 106958 107388 139760 140415 30798 31287 149262 149690 112440 112855 187052 187483 93461 93924 198682 199198 159643 160044 232685 233087 
13 416 251246 251674 273501 273903 217121 217542 38992 39731 176749 177170 209437 209862 112100 112528 6189 6622 120341 120853 115259 115806 118029 118460 6154 6618 125536 125982 107401 107897 140427 140924 31299 31729 149702 150148 112868 113314 187496 188031 93937 94395 199210 199657 160056 160516 233099 233512 
14 448 251686 252131 273915 274315 217554 217979 39751 40169 177182 177587 209875 210338 112540 113015 6635 7131 120865 121282 115819 116270 118472 118918 6630 7044 125994 126510 107909 108339 140936 141350 31742 32174 150161 150584 113326 113770 188043 188535 94409 94878 199669 200101 160528 160990 233524 233930 
15 480 252143 252554 274327 274725 217991 218520 40181 40663 177599 178007 210350 210791 113032 113478 7143 7603 121294 121698 116283 116769 118931 119348 7057 7480 126523 126928 108351 108835 141363 141854 32186 32632 150596 151011 113787 114210 188547 188964 94890 95602 200114 200542 161002 161437 233942 234354 
16 512 252598 253007 274768 275162 218563 218970 40712 41158 178062 178468 210837 211254 113530 113939 7647 8122 121742 122149 116816 117245 119396 119813 7537 7952 126976 127393 108882 109314 141911 142327 32675 33096 151058 151554 114281 114701 189013 189443 95676 96097 200590 201016 161486 161949 234397 234805 
17 544 253019 253437 275175 275574 218982 219401 41171 41637 178486 178905 211267 211691 113952 114384 8134 8889 122161 122588 117257 117934 119825 120267 7964 8389 127406 127850 109326 109769 142339 142788 33108 33545 151566 151987 114714 115260 189456 189904 96110 96591 201028 201468 161962 162386 234817 235343 
18 576 253449 253862 275587 275984 219413 219823 41649 42115 178942 179515 211703 212142 114397 114804 8901 9404 122600 123067 117946 118380 120279 120836 8401 8935 127863 128287 109781 110274 142800 143230 33557 34055 151999 152430 115273 115813 189916 190330 96603 97092 201480 201919 162398 162823 235355 235772 
19 608 253876 254289 275996 276409 219835 220245 42131 42675 179527 179931 212156 212593 114817 115293 9416 9857 123079 123559 118397 118922 120848 121275 8952 9438 128299 128746 110287 110717 143245 143708 34068 34495 152442 152851 115826 116307 190342 190765 97105 97561 201933 202364 162836 163328 235784 236199 
20 640 254337 254933 276457 276867 220288 220701 42735 43159 179974 180392 212640 213071 115467 115872 9904 10345 123620 124060 118980 119454 121318 121748 9518 9949 128890 129312 110763 111187 143752 144148 34544 34970 152898 153335 116367 116842 190818 191221 97609 98024 202416 202835 163373 163788 236242 236659 
21 672 254947 255363 276879 277403 220713 221352 43174 43608 180405 180818 213085 213528 115885 116304 10357 10837 124072 124491 119504 119989 121760 122185 9962 10494 129324 129866 111199 111635 144160 144583 34983 35419 153347 153786 116854 117317 191233 191675 98036 98467 202847 203281 163800 164221 236671 237089 
22 704 255375 255786 277416 277833 221364 221778 43620 44087 180830 181255 213540 213960 116317 116745 10850 11289 124503 124906 120001 120483 122197 122629 10506 10939 129879 130306 111647 112078 144595 145020 35431 35855 153799 154322 117329 118006 191687 192127 98479 98889 203293 203727 164233 164650 237101 237517 
23 736 255801 256223 277845 278261 221790 222212 44103 44537 181269 181680 213974 214385 116763 117175 11301 11797 124918 125348 120495 120979 122641 123066 10951 11376 130320 130753 112090 112624 145033 145483 35867 36282 154339 154786 118018 118457 192139 192610 98901 99323 203739 204171 164668 165179 237529 237937 
24 768 256268 256691 278309 278721 222255 222678 44585 45213 181730 182357 214428 214849 117227 117654 11848 12304 125398 125801 121170 121743 123112 123589 11419 11918 130812 131229 112674 113107 145531 145953 36326 36927 154855 155276 118505 118947 192654 193088 99368 99785 204220 204753 165225 165644 237980 238386 
25 800 256703 257130 278733 279154 222690 223120 45225 45645 182369 182835 214861 215286 117667 118122 12316 12755 125813 126340 121761 122177 123601 124068 11930 12407 131241 131686 113119 113549 145967 146407 36939 37363 155288 155726 118960 119436 193102 193577 99797 100227 204765 205290 165657 166110 238398 238808 
26 832 257142 257730 279167 279587 223132 223561 45660 46076 182847 183288 215298 215871 118136 118627 12767 13186 126352 126853 122192 122695 124081 124537 12420 12834 131699 132186 113561 113989 146419 146818 37376 37803 155739 156170 119450 119870 193590 194087 100239 100660 205302 205773 166122 166529 238820 239229 
27 864 257743 258168 279599 280151 223573 224120 46088 46565 183300 183712 215884 216332 118648 119385 13198 13609 126866 127333 122719 123137 124549 125024 12846 13325 132206 132657 114002 114412 146832 147248 37815 38252 156185 156628 119886 120302 194099 194554 100672 101201 205785 206257 166541 167035 239241 239650 
