0 0 340414 340839 360651 361054 304295 304724 73577 74009 265730 266224 293598 294028 210152 210700 0 472 151766 152188 191258 192105 155109 155571 8347 8851 161806 162436 153669 154168 166848 167266 39483 39922 166327 166749 157086 157555 182382 182855 86102 86541 192487 192930 157579 158069 227469 227917 132213 132649 247243 247700 206896 207360 283962 284378 168722 169213 303238 303668 278909 279316 326542 326985 
1 32 340851 341277 361066 361498 304738 305189 74026 74479 266247 266777 294040 294487 210724 211317 485 952 152201 152676 192123 192624 155583 156227 8864 9307 162449 162958 154181 154701 167280 167792 39934 40383 166761 167307 157567 158073 182868 183342 86553 87037 192943 193519 158081 158530 227930 228445 132662 133111 247714 248208 207372 207814 284390 284830 169225 169665 303680 304223 279328 279796 326997 327438 
2 64 341289 341750 361511 361941 305201 305642 74491 74951 266792 267316 294500 295150 211351 212117 965 1456 152689 153276 192650 193223 156239 156716 9320 9752 162970 163400 154713 155180 167805 168589 40395 40869 167319 167787 158086 158539 183354 183959 87049 87505 193531 193983 158544 158990 228459 228916 133123 133598 248221 248890 207826 208258 284842 285281 169677 170099 304235 304677 279809 280226 327451 327886 
3 96 341764 342215 361954 362383 305655 306107 74963 75422 267329 268007 295162 295596 212216 212763 1468 2213 153290 153712 193239 193789 156729 157199 9764 10207 163412 163888 155194 155714 168602 169052 40882 41331 167801 168586 158553 159050 183978 184458 87519 87970 193995 194498 159005 159513 228929 229455 133616 134061 248902 249441 208270 208774 285293 285794 170111 170528 304689 305120 280238 280654 327899 328334 
4 128 342268 342691 362432 362851 306158 306586 75486 76089 268100 268635 295645 296091 212909 213347 2304 2782 153763 154202 193863 194582 157277 157820 10254 10694 163948 164388 155798 156276 169097 169510 41378 42014 168638 169084 159104 159559 184508 184952 88019 88585 194602 195068 159600 160031 229506 230232 134119 134676 249490 250056 208821 209249 285846 286268 170571 170996 305164 305602 280701 281156 328378 328896 
5 160 342705 343163 362863 363301 306599 307220 76103 76566 268648 269134 296103 296541 213363 213811 2796 3271 154215 154671 194633 195135 157832 158335 10706 11386 164401 164897 156288 156725 169523 170008 42027 42466 169096 169572 159571 160030 184964 185457 88598 89139 195080 195533 160045 160578 230244 230722 134688 135145 250068 250524 209261 209688 286281 286714 171008 171635 305614 306053 281168 281593 328911 329353 
6 192 343176 343627 363314 363742 307232 307656 76579 77070 269150 269748 296553 297008 213844 214325 3283 3761 154683 155140 195179 195713 158347 158811 11398 11833 164909 165573 156737 157183 170020 170549 42478 42940 169584 170030 160044 160545 185470 185937 89156 89599 195545 196000 160591 161093 230734 231190 135158 135605 250536 251031 209700 210120 286726 287139 171647 172089 306065 306506 281605 282015 329365 329801 
7 224 343641 344279 363755 364176 307669 308134 77082 77572 269778 270350 297022 297452 214350 215010 3774 4232 155153 155605 195727 196379 158823 159404 11846 12268 165585 166130 157196 157639 170565 171029 42952 43393 170042 170470 160558 161036 185953 186428 89613 90065 196012 196574 161113 161555 231202 231666 135617 136047 251043 251496 210133 210599 287152 287602 172101 172534 306518 306947 282027 282641 329816 330245 
8 256 344364 344805 364224 364638 308179 308612 77626 78072 270452 270973 297499 298036 215058 215618 4286 4714 155657 156449 196431 196980 159451 159911 12328 12819 166187 166679 157685 158097 171117 171746 43444 43895 170519 170956 161081 161508 186482 187126 90113 90619 196629 197086 161608 162025 231709 232125 136094 136516 251543 252089 210645 211071 287658 288068 172580 173023 306990 307461 282693 283122 330289 330712 
9 288 344818 345258 364650 365076 308625 309068 78085 78561 270985 271508 298048 298500 215636 216116 4726 5250 156461 157027 197011 197822 159924 160473 12831 13270 166693 167134 158109 158558 171761 172286 43908 44345 170968 171628 161522 161976 187141 187600 90631 91072 197098 197597 162037 162566 232137 232568 136528 136994 252101 252557 211083 211787 288080 288496 173035 173540 307473 307912 283134 283577 330724 331157 
10 320 345270 345706 365089 365506 309080 309513 78573 79120 271520 272040 298512 298953 216138 216615 5262 5724 157039 157489 197881 198469 160485 160923 13282 13713 167146 167576 158571 159080 172299 172721 44357 44794 171642 172158 161989 162558 187613 188061 91084 91638 197609 198057 162579 163089 232580 233004 137006 137713 252569 253020 211802 212315 288508 288935 173552 174008 307924 308360 283589 284026 331169 331596 
