0 0 9917 10328 3519 3907 6398 6819 3619 4022 6413 6824 2203 2633 5258 5672 6281 6706 5420 5863 6263 6690 0 587 2580 2983 
1 32 10340 10758 3919 4352 6831 7247 4034 4449 6842 7253 2645 3069 5684 6277 6719 7143 5879 6322 6702 7115 599 1020 2998 3462 
2 64 10770 11183 4364 4783 7259 7677 4462 4878 7267 7680 3081 3497 6289 6696 7155 7573 6334 6819 7127 7543 1032 1460 3474 3882 
3 96 11197 11692 4798 5204 7689 8105 4890 5302 7695 8108 3514 3933 6708 7107 7585 8010 6848 7272 7555 7970 1472 1886 3894 4298 
4 128 11738 12152 5258 5653 8148 8555 5346 5755 8158 8585 3980 4391 7150 7549 8054 8485 7338 7763 8014 8424 1942 2366 4341 4742 
5 160 12164 12580 5665 6217 8567 8989 5767 6223 8597 9016 4403 4829 7561 7973 8497 8992 7776 8187 8436 8975 2378 2810 4754 5167 
6 192 12592 13006 6229 6641 9001 9407 6235 6688 9030 9442 4841 5263 7985 8387 9004 9423 8199 8607 8987 9397 2822 3350 5179 5594 
7 224 13018 13442 6653 7049 9419 9843 6700 7115 9454 9864 5279 5696 8399 8964 9435 9842 8619 9015 9412 9819 3362 3784 5606 6191 
8 256 13486 13904 7092 7486 9888 10303 7160 7600 9910 10307 5739 6216 9009 9418 9885 10288 9063 9465 9864 10272 3827 4254 6238 6639 
9 288 13916 14521 7498 7904 10315 10744 7612 8030 10319 10746 6228 6642 9430 9851 10300 10713 9479 9878 10284 10694 4266 4701 6651 7052 
10 320 14533 14947 7916 8316 10756 11178 8042 8482 10759 11178 6654 7066 9863 10263 10725 11131 9890 10304 10706 11111 4713 5153 7064 7465 
11 352 14959 15376 8328 8724 11190 11685 8494 8984 11190 11687 7078 7483 10275 10680 11143 11547 10316 10738 11123 11534 5165 5586 7477 7877 
12 384 15419 15833 8767 9163 11728 12150 9027 9471 11730 12121 7530 7938 10723 11126 11590 11996 10783 11187 11577 11980 5632 6144 7920 8312 
13 416 15845 16269 9175 9577 12162 12591 9483 9902 12133 12543 7950 8370 11138 11544 12008 12420 11200 11782 11992 12402 6156 6585 8324 8725 
14 448 16281 16699 9589 9986 12603 13027 9914 10348 12555 12957 8382 8967 11556 11963 12432 12844 11794 12191 12414 12823 6597 7019 8737 9140 
15 480 16711 17278 9998 10394 13039 13457 10360 10766 12969 13371 8979 9393 11975 12381 12856 13281 12203 12614 12835 13250 7031 7447 9152 9558 
16 512 17321 17727 10437 10835 13500 13908 10809 11216 13414 13809 9437 9840 12424 12825 13324 13741 12657 13053 13293 13704 7490 7899 9601 9997 
17 544 17739 18163 10847 11249 13920 14522 11228 11799 13821 14229 9852 10273 12837 13247 13753 14182 13065 13469 13716 14135 7911 8332 10009 10417 
18 576 18175 18589 11261 11797 14534 14951 11811 12226 14241 14642 10285 10705 13259 13663 14194 14628 13481 13876 14147 14626 8344 8960 10429 10834 
19 608 18601 19016 11812 12228 14963 15380 12239 12646 14654 15052 10717 11127 13675 14080 14640 15057 13888 14293 14638 15059 8972 9390 10846 11243 
20 640 19059 19473 12274 12668 15423 15837 12690 13090 15095 15495 11170 11793 14123 14629 15100 15518 14336 14732 15102 15520 9435 9852 11287 11800 
21 672 19485 20107 12680 13086 15849 16271 13102 13513 15507 15910 11805 12229 14641 15046 15530 15952 14744 15148 15532 15954 9864 10291 11812 12238 
22 704 20120 20546 13098 13492 16283 16704 13526 13925 15922 16324 12243 12657 15058 15465 15964 16384 15160 15560 15966 16386 10306 10726 12250 12661 
23 736 20558 20977 13504 13905 16716 17286 13937 14353 16336 16733 12669 13072 15477 15879 16396 16801 15572 15969 16398 16804 10738 11165 12673 13074 
24 768 21024 21443 13952 14355 17329 17746 14396 14805 16776 17324 13115 13518 15924 16318 16844 17327 16012 16405 16847 17329 11210 11738 13117 13519 
25 800 21455 21873 14367 14770 17758 18177 14817 15237 17336 17754 13531 13937 16330 16731 17339 17745 16417 16821 17341 17748 11751 12178 13531 13942 
26 832 21885 22313 14782 15181 18189 18620 15249 15664 17766 18178 13949 14619 16743 17289 17757 18161 16833 17371 17760 18164 12190 12612 13954 14621 
27 864 22325 22871 15193 15593 18633 19053 15676 16091 18190 18593 14631 15033 17301 17715 18173 18577 17383 17780 18176 18582 12624 13044 14633 15035 
28 896 22914 23330 15636 16031 19097 19508 16134 16549 18642 19055 15076 15470 17762 18176 18620 19018 17823 18215 18625 19021 13088 13506 15079 15474 
29 928 23342 23767 16043 16447 19520 20110 16561 16980 19067 19481 15482 15889 18188 18595 19030 19439 18227 18631 19033 19442 13518 13943 15486 15891 
30 960 23779 24199 16459 16858 20122 20544 16992 17410 19493 20105 15901 16301 18607 19018 19451 19853 18643 19058 19454 19857 13955 14559 15903 16303 
31 992 24211 24631 16870 17393 20556 20975 17422 17832 20117 20518 16313 16715 19030 19430 19865 20279 19075 19488 19869 20279 14571 14977 16315 16717 
32 1024 24674 25088 17436 17834 21018 21430 17875 18279 20565 20980 16758 17159 19473 19869 20322 20725 19533 20108 20323 20732 15020 15420 16760 17161 
33 1056 25100 25523 17846 18253 21442 21867 18291 18706 20993 21406 17171 17580 19881 20286 20737 21154 20121 20554 20744 21156 15432 15845 17173 17581 
34 1088 25535 25952 18265 18667 21879 22300 18718 19127 21418 21825 17592 17996 20298 20698 21166 21574 20566 20983 21168 21583 15857 16270 17593 17998 
35 1120 25964 26381 18679 19079 22312 22734 19139 19546 21837 22244 18008 18417 20710 21113 21586 22001 20998 21419 21595 22007 16282 16701 18010 18419 
36 1152 26424 26839 19122 19521 22778 23197 19589 19994 22287 22691 18460 18859 21156 21552 22044 22455 21463 21872 22051 22461 16747 17322 18462 18861 
37 1184 26851 27273 19533 19938 23209 23632 20006 20419 22703 23117 18871 19284 21564 21969 22467 22975 21884 22306 22474 22985 17334 17755 18873 19285 
38 1216 27285 27705 19950 20353 23644 24066 20431 20841 23129 23535 19296 19701 21981 22382 22987 23401 22318 22736 22997 23414 17767 18180 19297 19703 
39 1248 27717 28139 20365 20769 24078 24502 20853 21263 23547 23952 19713 20264 22394 22961 23413 23813 22748 23161 23426 23838 18196 18623 19715 20266 
40 1280 28182 28636 20812 21215 24545 24969 21306 21715 23995 24395 20307 20702 23004 23394 23856 24250 23205 23608 23886 24295 18670 19082 20310 20704 
41 1312 28648 29071 21227 21634 24981 25409 21727 22142 24407 24819 20714 21131 23406 23806 24262 24674 23620 24035 24307 24717 19094 19521 20716 21116 
42 1344 29083 29507 21646 22052 25421 25855 22154 22567 24831 25235 21143 21550 23818 24215 24686 25090 24047 24455 24729 25139 19533 20147 21128 21528 
43 1376 29520 29946 22066 22471 25867 26293 22579 22992 25247 25806 21562 21968 24228 24636 25102 25508 24467 24876 25151 25559 20159 20578 21540 21939 
44 1408 29989 30404 22514 22982 26336 26758 23035 23443 25853 26248 22011 22420 24680 25090 25551 25951 24919 25327 25604 26013 20621 21035 21982 22378 
45 1440 30416 30849 22994 23415 26770 27203 23455 23881 26260 26668 22432 22972 25102 25525 25963 26369 25339 25842 26025 26441 21047 21469 22390 22967 
46 1472 30861 31450 23427 23839 27215 27641 23893 24300 26680 27083 22986 23403 25537 25954 26381 26784 25854 26263 26454 26865 21481 21897 22979 23405 
47 1504 31464 31885 23853 24253 27653 28074 24312 24718 27095 27502 23416 23824 25966 26383 26797 27210 26275 26689 26877 27288 21910 22315 23420 23828 
48 1536 31929 32347 24299 24697 28117 28627 24761 25168 27545 27944 23871 24271 26426 26841 27253 27655 26732 27140 27332 27737 22359 22912 23872 24273 
49 1568 32359 32785 24709 25124 28639 29062 25180 25833 27956 28367 24283 24696 26853 27275 27667 28083 27152 27571 27750 28167 22924 23336 24285 24699 
50 1600 32797 33222 25136 25538 29074 29498 25845 26253 28379 28781 24708 25114 27287 27707 28095 28509 27583 27995 28179 28635 23348 23764 24711 25116 
51 1632 33234 33657 25550 25953 29510 29933 26265 26671 28793 29196 25127 25535 27719 28143 28521 28938 28007 28623 28648 29055 23776 24174 25129 25518 
52 1664 33700 34229 25997 26395 29978 30389 26714 27115 29239 29641 25578 25986 28187 28636 28983 29392 28667 29076 29105 29515 24217 24633 25563 25958 
53 1696 34241 34672 26407 26817 30401 30831 27127 27541 29653 30060 25998 26414 28648 29078 29404 29823 29088 29519 29527 29945 24645 25056 25970 26373 
54 1728 34684 35110 26829 27233 30843 31443 27553 27958 30072 30479 26426 26843 29090 29513 29835 30248 29531 29949 29957 30366 25068 25472 26386 26790 
55 1760 35122 35547 27245 27657 31455 31880 27970 28378 30491 30893 26856 27263 29525 29950 30260 30659 29961 30372 30378 30785 25484 25900 26804 27213 
56 1792 35590 36012 27700 28099 31924 32338 28421 28826 30936 31454 27311 27718 29994 30406 30702 31100 30419 30829 30833 31408 25943 26357 27261 27659 
57 1824 36024 36452 28111 28609 32350 32776 28838 29252 31467 31898 27730 28147 30419 30855 31112 31524 30841 31449 31420 31829 26369 26790 27672 28087 
58 1856 36464 37105 28621 29027 32788 33206 29264 29673 31910 32317 28159 28628 30868 31452 31536 31939 31461 31882 31842 32252 26803 27219 28100 28551 
59 1888 37117 37541 29039 29443 33218 33640 29685 30096 32331 32733 28642 29048 31465 31886 31951 32354 31895 32311 32264 32671 27233 27650 28563 28961 
60 1920 37584 38008 29486 29888 33687 34225 30139 30547 32776 33176 29097 29504 31936 32349 32397 32801 32360 32774 32715 33120 27693 28112 29004 29396 
61 1952 38020 38448 29900 30308 34237 34670 30559 30973 33188 33598 29516 29930 32361 32784 32813 33219 32786 33213 33132 33548 28124 28635 29409 29827 
62 1984 38460 38886 30320 30725 34682 35106 30985 31416 33610 34145 29942 30353 32796 33210 33231 33633 33225 33646 33562 34146 28647 29069 29840 30251 
63 2016 38898 39317 30737 31320 35119 35517 31428 31826 34157 34583 30365 30782 33228 33647 33645 34214 33658 34148 34158 34556 29081 29509 30263 30674 
64 2048 39360 39804 31363 31766 35564 35964 31869 32261 34627 35050 30825 31375 33699 34228 34257 34680 34193 34589 34599 34993 29552 29963 30718 31126 
65 2080 39816 40238 31778 32190 35976 36383 32273 32677 35062 35490 31387 31805 34240 34678 34692 35121 34603 35013 35005 35405 29975 30397 31139 31555 
66 2112 40250 40671 32202 32609 36395 36914 32689 33080 35502 35928 31817 32231 34690 35112 35133 35564 35025 35426 35417 35813 30409 30832 31567 31984 
67 2144 40683 41103 32621 33026 36926 37324 33092 33486 35940 36367 32243 32656 35126 35549 35576 36005 35438 35839 35826 36223 30846 31447 31996 32408 
68 2176 41146 41561 33069 33472 37367 37767 33529 33920 36410 36916 32699 33105 35592 36014 36050 36466 35882 36277 36266 36659 31492 31898 32452 32858 
69 2208 41573 41999 33484 33894 37779 38187 33932 34331 36928 37360 33117 33532 36026 36454 36478 37112 36289 36694 36672 37122 31910 32319 32870 33289 
70 2240 42011 42621 33906 34312 38199 38605 34343 34740 37372 37794 33544 34094 36466 37107 37124 37546 36706 37109 37134 37555 32331 32750 33301 33711 
71 2272 42633 43058 34324 34738 38617 39032 34752 35152 37806 38230 34106 34508 37119 37525 37559 37976 37122 37544 37574 37988 32762 33174 33723 34217 
72 2304 43101 43521 34782 35193 39075 39486 35195 35591 38273 38690 34551 34949 37569 37977 38019 38426 37592 38011 38038 38434 33221 33643 34265 34683 
73 2336 43533 43963 35205 35622 39498 39920 35603 36019 38702 39130 34961 35368 37989 38404 38439 38859 38023 38452 38446 38872 33658 34161 34695 35125 
74 2368 43975 44395 35634 36049 39932 40350 36031 36429 39142 39562 35380 35783 38416 38823 38871 39287 38465 38889 38884 39295 34173 34585 35138 35567 
75 2400 44407 44828 36061 36474 40362 40778 36441 36958 39574 39995 35795 36202 38835 39241 39300 39806 38901 39320 39316 39815 34597 35007 35579 36008 
76 2432 44871 45396 36517 37109 40821 41235 37001 37395 40038 40457 36245 36642 39284 39739 39849 40264 39368 39807 39866 40270 35050 35457 36054 36470 
77 2464 45409 45836 37121 37552 41247 41670 37407 37808 40469 40896 36654 37117 39751 40166 40276 40698 39819 40242 40284 40708 35469 35888 36483 37120 
78 2496 45848 46277 37564 37983 41682 42099 37820 38217 40908 41330 37129 37551 40178 40590 40710 41129 40255 40674 40720 41136 35900 36311 37132 37552 
79 2528 46289 46714 37997 38405 42111 42625 38229 38624 41342 41769 37563 37978 40602 41013 41142 41564 40686 41106 41151 41570 36323 36734 37564 37980 
80 2560 46757 47180 38452 38859 42668 43069 38667 39056 41812 42233 38022 38428 41056 41462 41611 42029 41154 41564 41617 42032 36777 37187 38027 38432 
81 2592 47192 47624 38871 39294 43081 43490 39068 39470 42245 42679 38441 38860 41474 41896 42041 42630 41576 42004 42044 42632 37199 37614 38444 38867 
82 2624 47636 48246 39307 39812 43502 43907 39482 39879 42691 43119 38873 39292 41908 42318 42642 43061 42016 42624 42644 43037 37626 38039 38879 39293 
83 2656 48258 48678 39824 40235 43921 44324 39891 40289 43132 43561 39304 39808 42330 42742 43073 43493 42638 43061 43049 43448 38051 38464 39305 39810 
84 2688 48723 49138 40281 40674 44368 44771 40332 40725 43604 44030 39854 40266 42785 43195 43536 43958 43109 43524 43491 43886 38507 38912 39857 40268 
85 2720 49150 49574 40686 41099 44783 45343 40737 41145 44042 44474 40278 40700 43207 43623 43970 44395 43536 43967 43898 44303 38924 39340 40281 40706 
86 2752 49586 50005 41111 41517 45355 45757 41157 41572 44486 44915 40713 41132 43635 44050 44407 44832 43980 44398 44315 44715 39352 39757 40718 41133 
87 2784 50017 50436 41529 41945 45769 46191 41586 41990 44927 45402 41144 41566 44062 44472 44844 45392 44410 44831 44727 45127 39769 40182 41148 41568 
88 2816 50485 51013 41988 42501 46235 46649 42034 42555 45452 45873 41609 41999 44515 44924 45435 45851 44879 45399 45171 45566 40227 40635 41621 42033 
89 2848 51025 51455 42513 42933 46661 47082 42567 42969 45885 46319 42011 42510 44936 45407 45863 46285 45413 45844 45578 45983 40647 41065 42049 42634 
90 2880 51467 51892 42946 43359 47094 47512 42981 43379 46331 46762 42522 42931 45419 45834 46297 46722 45856 46280 45999 46403 41077 41490 42647 43064 
91 2912 51904 52332 43371 43785 47524 48128 43391 43789 46780 47209 42943 43341 45846 46258 46734 47158 46292 46717 46419 46840 41504 41917 43076 43496 
92 2944 52375 52790 43831 44237 48175 48586 43832 44239 47253 47674 43387 43788 46302 46718 47202 47615 46765 47183 46886 47299 41960 42590 43544 43961 
93 2976 52802 53233 44249 44661 48598 49023 44251 44662 47686 48267 43800 44213 46730 47150 47627 48260 47195 47628 47313 47738 42602 43020 43973 44402 
94 3008 53245 53818 44673 45092 49035 49447 44674 45069 48279 48700 44225 44630 47162 47574 48272 48687 47641 48249 47752 48269 43032 43447 44414 44835 
95 3040 53830 54234 45104 45508 49459 49873 45081 45484 48712 49128 44642 45062 47586 48141 48700 49121 48262 48681 48288 48699 43459 43871 44847 45395 
96 3072 54281 54675 45551 45957 49921 50326 45527 45924 49172 49587 45112 45524 48187 48603 49166 49577 48732 49143 48748 49151 43914 44319 45443 45854 
97 3104 54687 55103 45969 46387 50338 50890 45936 46351 49600 50029 45536 45958 48615 49039 49589 50012 49156 49578 49163 49584 44331 44747 45866 46289 
98 3136 55115 55521 46399 46814 50902 51316 46363 46769 50042 50464 45970 46400 49052 49472 50024 50434 49594 50008 49596 50011 44759 45334 46302 46725 
99 3168 55533 55941 46826 47243 51328 51739 46781 47185 50476 51003 46412 46835 49484 49894 50446 50942 50020 50439 50023 50438 45346 45753 46737 47161 
100 3200 55989 56532 47286 47704 51785 52191 47231 47633 51047 51466 46878 47296 49938 50349 50986 51397 50489 51018 50481 50953 45797 46206 47206 47618 
101 3232 56544 56952 47716 48266 52203 52620 47645 48268 51479 51913 47309 47734 50361 50906 51410 51827 51031 51459 50965 51385 46218 46636 47630 48264 
102 3264 56964 57370 48278 48693 52632 53040 48280 48695 51925 52348 47747 48265 50918 51333 51839 52256 51474 51895 51398 51815 46648 47062 48277 48691 
103 3296 57382 57785 48708 49123 53052 53474 48709 49128 52362 52780 48277 48689 51346 51749 52268 52676 51907 52335 51827 52247 47074 47493 48706 49125 
104 3328 57828 58228 49167 49570 53519 53938 49178 49584 52824 53242 48732 49138 51797 52200 52723 53134 52387 52795 52301 52703 47537 48142 49170 49581 
105 3360 58240 58642 49582 49991 53950 54375 49596 50020 53254 53835 49150 49572 52212 52628 53146 53749 52808 53237 52716 53147 48156 48583 49595 50025 
106 3392 58654 59052 50003 50414 54387 54812 50032 50439 53847 54270 49585 49998 52640 53047 53762 54181 53251 53821 53159 53761 48595 49010 50038 50443 
107 3424 59064 59464 50426 50940 54825 55250 50453 50945 54282 54701 50010 50425 53059 53477 54193 54604 53833 54240 53773 54192 49022 49443 50456 50949 
108 3456 59507 59903 50987 51399 55294 55717 50994 51401 54749 55165 50469 50950 53528 53941 54650 55062 54289 54704 54238 54640 49488 49898 50998 51404 
109 3488 59915 60321 51411 51833 55729 56159 51413 51840 55177 55609 50962 51381 53953 54379 55074 55498 54719 55130 54652 55073 49910 50328 51418 51835 
110 3520 60333 60733 51845 52259 56171 56617 51852 52263 55621 56043 51393 51812 54392 54815 55510 55924 55142 55551 55085 55509 50341 50888 51847 52260 
111 3552 60745 61141 52271 52678 56630 57043 52275 52680 56055 56613 51824 52244 54833 55257 55936 56434 55564 55976 55522 55936 50901 51306 52278 52701 
112 3584 61185 61574 52722 53133 57086 57494 52731 53138 56657 57076 52288 52699 55302 55720 56477 56899 56019 56610 55984 56606 51352 51759 52748 53147 
113 3616 61586 62113 53145 53748 57506 57925 53151 53761 57088 57511 52711 53135 55732 56163 56911 57332 56622 57040 56618 57032 51771 52184 53159 53769 
114 3648 62125 62545 53760 54183 57937 58355 53773 54185 57523 57945 53148 53747 56176 56620 57344 57768 57052 57460 57044 57450 52196 52607 53782 54190 
115 3680 62557 62957 54195 54606 58367 58777 54200 54608 57957 58376 53759 54179 56635 57058 57780 58204 57472 57879 57462 57869 52621 53030 54203 54611 
116 3712 63000 63399 54653 55064 58824 59426 54654 55066 58419 58831 54223 54634 57102 57520 58248 58660 57922 58328 57913 58315 53075 53480 54662 55071 
117 3744 63411 63823 55076 55489 59438 59854 55079 55502 58843 59433 54647 55065 57533 57955 58672 59267 58340 58746 58327 58733 53496 53916 55084 55515 
118 3776 63835 64235 55501 55915 59866 60276 55516 55933 59445 59868 55077 55506 57967 58391 59279 59692 58758 59424 58745 59270 53928 54342 55528 55939 
119 3808 64247 64649 55927 56342 60288 60708 55946 56437 59880 60299 55519 55931 58403 58811 59705 60114 59436 59833 59285 59696 54354 54775 55952 56524 
120 3840 64693 65092 56385 56792 60751 61171 56485 56902 60345 60756 55976 56526 58855 59433 60160 60560 59879 60278 59739 60146 54818 55233 56567 56960 
121 3872 65104 65514 56804 57223 61183 61611 56914 57336 60768 61190 56538 56957 59445 59858 60572 60988 60290 60714 60158 60566 55245 55677 56972 57384 
122 3904 65526 65928 57235 57646 61623 62113 57349 57771 61202 61615 56969 57378 59871 60281 61000 61404 60726 61138 60578 60985 55689 56109 57396 57801 
123 3936 65940 66339 57658 58067 62125 62540 57783 58207 61627 62178 57390 57798 60295 60712 61416 61821 61150 61559 60997 61395 56121 56614 57813 58217 
124 3968 66382 66778 58110 58516 62583 63006 58256 58663 62221 62635 57841 58250 60760 61174 61864 62269 61605 62112 61438 61838 56662 57079 58266 58671 
125 4000 66790 67191 58528 58937 63018 63449 58675 59271 62647 63070 58262 58671 61186 61615 62281 62689 62124 62546 61850 62257 57091 57513 58683 59280 
126 4032 67204 67759 58949 59363 63461 63888 59284 59695 63082 63503 58683 59266 61628 62180 62701 63116 62558 62967 62269 62672 57527 57947 59292 59698 
127 4064 67771 68180 59375 59775 63900 64308 59708 60117 63515 63937 59278 59667 62192 62612 63128 63529 62979 63396 62684 63086 57959 58378 59719 60144 
128 4096 68223 68625 59818 60214 64351 64960 60164 60564 63980 64403 59711 60098 62656 63077 63573 63972 63443 63860 63129 63525 58424 58834 60189 60604 
129 4128 68637 69049 60226 60632 64972 65385 60577 60992 64415 64970 60110 60512 63089 63518 63984 64388 63872 64294 63537 63942 58846 59442 60616 61044 
130 4160 69061 69468 60644 61043 65397 65812 61005 61407 64982 65403 60524 60920 63530 63954 64401 64980 64306 64926 63954 64358 59454 59870 61056 61476 
