0 0 300924 301361 319379 319769 262621 263057 50958 51419 215561 215999 250435 250847 134765 135210 2002 2481 129961 130507 127114 127649 131950 132419 0 449 136302 136731 121169 121705 148340 148747 34414 34872 154471 154881 114174 114692 181797 182228 85562 85966 204154 204575 162331 162750 245362 245788 136129 136548 257223 257644 227890 228294 286125 286525 
1 32 301375 301813 319781 320196 263069 263503 51442 51896 216013 216561 250862 251295 135223 135701 2493 3021 130520 130969 127662 128194 132431 132883 461 878 136744 137230 121717 122147 148759 149308 34884 35315 154893 155308 114704 115146 182241 182665 85978 86531 204587 205031 162763 163198 245800 246290 136560 136987 257656 258089 228306 228716 286537 287163 
2 64 301825 302246 320208 320613 263515 264096 51910 52383 216623 217076 251311 251746 135714 136224 3034 3501 130981 131433 128207 128653 132895 133342 891 1336 137243 137717 122161 122585 149320 149762 35327 35751 155320 155961 115158 115659 182679 183155 86543 86962 205043 205481 163210 163629 246302 246768 136999 137422 258101 258715 228728 229144 287175 287575 
3 96 302261 302686 320625 321021 264108 264533 52398 52895 217098 217564 251759 252191 136238 136693 3516 4014 131446 131846 128672 129183 133363 133969 1349 1792 137730 138197 122603 123031 149774 150383 35763 36450 155979 156407 115673 116216 183171 183605 86974 87645 205493 205997 163647 164067 246781 247248 137434 137861 258730 259159 229156 229572 287587 287981 
4 128 302739 303152 321064 321491 264583 265034 52949 53549 217634 218049 252237 252801 136740 137214 4062 4486 131926 132410 129227 129651 134042 134473 1855 2398 138243 138895 123088 123515 150445 150867 36517 36951 156454 156881 116260 116757 183651 184351 87691 88097 206042 206471 164115 164650 247299 247715 137904 138324 259205 259625 229616 230034 288024 288419 
5 160 303164 303599 321503 321903 265046 265470 53563 54048 218095 218713 252816 253272 137229 137747 4499 5085 132424 132852 129663 130342 134485 134950 2411 2882 138907 139320 123532 123999 150882 151316 36963 37393 156893 157327 116769 117248 184363 184792 88110 88527 206484 206987 164663 165101 247727 248224 138336 138916 259639 260086 230047 230488 288431 288832 
6 192 303611 304027 321915 322313 265482 265904 54060 54559 218730 219167 253295 253715 137759 138229 5097 5536 132864 133316 130354 130774 134962 135385 2894 3314 139333 139742 124014 124550 151328 151743 37405 37872 157344 157775 117263 117762 184804 185278 88539 88964 206999 207428 165113 165589 248236 248755 138928 139349 260098 260544 230501 230932 288844 289246 
7 224 304042 304472 322325 322729 265916 266350 54574 55020 219179 219659 253738 254176 138245 138902 5550 5973 133334 133795 130786 131229 135401 136050 3327 3731 139754 140176 124562 124979 151755 152157 37885 38310 157788 158206 117778 118213 185290 185727 88976 89421 207440 207875 165602 166014 248769 249222 139361 139774 260556 260986 230945 231395 289258 289654 
8 256 304515 304934 322775 323166 266398 266937 55071 55524 219707 220133 254238 254651 138945 139415 6018 6425 133844 134265 131274 131681 136109 136531 3777 4198 140237 140647 125071 125488 152201 152624 38355 38788 158251 158796 118274 118944 185774 186218 89466 89947 207925 208358 166058 166498 249272 249908 139820 140224 261030 261538 231450 231892 289697 290103 
9 288 304946 305380 323178 323587 266949 267381 55536 55968 220145 220602 254663 255190 139429 140327 6438 6864 134278 134723 131693 132108 136544 136974 4210 4649 140660 141150 125500 125959 152636 153168 38800 39287 158808 159297 118956 119387 186231 186676 89961 90517 208373 208840 166510 166951 249920 250380 140236 140664 261550 262036 231905 232356 290115 290517 
10 320 305392 305824 323599 323996 267393 267819 55980 56537 220614 221065 255209 255635 140355 141298 6877 7330 134735 135208 132120 132637 136986 137413 4661 5212 141164 141761 125971 126379 153181 153593 39299 39715 159309 159729 119401 119828 186688 187329 90530 90963 208852 209307 166963 167423 250392 250863 140677 141093 262048 262483 232369 232860 290529 290940 
11 352 305836 306261 324008 324412 267831 268258 56552 57038 221078 221533 255649 256110 141334 142108 7343 7948 135223 135661 132649 133278 137426 137857 5224 5669 141778 142284 126393 126822 153608 154018 39727 40173 159741 160170 119845 120302 187341 187802 90976 91474 209326 209789 167444 167920 250875 251394 141105 141666 262495 262928 232881 233357 290954 291394 
12 384 306304 306729 324456 324856 268301 268724 57090 57525 221595 222014 256221 256661 142259 142813 7995 8412 135711 136222 133324 133815 137964 138384 5717 6137 142332 142738 126909 127528 154074 154497 40216 40628 160216 160649 120370 120847 187849 188277 91521 91957 209854 210279 167984 168443 251439 251913 141709 142113 262972 263409 233415 233853 291437 291833 
13 416 306741 307170 324868 325275 268736 269165 57538 57973 222029 222462 256681 257127 142860 143810 8425 8857 136235 136696 133827 134298 138396 139020 6149 6599 142751 143250 127540 127989 154509 154951 40641 41084 160661 161096 120859 121286 188289 188754 91969 92408 210293 210737 168459 168893 251925 252372 142125 142542 263421 263863 233865 234308 291845 292275 
14 448 307182 307610 325287 325698 269177 269605 57985 58452 222478 222912 257141 257588 143822 144748 8870 9363 136708 137118 134310 134728 139032 139520 6611 7030 143262 143682 128001 128405 154963 155401 41097 41618 161109 161744 121298 121855 188766 189208 92420 92861 210749 211187 168905 169321 252386 252816 142554 142969 263875 264401 234328 234758 292287 292861 
15 480 307622 308042 325710 326123 269617 270039 58466 58893 222924 223339 257600 258044 144792 145999 9375 9838 137131 137554 134740 135159 139535 139976 7044 7491 143696 144115 128417 128839 155413 156009 41630 42258 161756 162304 121869 122293 189220 189658 92873 93455 211207 211666 169333 169761 252828 253254 142982 143409 264413 264862 234770 235198 292873 293281 
