0 0 0 10 11249 2.186671
0 0 1 0 11250 2.184533
0 0 2 13 11252 2.186671
0 0 3 26 11253 2.189009
0 0 4 45 11255 2.192328
0 0 5 25 11256 2.188229
0 0 6 49 11259 2.192328
0 0 7 58 11260 2.193894
0 1 0 43 10982 2.246640
0 1 1 40 10983 2.245819
0 1 2 51 10985 2.247668
0 1 3 44 10986 2.246024
0 1 4 75 10999 2.249725
0 1 5 48 10990 2.246024
0 1 6 79 11002 2.249931
0 1 7 76 11003 2.249108
0 2 0 502 12235 2.094605
0 2 1 504 12234 2.095141
0 2 2 505 12238 2.094605
0 2 3 501 12237 2.094070
0 2 4 517 12241 2.096213
0 2 5 516 12240 2.096213
0 2 6 521 12245 2.096213
0 2 7 520 12244 2.096213
0 3 0 501 11851 2.165286
0 3 1 502 11850 2.165668
0 3 2 515 11854 2.167387
0 3 3 505 11853 2.165668
0 3 4 519 11857 2.167578
0 3 5 518 11856 2.167578
0 3 6 523 11861 2.167578
0 3 7 522 11860 2.167578
