0 0 3 249 0 246 1 247 2 248 7 257 
1 32 261 505 258 503 259 503 260 505 269 518 
2 64 517 770 515 767 515 764 517 765 530 784 
3 96 782 1025 779 1023 776 1019 777 1021 796 1045 
4 128 1069 1313 1066 1310 1062 1307 1064 1308 1088 1342 
5 160 1325 1568 1322 1566 1319 1562 1320 1564 1354 1605 
6 192 1580 1828 1578 1825 1574 1822 1576 1823 1617 1872 
7 224 1840 2083 1837 2081 1834 2077 1835 2079 1884 2135 
8 256 2127 2386 2124 2385 2120 2375 2122 2376 2178 2441 
9 288 2398 2653 2397 2651 2387 2641 2388 2643 2453 2714 
10 320 2665 2924 2663 2922 2653 2912 2655 2913 2726 2993 
11 352 2936 3192 2934 3190 2924 3177 2925 3179 3005 3266 
12 384 3235 3491 3233 3489 3220 3475 3222 3476 3309 3571 
13 416 3503 3759 3501 3757 3487 3740 3488 3742 3583 3844 
14 448 3771 4031 3769 4029 3752 4011 3754 4012 3856 4122 
15 480 4043 4299 4041 4297 4023 4277 4024 4279 4134 4396 
16 512 4342 4588 4340 4586 4320 4565 4322 4566 4439 4690 
17 544 4600 4845 4598 4843 4577 4820 4578 4822 4702 4953 
18 576 4857 5106 4855 5104 4832 5081 4834 5082 4965 5221 
19 608 5118 5363 5116 5361 5093 5336 5094 5338 5233 5484 
20 640 5406 5652 5404 5651 5379 5623 5381 5624 5527 5779 
21 672 5664 5910 5663 5908 5635 5878 5636 5880 5791 6042 
22 704 5922 6174 5920 6171 5890 6139 5892 6140 6054 6310 
23 736 6186 6430 6183 6428 6151 6394 6152 6396 6322 6573 
24 768 6473 6729 6471 6728 6437 6692 6439 6693 6616 6878 
25 800 6741 6997 6740 6995 6704 6957 6705 6959 6890 7152 
26 832 7009 7270 7007 7268 6969 7228 6971 7229 7164 7430 
27 864 7282 7538 7280 7536 7240 7493 7241 7495 7442 7704 
28 896 7581 7837 7579 7835 7536 7791 7538 7792 7747 8010 
29 928 7849 8105 7847 8103 7803 8057 7804 8059 8022 8284 
30 960 8117 8377 8115 8375 8069 8329 8071 8330 8296 8564 
31 992 8389 8646 8387 8644 8341 8594 8342 8596 8576 8838 
32 1024 8689 8940 8687 8939 8637 8885 8639 8887 8881 9138 
33 1056 8952 9202 8951 9200 8897 9144 8899 9146 9150 9408 
34 1088 9214 9468 9212 9467 9156 9409 9158 9410 9420 9679 
35 1120 9480 9730 9479 9728 9421 9668 9422 9670 9691 9947 
36 1152 9773 10023 9771 10022 9711 9958 9713 9960 9990 10245 
37 1184 10035 10285 10034 10283 9970 10218 9972 10220 10257 10513 
38 1216 10297 10551 10295 10550 10230 10483 10232 10484 10525 10786 
39 1248 10563 10813 10562 10811 10495 10743 10496 10745 10798 11053 
40 1280 10856 11112 10854 11110 10786 11042 10788 11043 11096 11360 
41 1312 11124 11379 11122 11377 11054 11307 11055 11309 11372 11634 
42 1344 11391 11650 11389 11648 11319 11578 11321 11579 11646 11913 
43 1376 11663 11916 11660 11914 11590 11843 11591 11845 11925 12188 
44 1408 11960 12214 11957 12212 11886 12141 11888 12142 12231 12495 
45 1440 12226 12483 12224 12481 12153 12406 12154 12408 12507 12769 
46 1472 12496 12754 12493 12753 12418 12678 12420 12679 12781 13044 
47 1504 12766 13022 12765 13020 12690 12943 12691 12945 13056 13311 
48 1536 13069 13324 13063 13317 12986 13235 12988 13236 13355 13608 
49 1568 13336 13583 13329 13581 13247 13494 13248 13496 13620 13879 
50 1600 13595 13850 13593 13849 13506 13759 13508 13760 13891 14151 
51 1632 13862 14112 13861 14110 13771 14018 13772 14020 14163 14417 
52 1664 14158 14406 14153 14405 14061 14310 14063 14311 14460 14716 
53 1696 14418 14670 14417 14668 14322 14569 14323 14571 14728 14984 
54 1728 14682 14936 14680 14935 14581 14834 14583 14835 14996 15255 
55 1760 14948 15198 14947 15196 14846 15093 14847 15095 15267 15523 
56 1792 15241 15496 15239 15495 15136 15391 15138 15392 15566 15828 
57 1824 15508 15764 15507 15762 15403 15657 15404 15659 15840 16102 
58 1856 15776 16036 15774 16035 15669 15929 15671 15930 16114 16380 
59 1888 16048 16305 16047 16303 15941 16194 15942 16196 16392 16654 
60 1920 16348 16605 16346 16604 16237 16492 16239 16493 16697 16959 
61 1952 16617 16873 16616 16871 16504 16757 16505 16759 16971 17233 
62 1984 16885 17145 16883 17144 16769 17028 16771 17029 17245 17511 
63 2016 17157 17414 17156 17412 17040 17294 17041 17296 17523 17784 
64 2048 17457 17708 17455 17707 17337 17587 17339 17588 17827 18085 
65 2080 17720 17971 17719 17969 17599 17848 17600 17850 18097 18353 
66 2112 17983 18238 17981 18237 17860 18115 17862 18116 18365 18626 
67 2144 18250 18501 18249 18499 18127 18374 18128 18376 18638 18894 
68 2176 18544 18795 18542 18794 18417 18667 18419 18669 18938 19197 
69 2208 18807 19058 18806 19056 18679 18928 18681 18930 19209 19464 
70 2240 19070 19325 19068 19324 18940 19195 18942 19196 19476 19737 
71 2272 19337 19588 19336 19586 19207 19455 19208 19457 19749 20005 
72 2304 19631 19887 19629 19886 19498 19752 19500 19754 20048 20311 
73 2336 19899 20155 19898 20153 19764 20017 19766 20019 20323 20584 
74 2368 20167 20428 20165 20427 20029 20288 20031 20289 20596 20861 
75 2400 20440 20696 20439 20694 20300 20553 20301 20555 20873 21134 
76 2432 20739 20995 20737 20994 20596 20851 20598 20852 21177 21440 
77 2464 21007 21263 21006 21261 20863 21116 20864 21118 21452 21715 
78 2496 21275 21535 21273 21534 21128 21387 21130 21388 21727 21993 
79 2528 21547 21804 21546 21802 21399 21653 21400 21655 22005 22267 
80 2560 21847 22099 21845 22098 21696 21946 21698 21947 22310 22569 
81 2592 22111 22362 22110 22360 21958 22206 21959 22208 22581 22838 
82 2624 22374 22629 22372 22628 22218 22472 22220 22473 22850 23112 
83 2656 22641 22892 22640 22890 22484 22732 22485 22734 23124 23381 
84 2688 22935 23186 22933 23185 22775 23025 22777 23026 23424 23683 
85 2720 23198 23449 23197 23447 23037 23285 23038 23287 23695 23952 
86 2752 23461 23716 23459 23715 23297 23551 23299 23552 23964 24226 
87 2784 23728 23979 23727 23977 23563 23811 23564 23813 24238 24495 
88 2816 24022 24278 24020 24277 23854 24109 23856 24110 24538 24806 
89 2848 24290 24546 24289 24544 24121 24374 24122 24376 24819 25078 
90 2880 24558 24818 24556 24815 24386 24646 24388 24647 25090 25362 
