0 0 6 287 40 322 4 276 5 277 2 295 8 282 0 285 1 285 11 303 3 290 8 293 9 293 49 311 13 302 12 300 13 301 66 339 67 330 15 309 16 315 18 319 18 314 19 320 20 317 28 279 81 344 
1 32 300 562 335 594 288 546 289 544 308 574 294 544 297 561 297 562 316 584 303 560 305 568 307 572 323 593 318 573 312 576 314 578 352 609 342 604 321 584 330 586 332 602 326 587 332 593 329 596 291 546 356 610 
2 64 575 831 607 873 558 813 556 815 587 852 556 808 573 829 575 830 599 864 572 828 581 842 585 843 610 872 588 849 589 850 593 855 622 897 617 881 596 862 602 867 618 884 601 865 605 870 609 875 558 809 624 893 
3 96 843 1096 886 1141 825 1074 827 1076 866 1114 820 1066 844 1094 842 1096 879 1131 840 1098 854 1110 857 1109 887 1139 861 1113 865 1116 872 1119 910 1161 895 1151 875 1126 879 1129 896 1148 878 1132 882 1135 887 1137 821 1068 905 1156 
4 128 1147 1402 1193 1447 1119 1372 1123 1375 1163 1414 1114 1365 1144 1404 1143 1400 1184 1438 1145 1403 1158 1408 1159 1413 1192 1446 1157 1415 1170 1428 1167 1417 1225 1479 1213 1467 1183 1436 1187 1437 1200 1458 1182 1435 1194 1448 1195 1449 1113 1364 1221 1471 
5 160 1415 1667 1462 1713 1384 1631 1387 1633 1426 1675 1377 1623 1417 1671 1414 1669 1450 1699 1416 1664 1420 1678 1425 1676 1459 1709 1427 1673 1441 1689 1430 1687 1491 1737 1482 1726 1449 1696 1451 1698 1470 1724 1448 1696 1461 1706 1461 1704 1376 1621 1484 1734 
6 192 1680 1931 1725 1976 1643 1890 1645 1892 1687 1947 1635 1885 1683 1945 1681 1946 1712 1976 1676 1929 1690 1957 1688 1958 1721 1983 1685 1944 1703 1965 1699 1966 1749 2008 1739 1996 1713 1973 1715 1978 1736 1991 1708 1963 1720 1981 1716 1982 1633 1884 1746 2001 
7 224 1943 2195 1988 2245 1902 2145 1904 2147 1959 2209 1897 2143 1958 2205 1960 2207 1988 2237 1941 2197 1970 2222 1973 2224 1995 2247 1956 2206 1978 2229 1980 2231 2021 2266 2009 2257 1985 2239 1995 2241 2003 2255 1978 2235 1993 2246 1994 2248 1896 2141 2014 2265 
8 256 2242 2514 2299 2564 2188 2441 2191 2442 2256 2526 2186 2444 2249 2511 2252 2512 2286 2545 2247 2517 2269 2532 2272 2534 2298 2563 2256 2525 2281 2544 2284 2546 2318 2583 2312 2576 2289 2553 2288 2554 2311 2577 2283 2548 2297 2561 2296 2562 2184 2443 2323 2584 
9 288 2527 2784 2579 2839 2453 2706 2454 2708 2538 2799 2456 2713 2523 2784 2524 2786 2557 2820 2529 2786 2546 2802 2547 2804 2576 2837 2537 2801 2557 2817 2558 2818 2595 2856 2589 2849 2565 2823 2566 2825 2592 2848 2560 2822 2573 2832 2574 2834 2455 2711 2596 2857 
10 320 2796 3062 2852 3117 2718 2978 2720 2979 2811 3075 2725 2984 2796 3060 2798 3061 2832 3103 2798 3063 2814 3079 2817 3082 2851 3116 2813 3076 2836 3098 2830 3094 2868 3136 2862 3129 2835 3106 2837 3107 2861 3124 2834 3105 2844 3114 2846 3115 2723 2981 2869 3137 
11 352 3074 3333 3131 3390 2990 3243 2991 3245 3087 3343 2996 3249 3072 3333 3073 3331 3115 3374 3075 3331 3091 3353 3095 3351 3129 3389 3088 3346 3113 3368 3109 3366 3149 3404 3141 3397 3118 3374 3119 3376 3137 3395 3118 3376 3126 3385 3127 3383 2993 3247 3149 3408 
12 384 3377 3639 3439 3694 3286 3541 3288 3542 3390 3659 3293 3547 3382 3641 3378 3638 3421 3685 3375 3640 3400 3666 3402 3663 3445 3705 3396 3661 3416 3674 3414 3675 3457 3717 3452 3714 3424 3686 3422 3683 3449 3709 3427 3690 3432 3699 3430 3692 3290 3544 3455 3730 
13 416 3651 3908 3707 3972 3553 3806 3554 3808 3671 3927 3559 3812 3653 3905 3650 3903 3697 3962 3652 3910 3678 3934 3677 3932 3718 3975 3673 3929 3688 3950 3687 3947 3729 3993 3728 3985 3701 3956 3696 3954 3722 3982 3702 3964 3711 3964 3704 3962 3556 3810 3742 3994 
14 448 3920 4177 3984 4253 3818 4077 3820 4078 3940 4200 3824 4083 3917 4175 3915 4174 3974 4243 3922 4179 3946 4213 3944 4211 3987 4255 3941 4202 3967 4225 3959 4223 4006 4272 3997 4261 3970 4233 3967 4231 3994 4263 3977 4245 3977 4241 3974 4244 3822 4080 4006 4270 
15 480 4189 4448 4266 4525 4089 4342 4090 4344 4212 4468 4095 4348 4187 4443 4186 4441 4256 4513 4191 4450 4227 4481 4225 4479 4268 4529 4214 4470 4237 4496 4236 4494 4284 4545 4273 4534 4245 4502 4243 4504 4276 4536 4258 4515 4254 4512 4257 4510 4092 4346 4282 4544 
16 512 4491 4738 4577 4824 4385 4629 4387 4631 4512 4766 4392 4636 4486 4744 4484 4740 4560 4808 4493 4739 4530 4773 4528 4778 4575 4821 4514 4764 4542 4789 4540 4786 4591 4843 4585 4836 4554 4802 4553 4803 4587 4835 4565 4809 4562 4810 4560 4811 4389 4633 4593 4844 
17 544 4750 4998 4838 5084 4641 4885 4643 4887 4778 5027 4648 4892 4756 4998 4752 4996 4820 5066 4751 4996 4786 5035 4790 5037 4833 5082 4776 5029 4804 5048 4798 5050 4855 5103 4849 5100 4815 5063 4816 5059 4848 5097 4821 5068 4822 5066 4823 5068 4645 4890 4856 5105 
18 576 5010 5260 5097 5353 4897 5146 4899 5147 5039 5291 4904 5152 5010 5258 5008 5257 5078 5333 5008 5262 5047 5297 5049 5299 5094 5350 5041 5292 5060 5314 5062 5312 5116 5372 5113 5367 5075 5327 5071 5324 5112 5364 5080 5334 5078 5335 5081 5336 4902 5149 5117 5374 
19 608 5272 5516 5365 5615 5158 5401 5159 5403 5303 5548 5164 5407 5270 5514 5269 5512 5345 5594 5274 5518 5309 5556 5311 5558 5362 5614 5304 5550 5330 5574 5325 5573 5384 5637 5381 5632 5340 5584 5339 5580 5376 5630 5346 5596 5347 5592 5350 5591 5161 5406 5386 5639 
20 640 5561 5808 5663 5908 5444 5689 5446 5690 5593 5842 5450 5700 5558 5806 5555 5805 5644 5892 5565 5810 5606 5852 5604 5848 5662 5911 5593 5847 5624 5869 5619 5867 5687 5938 5683 5929 5631 5882 5632 5879 5678 5930 5640 5888 5640 5894 5637 5891 5449 5699 5687 5937 
21 672 5820 6064 5920 6167 5701 5944 5702 5946 5854 6100 5712 5959 5818 6062 5817 6060 5904 6161 5822 6066 5864 6112 5860 6110 5923 6168 5859 6102 5883 6129 5883 6127 5950 6201 5941 6192 5896 6142 5892 6140 5942 6195 5900 6152 5906 6150 5903 6148 5711 5957 5949 6199 
22 704 6076 6328 6179 6430 5956 6203 5958 6206 6112 6362 5971 6222 6074 6322 6072 6321 6173 6420 6078 6330 6124 6372 6122 6374 6180 6432 6114 6367 6141 6394 6142 6392 6213 6471 6206 6468 6155 6410 6153 6405 6208 6463 6164 6418 6162 6419 6161 6417 5969 6220 6211 6472 
23 736 6340 6585 6442 6693 6215 6458 6218 6460 6374 6620 6235 6479 6334 6578 6333 6576 6433 6679 6342 6587 6384 6637 6386 6635 6444 6694 6379 6622 6406 6656 6408 6654 6483 6733 6480 6728 6423 6667 6419 6665 6475 6726 6431 6677 6431 6675 6429 6673 6232 6478 6487 6735 
24 768 6633 6889 6737 6995 6501 6753 6504 6756 6663 6920 6524 6788 6621 6876 6619 6875 6725 6990 6635 6891 6682 6938 6680 6936 6741 7003 6666 6922 6702 6956 6703 6957 6781 7048 6778 7034 6714 6968 6712 6969 6773 7036 6721 6983 6722 6980 6723 6981 6523 6782 6786 7046 
25 800 6901 7158 7007 7270 6765 7018 6768 7020 6932 7188 6800 7064 6888 7142 6887 7140 7002 7256 6903 7160 6950 7210 6948 7208 7015 7272 6934 7190 6969 7226 6970 7228 7061 7315 7047 7304 6982 7239 6983 7237 7049 7306 6996 7254 6992 7244 6993 7246 6794 7054 7058 7313 
26 832 7170 7431 7282 7543 7030 7288 7032 7290 7200 7463 7076 7332 7154 7412 7152 7411 7268 7527 7172 7433 7222 7487 7220 7485 7285 7545 7202 7464 7241 7502 7240 7500 7327 7595 7316 7580 7251 7516 7249 7514 7318 7583 7266 7525 7256 7524 7259 7522 7066 7333 7325 7592 
27 864 7443 7698 7555 7812 7300 7554 7302 7556 7475 7730 7345 7605 7424 7678 7423 7676 7539 7793 7445 7700 7499 7757 7497 7755 7558 7814 7476 7732 7514 7774 7512 7772 7607 7868 7593 7853 7529 7789 7526 7789 7596 7855 7537 7791 7536 7794 7534 7796 7345 7608 7604 7866 
28 896 7745 8001 7855 8120 7597 7857 7600 7854 7773 8033 7649 7906 7721 7975 7720 7974 7838 8094 7747 8003 7809 8060 7800 8058 7858 8122 7775 8032 7820 8075 7816 8073 7915 8173 7897 8160 7836 8093 7838 8095 7899 8161 7835 8092 7841 8101 7845 8107 7652 7908 7913 8172 
