0 0 3 249 0 246 1 247 2 248 7 258 4 254 5 255 6 256 12 265 
1 32 261 509 258 507 259 503 260 505 270 516 266 514 267 510 268 512 277 527 
2 64 521 770 519 767 515 764 517 765 528 782 526 779 522 772 524 773 540 794 
3 96 783 1029 780 1027 776 1020 777 1022 796 1039 791 1037 784 1027 785 1029 806 1057 
4 128 1075 1319 1071 1315 1064 1309 1066 1310 1087 1331 1084 1328 1073 1317 1075 1318 1103 1353 
5 160 1332 1578 1327 1576 1321 1564 1322 1566 1343 1589 1340 1587 1329 1572 1330 1574 1365 1617 
6 192 1590 1844 1588 1841 1577 1826 1579 1827 1601 1852 1599 1853 1584 1834 1586 1835 1629 1889 
7 224 1856 2100 1854 2098 1838 2082 1839 2084 1864 2113 1865 2111 1846 2089 1847 2091 1901 2152 
8 256 2145 2403 2142 2400 2126 2381 2128 2382 2157 2417 2154 2412 2135 2393 2137 2394 2196 2457 
9 288 2415 2669 2413 2667 2394 2648 2395 2650 2429 2685 2424 2683 2405 2657 2406 2659 2469 2731 
10 320 2681 2940 2679 2939 2660 2921 2662 2922 2698 2957 2695 2954 2669 2929 2671 2930 2743 3010 
11 352 2952 3207 2951 3209 2933 3187 2934 3189 2969 3223 2966 3222 2941 3194 2942 3196 3022 3283 
12 384 3250 3505 3255 3508 3231 3486 3233 3487 3266 3522 3267 3523 3240 3494 3242 3499 3326 3589 
13 416 3517 3774 3520 3776 3498 3752 3500 3754 3535 3791 3535 3793 3506 3760 3511 3762 3601 3862 
14 448 3786 4045 3788 4048 3765 4025 3767 4026 3804 4063 3805 4065 3772 4033 3774 4034 3874 4140 
15 480 4057 4311 4060 4313 4037 4291 4038 4293 4076 4331 4077 4333 4045 4298 4046 4300 4152 4413 
16 512 4354 4599 4356 4602 4335 4579 4337 4580 4374 4619 4376 4621 4344 4591 4346 4592 4456 4708 
17 544 4611 4857 4614 4859 4592 4835 4593 4837 4631 4877 4633 4879 4603 4846 4604 4848 4720 4971 
18 576 4869 5120 4871 5121 4847 5098 4849 5099 4889 5139 4891 5141 4858 5106 4860 5111 4983 5239 
19 608 5132 5378 5133 5380 5110 5354 5112 5356 5151 5397 5153 5399 5118 5361 5123 5363 5251 5502 
20 640 5422 5667 5423 5669 5398 5642 5400 5643 5441 5689 5443 5690 5407 5654 5409 5655 5545 5796 
21 672 5679 5927 5681 5929 5655 5898 5656 5900 5701 5946 5702 5948 5666 5907 5667 5909 5808 6059 
22 704 5939 6189 5941 6191 5910 6161 5912 6162 5959 6208 5960 6210 5919 6169 5921 6170 6071 6327 
23 736 6201 6446 6203 6448 6173 6417 6174 6419 6221 6466 6222 6468 6181 6424 6182 6426 6339 6590 
24 768 6489 6744 6492 6746 6461 6716 6463 6717 6509 6764 6511 6766 6470 6728 6472 6729 6633 6895 
25 800 6756 7013 6758 7015 6729 6982 6730 6984 6776 7032 6778 7034 6740 6993 6741 6995 6907 7169 
26 832 7025 7284 7027 7286 6994 7255 6996 7256 7045 7304 7046 7306 7005 7263 7007 7268 7181 7447 
27 864 7296 7553 7298 7555 7267 7522 7269 7524 7316 7572 7318 7574 7275 7528 7280 7530 7459 7720 
28 896 7596 7851 7599 7853 7567 7822 7568 7823 7616 7871 7618 7873 7576 7830 7577 7831 7763 8025 
29 928 7863 8119 7865 8121 7834 8088 7835 8090 7883 8140 7885 8142 7842 8095 7843 8097 8037 8298 
30 960 8131 8394 8133 8395 8100 8359 8102 8360 8152 8412 8154 8414 8107 8367 8109 8368 8310 8576 
31 992 8406 8661 8407 8663 8371 8625 8372 8627 8425 8680 8426 8682 8379 8632 8380 8634 8588 8849 
32 1024 8704 8954 8706 8956 8669 8918 8671 8919 8724 8974 8726 8976 8678 8926 8680 8931 8892 9149 
33 1056 8966 9217 8968 9219 8930 9178 8932 9180 8986 9236 8988 9238 8938 9185 8943 9187 9161 9417 
34 1088 9229 9483 9231 9485 9190 9441 9192 9443 9249 9502 9250 9504 9197 9453 9199 9455 9429 9690 
35 1120 9495 9745 9497 9747 9454 9702 9456 9704 9515 9764 9516 9766 9465 9712 9467 9714 9702 9958 
36 1152 9788 10038 9790 10040 9746 9995 9748 9996 9808 10058 9810 10060 9759 10007 9760 10008 10001 10259 
37 1184 10050 10301 10052 10303 10008 10252 10009 10254 10070 10320 10072 10322 10019 10265 10020 10267 10271 10526 
38 1216 10313 10567 10315 10569 10264 10518 10266 10519 10333 10586 10334 10588 10277 10531 10279 10532 10538 10797 
39 1248 10579 10829 10581 10831 10530 10779 10533 10781 10599 10848 10600 10850 10543 10789 10544 10791 10809 11066 
40 1280 10872 11128 10874 11130 10823 11076 10825 11078 10892 11148 10894 11150 10835 11088 10837 11090 11109 11370 
41 1312 11140 11397 11142 11399 11089 11347 11091 11345 11160 11416 11162 11418 11100 11353 11102 11356 11382 11643 
42 1344 11409 11672 11411 11670 11360 11618 11357 11617 11429 11688 11430 11690 11365 11626 11368 11629 11655 11922 
43 1376 11685 11945 11682 11943 11630 11885 11630 11883 11700 11955 11702 11958 11638 11890 11641 11893 11934 12203 
44 1408 11989 12251 11986 12244 11928 12182 11927 12181 12001 12264 12002 12258 11937 12194 11939 12193 12246 12511 
45 1440 12263 12516 12256 12514 12195 12449 12194 12447 12276 12528 12270 12527 12206 12460 12205 12458 12523 12780 
46 1472 12529 12794 12526 12786 12461 12721 12459 12720 12540 12810 12539 12799 12472 12733 12470 12732 12792 13056 
47 1504 12808 13064 12798 13053 12734 12988 12733 12986 12822 13084 12811 13068 12745 12998 12744 12996 13069 13335 
48 1536 13107 13355 13096 13352 13032 13280 13030 13279 13129 13387 13112 13364 13044 13292 13042 13291 13380 13631 
49 1568 13367 13619 13365 13617 13293 13541 13292 13539 13399 13654 13376 13625 13304 13552 13303 13550 13643 13894 
50 1600 13632 13887 13630 13886 13553 13808 13551 13807 13666 13926 13637 13898 13564 13816 13562 13815 13906 14163 
51 1632 13899 14150 13899 14148 13820 14069 13819 14067 13938 14193 13910 14158 13828 14076 13827 14074 14175 14433 
52 1664 14194 14446 14192 14443 14113 14361 14111 14360 14236 14492 14204 14456 14122 14373 14120 14368 14479 14727 
53 1696 14458 14708 14455 14706 14374 14622 14372 14620 14504 14761 14468 14721 14385 14629 14380 14627 14739 14988 
54 1728 14720 14975 14718 14974 14634 14886 14632 14885 14773 15032 14733 14989 14641 14894 14639 14893 15000 15252 
55 1760 14987 15237 14986 15239 14898 15147 14897 15145 15044 15299 15001 15252 14906 15154 14905 15152 15264 15520 
56 1792 15281 15540 15283 15539 15191 15446 15189 15445 15342 15604 15295 15555 15200 15454 15198 15453 15563 15821 
57 1824 15552 15808 15551 15806 15458 15713 15457 15711 15616 15877 15568 15827 15466 15720 15465 15718 15833 16090 
58 1856 15820 16082 15818 16081 15725 15983 15723 15982 15889 16155 15839 16096 15732 15991 15730 15990 16102 16365 
59 1888 16095 16352 16093 16354 15995 16250 15994 16248 16167 16428 16108 16360 16003 16257 16002 16255 16377 16640 
60 1920 16396 16654 16398 16653 16294 16548 16292 16547 16471 16734 16407 16667 16303 16560 16301 16559 16683 16938 
61 1952 16666 16922 16665 16924 16561 16816 16560 16814 16746 17007 16679 16937 16572 16825 16571 16823 16950 17206 
62 1984 16934 17195 16936 17196 16828 17088 16826 17087 17019 17286 16949 17208 16837 17096 16835 17095 17218 17478 
63 2016 17207 17466 17209 17464 17100 17355 17099 17353 17298 17559 17220 17477 17108 17362 17107 17360 17490 17754 
64 2048 17511 17763 17508 17760 17399 17648 17397 17647 17602 17859 17520 17774 17408 17660 17406 17655 17797 18044 
65 2080 17775 18025 17772 18027 17661 17910 17659 17908 17871 18127 17786 18038 17672 17918 17667 17916 18056 18305 
66 2112 18037 18294 18039 18295 17923 18176 17921 18175 18139 18400 18050 18307 17930 18184 17928 18183 18317 18572 
67 2144 18306 18560 18308 18558 18188 18438 18187 18436 18412 18668 18319 18571 18196 18445 18195 18443 18584 18842 
68 2176 18606 18856 18602 18851 18482 18731 18480 18729 18711 18968 18615 18870 18491 18743 18489 18741 18885 19135 
69 2208 18868 19116 18863 19114 18744 18993 18742 18991 18980 19236 18882 19133 18755 19004 18753 19002 19147 19398 
70 2240 19128 19383 19126 19382 19005 19261 19003 19259 19248 19509 19146 19400 19016 19273 19014 19271 19410 19667 
71 2272 19395 19646 19394 19644 19274 19523 19272 19521 19521 19777 19413 19662 19285 19533 19283 19531 19679 19931 
72 2304 19689 19944 19691 19951 19567 19822 19565 19819 19820 20082 19707 19967 19579 19834 19577 19831 19975 20237 
73 2336 19956 20214 19963 20216 19835 20089 19832 20087 20094 20356 19980 20240 19846 20097 19843 20095 20249 20505 
74 2368 20226 20490 20228 20491 20102 20362 20100 20360 20368 20635 20252 20510 20109 20370 20107 20368 20517 20777 
75 2400 20502 20757 20503 20759 20374 20629 20372 20627 20647 20909 20522 20775 20382 20636 20380 20634 20789 21047 
76 2432 20800 21056 20802 21063 20673 20927 20671 20925 20952 21212 20818 21078 20682 20939 20680 20937 21090 21342 
77 2464 21068 21329 21075 21336 20940 21194 20938 21192 21224 21484 21090 21349 20951 21205 20949 21203 21354 21612 
78 2496 21341 21604 21348 21605 21206 21469 21204 21468 21496 21761 21361 21618 21217 21477 21215 21476 21624 21888 
79 2528 21617 21875 21617 21877 21481 21736 21480 21734 21773 22033 21630 21883 21489 21743 21488 21741 21900 22161 
80 2560 21919 22170 21921 22171 21780 22029 21778 22028 22076 22333 21930 22184 21789 22042 21787 22036 22204 22451 
81 2592 22182 22432 22183 22434 22041 22291 22040 22289 22345 22601 22196 22445 22054 22299 22048 22297 22463 22710 
82 2624 22444 22701 22446 22702 22304 22557 22302 22556 22613 22873 22457 22715 22311 22565 22309 22564 22722 22979 
83 2656 22713 22966 22714 22964 22569 22819 22568 22817 22885 23142 22727 22974 22577 22826 22576 22824 22991 23247 
84 2688 23010 23261 23008 23258 22863 23112 22861 23111 23185 23443 23020 23274 22872 23124 22870 23119 23292 23545 
85 2720 23273 23522 23270 23520 23125 23374 23123 23372 23455 23712 23287 23537 23136 23381 23131 23379 23557 23805 
86 2752 23534 23790 23532 23789 23386 23639 23384 23638 23724 23986 23550 23807 23393 23647 23391 23646 23817 24074 
87 2784 23802 24053 23801 24051 23651 23901 23650 23899 23998 24255 23820 24069 23659 23908 23658 23906 24086 24338 
88 2816 24096 24351 24098 24358 23945 24199 23943 24198 24298 24561 24114 24374 23954 24211 23952 24206 24382 24644 
89 2848 24363 24621 24370 24623 24212 24466 24210 24464 24573 24836 24387 24646 24223 24473 24218 24471 24656 24912 
90 2880 24633 24899 24635 24900 24478 24736 24476 24735 24848 25115 24658 24918 24485 24744 24483 24743 24924 25187 
91 2912 24911 25166 24912 25168 24748 25003 24747 25001 25127 25390 24931 25185 24756 25011 24755 25009 25199 25457 
92 2944 25209 25466 25211 25472 25048 25302 25046 25301 25433 25696 25229 25489 25057 25314 25055 25309 25500 25758 
