0 0 1 247 2 249 3 245 0 244 5 255 6 257 7 254 
1 32 259 503 261 505 257 501 256 499 267 512 269 514 266 514 
2 64 515 766 517 768 513 761 511 760 524 775 526 776 526 777 
3 96 778 1024 780 1026 773 1017 772 1015 787 1032 788 1034 790 1036 
4 128 1069 1314 1071 1316 1060 1304 1058 1303 1078 1326 1080 1328 1080 1329 
5 160 1327 1571 1329 1573 1316 1560 1315 1558 1338 1584 1340 1586 1341 1593 
6 192 1583 1833 1585 1835 1572 1820 1570 1819 1596 1845 1598 1847 1605 1858 
7 224 1846 2095 1848 2093 1832 2076 1831 2074 1857 2101 1859 2103 1870 2119 
8 256 2140 2394 2137 2392 2120 2376 2117 2375 2149 2406 2149 2404 2162 2421 
9 288 2407 2662 2405 2664 2388 2642 2387 2640 2418 2673 2416 2671 2433 2691 
10 320 2674 2937 2676 2936 2654 2912 2652 2911 2685 2951 2683 2944 2703 2966 
11 352 2949 3207 2948 3205 2924 3179 2923 3177 2963 3215 2956 3213 2978 3237 
12 384 3252 3509 3250 3507 3223 3476 3221 3475 3261 3517 3259 3515 3280 3539 
13 416 3521 3778 3519 3776 3488 3742 3487 3740 3529 3785 3527 3783 3551 3810 
14 448 3790 4050 3788 4048 3754 4012 3752 4011 3797 4062 3795 4060 3822 4085 
15 480 4063 4320 4061 4318 4024 4278 4023 4276 4074 4330 4072 4328 4097 4356 
16 512 4364 4610 4362 4608 4321 4565 4319 4564 4376 4622 4374 4620 4399 4648 
17 544 4623 4868 4621 4866 4577 4821 4576 4819 4634 4879 4632 4877 4660 4909 
18 576 4880 5133 4878 5132 4833 5081 4831 5080 4891 5145 4889 5140 4921 5174 
19 608 5146 5392 5144 5390 5093 5336 5092 5334 5157 5398 5152 5396 5186 5435 
20 640 5436 5682 5434 5681 5379 5623 5377 5622 5445 5694 5443 5689 5478 5726 
21 672 5695 5941 5693 5939 5635 5879 5634 5877 5706 5948 5701 5946 5738 5987 
22 704 5953 6203 5951 6202 5891 6139 5889 6138 5960 6211 5958 6210 5999 6252 
23 736 6215 6462 6214 6460 6151 6394 6150 6392 6223 6469 6222 6467 6264 6513 
24 768 6506 6762 6504 6761 6437 6692 6435 6691 6515 6774 6513 6769 6556 6815 
25 800 6775 7031 6773 7029 6704 6958 6703 6956 6786 7038 6781 7036 6827 7086 
26 832 7043 7303 7041 7302 6970 7228 6968 7227 7050 7311 7048 7310 7098 7362 
27 864 7315 7572 7314 7570 7240 7494 7239 7492 7323 7580 7322 7578 7374 7634 
28 896 7617 7874 7615 7873 7537 7791 7535 7790 7626 7882 7624 7881 7677 7937 
29 928 7886 8143 7885 8141 7803 8057 7802 8055 7894 8150 7893 8148 7949 8209 
30 960 8155 8416 8153 8415 8069 8328 8067 8327 8162 8424 8160 8423 8221 8485 
31 992 8428 8685 8427 8683 8340 8594 8339 8592 8436 8692 8435 8690 8497 8757 
32 1024 8729 8979 8727 8978 8637 8885 8635 8884 8738 8991 8736 8986 8800 9055 
33 1056 8992 9242 8990 9240 8897 9145 8896 9143 9003 9249 8998 9247 9067 9321 
34 1088 9254 9508 9252 9507 9157 9409 9155 9408 9261 9516 9259 9515 9333 9592 
35 1120 9520 9771 9519 9769 9421 9669 9420 9667 9528 9778 9527 9776 9604 9858 
36 1152 9815 10065 9813 10064 9712 9960 9710 9959 9824 10077 9822 10072 9901 10156 
37 1184 10078 10328 10076 10326 9972 10220 9971 10218 10089 10335 10084 10333 10168 10422 
38 1216 10340 10594 10338 10593 10232 10484 10230 10483 10347 10602 10345 10601 10434 10693 
39 1248 10606 10857 10605 10855 10496 10744 10495 10742 10614 10864 10613 10862 10705 10959 
40 1280 10901 11157 10899 11156 10787 11041 10785 11040 10910 11169 10908 11168 11002 11263 
41 1312 11170 11426 11169 11424 11053 11308 11052 11305 11181 11437 11180 11435 11275 11535 
