0 0 0 34 115 404.543210
0 0 1 6 114 303.407407
0 0 2 6 115 300.623853
0 0 3 6 115 300.623853
0 0 4 4 109 312.076190
0 0 5 4 94 364.088889
0 0 6 4 94 364.088889
0 0 7 4 94 364.088889
0 0 8 2 92 364.088889
0 0 9 2 92 364.088889
0 0 10 2 92 364.088889
0 0 11 2 92 364.088889
0 0 12 0 90 364.088889
0 0 13 0 90 364.088889
0 0 14 0 90 364.088889
0 0 15 0 90 364.088889
0 1 0 40 132 356.173913
0 1 1 32 136 315.076923
0 1 2 32 131 330.989899
0 1 3 38 126 372.363636
0 1 4 36 130 348.595745
0 1 5 30 104 442.810811
0 1 6 30 104 442.810811
0 1 7 31 98 489.074627
0 1 8 29 98 474.898551
0 1 9 28 98 468.114286
0 1 10 28 98 468.114286
0 1 11 29 96 489.074627
0 1 12 26 96 468.114286
0 1 13 26 96 468.114286
0 1 14 26 96 468.114286
0 1 15 27 94 489.074627
0 2 0 2186 2266 409.600000
0 2 1 2186 2266 409.600000
0 2 2 2186 2266 409.600000
0 2 3 2179 2266 376.643678
0 2 4 2184 2262 420.102564
0 2 5 2179 2264 385.505882
0 2 6 2184 2264 409.600000
0 2 7 2186 2264 420.102564
0 2 8 2179 2264 385.505882
0 2 9 2184 2262 420.102564
0 2 10 2179 2262 394.795181
0 2 11 2177 2262 385.505882
0 2 12 2177 2260 394.795181
0 2 13 2177 2260 394.795181
0 2 14 2177 2260 394.795181
0 2 15 2184 2260 431.157895
0 3 0 3075 3140 504.123077
0 3 1 3075 3140 504.123077
0 3 2 3073 3138 504.123077
0 3 3 3075 3140 504.123077
0 3 4 3069 3138 474.898551
0 3 5 3071 3136 504.123077
0 3 6 3071 3136 504.123077
0 3 7 3073 3138 504.123077
0 3 8 3073 3136 520.126984
0 3 9 3069 3134 504.123077
0 3 10 3075 3140 504.123077
0 3 11 3071 3136 504.123077
0 3 12 3071 3134 520.126984
0 3 13 3073 3138 504.123077
0 3 14 3069 3134 504.123077
0 3 15 3069 3134 504.123077
